GENESIS-Tabelle: 31231-01-02-5-B
Wohngebäude- und Wohnungsbestand - Stichtag 31.12. -;;;;;;;;;;;;;;
regionale Ebenen (bis 2010);;;;;;;;;;;;;;
Fortschreib. d. Wohngebäude- u. Wohnungsbestandes;;;;;;;;;;;;;;
31.12.2010;;;;;;;;;;;;;;
;;Wohngebäude;Wohngebäude;Wohngebäude;Wohnfläche in Wohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Wohnungen in Wohn- und Nichtwohngebäuden;Räume in Wohnungen mit 7 oder mehr Räumen
;;Gebäude nach Anzahl der Wohnungen;Gebäude nach Anzahl der Wohnungen;Gebäude nach Anzahl der Wohnungen;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;
;;Insgesamt;1 Wohnung;2 Wohnungen;;Insgesamt;Wohnungen mit 1 Raum;Wohnungen mit 2 Räumen;Wohnungen mit 3 Räumen;Wohnungen mit 4 Räumen;Wohnungen mit 5 Räumen;Wohnungen mit 6 Räumen;Wohnungen mit 7 Räumen oder mehr;
;;Anzahl;Anzahl;Anzahl;1000 qm;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
0714104095;Niederneisen;463;323;123;70,0;647;5;15;81;141;142;101;162;1276
0714104102;Oberneisen;238;165;67;34,8;325;0;4;36;83;52;70;80;624
0714104125;Schiesheim;77;51;20;13,5;117;0;3;5;36;27;22;24;186
0714105;Katzenelnbogen, Verbandsgem.;2997;2296;571;457,9;4029;13;86;455;797;878;765;1035;8361
0714105001;Allendorf, Rhein-Lahn-Kreis;199;149;43;30,3;262;2;6;22;58;62;54;58;480
0714105010;Berghausen;86;59;20;13,8;128;0;4;18;27;21;24;34;285
0714105011;Berndroth;145;118;22;21,9;179;1;3;21;29;38;25;62;516
0714105013;Biebrich;122;92;28;17,6;156;0;4;14;40;36;26;36;282
0714105018;Bremberg;115;92;21;16,4;141;0;1;17;14;36;35;38;302
0714105032;Dörsdorf;140;111;26;21,1;174;0;1;12;33;38;39;51;416
0714105034;Ebertshausen;43;33;9;7,1;55;0;1;5;13;9;10;17;135
0714105036;Eisighofen;85;72;10;12,9;103;0;2;2;15;28;23;33;271
0714105039;Ergeshausen;46;34;12;7,2;59;0;2;5;9;7;18;18;143
0714105050;Gutenacker;135;104;29;20,5;172;0;4;8;42;38;35;45;368
0714105054;Herold;131;94;31;20,8;177;1;7;19;28;37;29;56;447
0714105068;Katzenelnbogen;568;394;121;98,0;905;0;13;135;213;187;134;223;1813
0714105073;Klingelbach;209;144;48;33,6;312;3;14;39;53;72;60;71;573
0714105074;Kördorf;183;155;27;27,0;229;1;2;19;37;39;60;71;564
0714105088;Mittelfischbach;51;42;9;7,1;61;0;0;3;5;18;15;20;153
0714105096;Niedertiefenbach;73;54;17;10,7;95;1;1;13;19;21;19;21;162
0714105101;Oberfischbach;60;56;4;8,0;65;0;0;4;7;20;16;18;155
0714105113;Reckenroth;106;94;11;12,3;121;1;4;27;26;18;25;20;166
0714105117;Rettert;184;138;34;27,5;250;2;11;36;52;55;40;54;416
0714105118;Roth, Rhein-Lahn-Kreis;75;66;9;9,8;84;0;2;10;13;18;21;20;163
0714105126;Schönborn, Rhein-Lahn-Kreis;241;195;40;34,4;301;1;4;26;64;80;57;69;551
0714106;Nassau, Verbandsgem.;3548;2513;752;540,0;5360;41;163;815;1295;1046;838;1162;9118
0714106003;Attenhausen;160;135;23;21,1;192;0;3;16;38;47;36;52;405
0714106026;Dessighofen;66;48;14;10,2;89;1;3;13;17;10;20;25;196
0714106027;Dienethal;94;63;27;13,3;131;1;3;15;30;25;27;30;227
0714106033;Dornholzhausen;73;52;21;10,9;95;0;3;12;15;15;23;27;225
0714106046;Geisig;120;89;29;18,4;158;0;2;10;31;35;40;40;334
0714106058;Hömberg;137;118;16;15,8;159;1;3;19;36;38;33;29;221
0714106082;Lollschied;78;68;9;10,5;91;0;1;12;13;20;20;25;195
0714106087;Misselberg;34;30;3;4,8;42;1;2;1;10;6;9;13;98
0714106091;Nassau;1057;596;262;187,1;2107;18;90;426;636;359;231;347;2703
0714106103;Obernhof;159;121;27;22,2;219;10;0;36;55;47;24;47;376
0714106106;Oberwies;59;47;9;8,7;74;0;0;7;12;13;15;27;221
0714106111;Pohl;120;104;12;17,2;141;1;2;11;24;35;28;40;314
0714106127;Schweighausen;88;66;21;13,4;114;0;3;12;18;17;26;38;294
0714106128;Seelbach b Nassau, Lahn;151;116;32;22,5;198;0;5;22;40;33;39;59;466
0714106129;Singhofen;594;430;133;89,3;825;5;27;100;178;180;154;181;1419
0714106132;Sulzbach, Rhein-Lahn-Kreis;70;59;10;9,0;85;0;3;6;10;21;15;30;225
0714106135;Weinähr;158;108;44;22,3;224;2;2;34;40;52;39;55;430
0714106139;Winden, Rhein-Lahn-Kreis;294;234;53;38,4;371;1;10;54;84;83;56;83;665
0714106141;Zimmerschied;36;29;7;4,9;45;0;1;9;8;10;3;14;104
0714107;Nastätten, Verbandsgem.;5438;4160;1033;815,4;7397;35;252;828;1349;1706;1418;1809;14375
0714107009;Berg, Taunus;78;59;18;11,9;100;0;1;10;17;19;14;39;307
0714107012;Bettendorf;123;98;24;17,0;151;0;4;10;25;36;32;44;349
0714107015;Bogel;285;229;43;42,0;376;5;18;41;55;83;72;102;819
0714107019;Buch, Taunus;188;141;45;28,7;247;1;6;22;49;59;47;63;482
0714107035;Ehr;27;18;9;4,5;37;0;1;1;8;4;3;20;163
0714107037;Endlichhofen;58;52;4;7,8;71;0;5;5;15;10;16;20;157
0714107040;Eschbach b Nastätten;70;61;8;9,8;81;0;3;6;8;22;17;25;190
0714107047;Gemmerich;203;161;38;30,5;253;0;2;14;59;57;52;69;552
0714107055;Himmighofen;112;89;20;18,0;143;1;2;3;27;29;31;50;402
0714107060;Holzhausen an der Haide;383;271;87;59,2;563;5;13;72;114;136;117;106;837
0714107063;Hunzel;90;65;24;14,3;118;1;6;9;24;24;27;27;215
0714107067;Kasdorf;83;66;14;12,4;104;0;4;12;9;30;20;29;230
0714107070;Kehlbach;63;56;7;8,3;73;0;2;7;9;20;14;21;168
0714107078;Lautert;90;69;19;13,7;119;0;8;5;24;25;26;31;261
0714107080;Lipporn;115;89;24;16,2;145;1;5;21;23;31;34;30;235
0714107084;Marienfels;106;78;27;15,7;135;1;3;12;30;27;30;32;257
0714107085;Miehlen;672;501;139;98,6;919;5;36;109;179;219;149;222;1766
0714107092;Nastätten;1170;791;262;193,0;1908;7;87;290;375;453;335;361;2887
0714107094;Niederbachheim;87;70;14;13,3;114;0;1;11;20;34;15;33;270
0714107097;Niederwallmenach;155;135;17;21,5;183;1;8;16;23;29;48;58;454
0714107100;Oberbachheim;71;48;23;10,7;95;2;0;9;19;20;19;26;198
0714107104;Obertiefenbach;132;111;14;19,5;167;1;3;22;25;33;41;42;331
0714107105;Oberwallmenach;73;64;6;9,9;88;1;1;14;13;18;17;24;191
0714107107;Oelsberg;187;156;28;26,4;223;0;5;13;31;47;56;71;551
0714107110;Hainau;57;49;7;8,0;67;0;0;6;6;15;14;26;210
0714107116;Rettershain;141;120;20;18,4;165;1;1;9;40;45;31;38;300
0714107120;Ruppertshofen, Taunus;126;102;23;17,5;152;0;10;11;21;31;36;43;343
0714107131;Strüth;114;96;17;15,7;138;0;1;12;35;30;25;35;289
0714107134;Weidenbach, Taunus;43;36;5;6,0;52;0;4;6;5;13;10;14;120
0714107137;Welterod;169;145;20;23,1;200;2;4;23;35;53;30;53;410
0714107140;Winterwerb;55;39;15;8,3;72;0;4;8;2;19;16;23;176
0714107502;Diethardt;112;95;12;15,4;138;0;4;19;24;35;24;32;255
0714108;Loreley, Verbandsgem.;3628;2701;736;517,0;5062;66;119;646;1085;1138;909;1099;8664
0714108004;Auel;73;59;11;10,7;90;0;0;13;12;19;18;28;216
0714108016;Bornich;405;343;60;53,9;473;1;10;37;78;105;111;131;1037
0714108024;Dahlheim;296;209;76;45,9;398;2;6;29;70;84;99;108;865
0714108031;Dörscheid;156;123;26;22,3;214;10;7;17;55;44;38;43;338
0714108069;Kaub;320;158;89;49,8;641;3;19;142;205;149;60;63;498
0714108072;Kestert;273;183;75;35,6;384;1;10;68;107;75;50;73;570
0714108079;Lierschied;190;154;33;25,6;239;0;8;27;46;54;44;60;476
0714108083;Lykershausen;86;72;12;11,2;102;0;4;11;18;15;20;34;253
0714108099;Nochern;188;152;33;26,6;230;1;0;25;24;64;45;71;553
0714108109;Patersberg;167;135;26;25,2;253;33;20;11;44;47;42;56;452
0714108112;Prath;122;95;24;16,9;157;0;1;12;33;43;34;34;262
0714108114;Reichenberg, Rhein-Lahn-Kreis;79;66;13;10,0;93;0;2;7;17;25;26;16;124
0714108115;Reitzenhain;116;97;19;15,5;136;1;1;9;15;42;36;32;253
0714108121;Sankt Goarshausen;486;326;115;71,9;779;3;18;143;190;170;119;136;1076
0714108122;Sauerthal;80;62;17;9,9;105;0;4;12;27;34;16;12;93
0714108136;Weisel;400;309;79;58,8;528;3;4;56;99;135;95;136;1071
0714108138;Weyer;191;158;28;27,1;240;8;5;27;45;33;56;66;527
0714109;Loreley, Verbandsgem.;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109004;Auel;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109016;Bornich;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109023;Dachsenhausen;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109024;Dahlheim;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109031;Dörscheid;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109042;Filsen;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109066;Kamp-Bornhofen;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109069;Kaub, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109072;Kestert;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109079;Lierschied;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109083;Lykershausen;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109099;Nochern;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109108;Osterspai;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109109;Patersberg;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109112;Prath;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109114;Reichenberg;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109115;Reitzenhain;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109121;Sankt Goarshausen, Loreleystadt, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109122;Sauerthal;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109136;Weisel;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109138;Weyer;-;-;-;-;-;-;-;-;-;-;-;-;-
0714109501;Braubach, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-
0714301;Bad Marienberg (Westerwald), Verbandsgem.;6097;4533;1241;934,2;8796;81;251;1125;1830;1796;1595;2118;16704
0714301206;Bad Marienberg (Westerwald);1451;940;331;260,3;2748;58;130;489;734;477;354;506;4024
0714301211;Bölsberg;106;80;22;14,5;138;0;4;15;31;35;17;36;275
0714301216;Dreisbach;203;164;34;29,3;250;1;7;18;42;56;56;70;563
0714301222;Fehl-Ritzhausen;282;232;47;38,1;336;2;3;31;41;71;99;89;702
0714301227;Großseifen;195;148;40;28,5;259;0;6;32;35;61;60;65;497
0714301231;Hahn bei Marienberg;145;105;34;22,1;199;2;3;25;47;33;36;53;413
0714301234;Hardt, Westerwald;147;112;30;20,7;198;1;5;16;46;46;39;45;344
0714301243;Hof;422;343;70;60,3;534;0;3;63;82;116;106;164;1283
0714301248;Kirburg;214;178;32;29,2;265;2;7;29;49;50;47;81;642
0714301253;Langenbach bei Kirburg;359;273;73;54,3;478;5;10;62;77;106;95;123;978
0714301255;Lautzenbrücken;137;105;26;19,1;176;2;4;17;30;34;40;49;374
0714301264;Mörlen;183;136;42;25,5;239;0;2;29;42;57;54;55;432
0714301270;Neunkhausen;364;274;84;50,8;468;1;11;41;71;117;107;120;929
0714301277;Nisterau;308;252;47;44,6;388;0;7;36;83;73;75;114;891
0714301279;Nistertal;431;316;93;66,2;597;4;15;80;121;118;102;157;1256
0714301280;Norken;351;278;66;49,6;453;2;7;40;88;113;90;113;878
0714301297;Stockhausen-Illfurth;140;108;25;21,6;191;0;3;12;32;48;43;53;427
0714301300;Unnau;659;489;145;99,5;879;1;24;90;179;185;175;225;1796
0714302;Hachenburg, Verbandsgem.;7807;5846;1554;1186,6;10940;69;319;1378;2171;2214;2105;2684;21329
0714302202;Alpenrod;515;393;107;74,6;681;3;20;71;130;152;135;170;1362
0714302204;Astert;84;65;17;11,4;106;0;2;7;21;22;30;24;187
0714302205;Atzelgift;227;168;51;32,4;305;1;23;41;45;64;64;67;536
0714302212;Borod;185;155;29;23,2;221;4;7;31;28;38;53;60;463
0714302215;Dreifelden;85;62;19;12,8;113;0;3;15;19;25;23;28;213
0714302223;Gehlert;210;179;25;29,1;253;0;3;14;52;52;63;69;564
0714302225;Giesenhausen;114;93;17;16,6;152;1;6;14;24;41;35;31;238
0714302229;Hachenburg;1636;1093;335;281,7;2858;31;106;521;780;537;398;485;3881
0714302235;Hattert;553;426;108;83,8;739;3;13;81;113;132;172;225;1775
0714302236;Heimborn;92;77;15;13,4;108;0;5;9;13;23;17;41;325
0714302240;Heuzert;50;41;5;7,7;67;1;2;5;11;17;13;18;145
0714302241;Höchstenbach;239;187;46;35,0;313;1;6;28;60;67;58;93;728
0714302250;Kroppach;235;174;53;35,2;314;2;5;36;61;58;64;88;696
0714302252;Kundert;102;81;21;14,7;125;0;1;10;13;28;26;47;377
0714302257;Limbach, Westerwald;146;109;29;22,4;202;2;10;24;26;42;46;52;419
0714302258;Linden, Westerwald;49;35;11;7,6;70;0;4;11;10;12;12;21;170
0714302259;Lochum;115;84;28;16,7;155;2;7;17;21;36;39;33;250
0714302260;Luckenbach;209;160;38;30,4;274;0;8;35;52;54;59;66;531
0714302261;Marzhausen;88;75;11;11,9;107;0;2;8;17;19;35;26;199
0714302262;Merkelbach;158;131;22;22,4;197;3;6;18;30;40;37;63;484
0714302265;Mörsbach;152;112;37;23,0;207;0;7;20;31;41;41;67;520
0714302267;Mudenbach;257;199;57;36,5;317;2;3;36;44;68;68;96;761
0714302268;Mündersbach;250;191;51;38,6;326;1;4;17;74;77;65;88;724
0714302269;Müschenbach;352;275;67;52,2;452;2;9;48;66;90;100;137;1084
0714302276;Nister;337;255;66;47,8;452;1;14;52;93;102;91;99;778
0714302287;Roßbach, Westerwald;278;205;63;44,3;376;0;10;40;73;83;63;107;870
0714302294;Steinebach an der Wied;273;216;47;39,3;347;1;5;42;69;79;70;81;645
0714302296;Stein-Wingert;71;59;10;10,2;87;0;5;4;10;15;22;31;246
0714302299;Streithausen;165;122;36;26,1;230;2;4;26;29;41;50;78;638
0714302301;Wahlrod;267;186;72;41,2;371;2;8;51;63;93;66;88;714
0714302306;Welkenbach;57;45;11;8,3;72;0;1;7;17;17;13;17;134
0714302310;Wied;184;146;30;25,3;235;0;5;25;56;36;52;61;468
0714302313;Winkelbach;72;47;20;10,9;108;4;5;14;20;13;25;27;204
0714303;Höhr-Grenzhausen, Verbandsgem.;3879;2457;955;645,0;6730;126;316;1183;1762;1347;978;1018;7911
0714303030;Hilgert;509;352;135;78,6;706;11;16;90;128;200;133;128;988
0714303031;Hillscheid;852;583;206;130,0;1255;7;39;169;307;288;207;238;1846
0714303032;Höhr-Grenzhausen;2430;1462;590;422,4;4646;108;253;905;1316;823;612;629;4903
0714303040;Kammerforst, Westerwald;88;60;24;14,1;123;0;8;19;11;36;26;23;174
0714304;Montabaur, Verbandsgem.;11838;8371;2695;1901,0;17644;139;657;2318;3461;3899;3356;3814;29548
0714304005;Boden;188;145;37;26,9;246;0;8;20;50;59;51;58;439
0714304008;Daubach, Westerwald;163;131;30;23,0;197;1;5;20;32;48;42;49;380
0714304013;Eitelborn;801;533;219;126,9;1175;10;32;167;221;254;239;252;1951
0714304020;Gackenbach;188;146;38;28,2;249;8;3;25;40;52;49;72;555
0714304021;Girod;377;270;97;57,2;502;1;17;49;80;116;116;123;929
0714304023;Görgeshausen;258;192;59;38,3;346;0;8;34;66;88;78;72;551
0714304024;Großholbach;291;221;60;45,1;377;0;12;21;57;90;109;88;671
0714304026;Heilberscheid;224;181;35;32,4;275;0;5;17;48;76;56;73;565
0714304027;Heiligenroth;450;323;109;69,0;617;2;32;62;96;112;158;155;1199
0714304033;Holler;373;270;86;57,6;513;2;18;70;80;100;114;129;998
0714304034;Horbach, Westerwald;214;162;49;30,3;271;3;8;22;40;67;55;76;581
0714304036;Hübingen;180;140;38;26,3;225;2;9;30;23;48;50;63;492
0714304039;Kadenbach;444;267;148;71,4;671;3;17;122;128;154;119;128;981
0714304048;Montabaur;3366;2221;722;598,6;6098;89;305;997;1505;1320;854;1028;8036
0714304051;Nentershausen, Westerwald;642;460;154;98,7;887;5;27;118;139;182;215;201;1560
0714304052;Neuhäusel;682;504;141;104,1;974;2;22;137;195;230;205;183;1405
0714304053;Niederelbert;569;399;150;88,0;783;3;32;90;131;179;148;200;1557
0714304054;Niedererbach;320;235;78;48,7;415;2;17;43;56;82;88;127;977
0714304055;Nomborn;236;195;39;34,5;283;0;2;19;44;64;60;94;729
0714304057;Oberelbert;341;249;82;52,6;458;2;11;41;84;118;108;94;726
0714304065;Ruppach-Goldhausen;397;299;88;61,9;515;2;20;50;68;92;123;160;1237
0714304071;Simmern;424;288;99;70,2;629;1;25;70;134;157;106;136;1049
0714304072;Stahlhofen;229;185;41;34,9;277;0;3;24;36;58;72;84;650
0714304077;Untershausen;152;108;27;25,3;218;0;5;18;32;58;50;55;427
0714304079;Welschneudorf;329;247;69;50,9;443;1;14;52;76;95;91;114;903
0714305;Ransbach-Baumbach, Verbandsgem.;4339;3169;921;703,4;6544;134;261;918;1283;1404;1184;1360;10621
0714305001;Alsbach;222;172;41;32,0;286;2;7;28;47;72;61;69;539
0714305006;Breitenau, Westerwald;218;169;37;33,1;294;1;7;25;63;64;63;71;548
0714305007;Caan;227;181;41;33,7;280;0;7;21;45;64;73;70;540
0714305009;Deesen;224;167;46;35,3;298;0;7;38;65;49;55;84;651
0714305038;Hundsdorf;144;115;26;21,7;179;0;4;25;29;36;39;46;353
0714305050;Nauort;698;494;161;109,2;991;8;25;102;200;247;204;205;1575
0714305059;Oberhaid, Westerwald;126;88;32;19,0;175;1;5;23;41;42;32;31;244
0714305062;Ransbach-Baumbach;1985;1408;439;345,4;3385;120;176;594;675;675;514;631;4989
0714305068;Sessenbach;163;113;39;25,0;239;1;12;25;46;63;56;36;270
0714305082;Wirscheid;124;105;19;17,7;144;1;2;12;19;22;38;50;389
0714305084;Wittgert;208;157;40;31,3;273;0;9;25;53;70;49;67;523
0714306;Rennerod, Verbandsgem.;5470;4382;917;782,9;7026;14;142;753;1320;1599;1452;1746;13569
0714306214;Bretthausen;70;62;8;8,9;79;0;1;4;17;25;14;18;142
0714306218;Elsoff (Westerwald);337;284;47;45,8;413;2;9;43;75;96;90;98;759
0714306237;Hellenhahn-Schellenberg;438;355;73;60,8;541;1;10;54;80;116;135;145;1118
0714306244;Homberg, Westerwald;57;47;10;8,4;68;0;1;2;17;15;16;17;136
0714306245;Hüblingen;135;111;22;18,4;164;0;3;21;32;39;36;33;248
0714306246;Irmtraut;242;178;54;34,7;321;0;10;37;74;73;58;69;535
0714306256;Liebenscheid;276;226;44;37,4;338;1;7;26;69;69;84;82;621
0714306271;Neunkirchen, Westerwald;173;132;36;27,5;228;1;2;17;34;59;44;71;554
0714306272;Neustadt/Westerwald;196;181;14;27,3;212;0;2;8;24;50;56;72;557
0714306274;Niederroßbach;225;176;44;32,7;283;2;3;17;53;60;60;88;680
0714306278;Nister-Möhrendorf;104;84;18;14,7;127;0;0;7;18;36;33;33;254
0714306282;Oberrod;229;177;51;30,8;286;0;7;33;42;79;64;61;471
0714306283;Oberroßbach;108;93;15;13,8;129;1;1;12;19;33;32;31;240
0714306285;Rehe;288;237;45;42,0;364;0;10;36;53;76;80;109;860
0714306286;Rennerod;1200;909;207;187,6;1754;3;34;260;397;368;304;388;3030
0714306291;Salzburg;74;60;13;9,9;95;0;1;15;18;15;25;21;171
0714306292;Seck;410;321;71;59,4;531;1;14;62;114;110;104;126;982
0714306295;Stein-Neukirch;152;129;20;20,4;178;0;4;7;30;48;40;49;400
0714306302;Waigandshain;73;59;14;9,8;87;1;1;10;10;28;14;23;177
0714306303;Waldmühlen;101;82;17;13,6;126;1;3;13;25;28;25;31;239
0714306309;Westernohe;339;283;49;47,0;405;0;12;43;69;98;71;112;867
0714306311;Willingen;97;76;20;14,0;123;0;1;7;17;29;31;38;296
0714306315;Zehnhausen bei Rennerod;146;120;25;18,0;174;0;6;19;33;49;36;31;232
0714307;Selters (Westerwald), Verbandsgem.;5331;4016;1045;795,3;7226;54;218;895;1459;1688;1374;1538;11941
0714307015;Ellenhausen;108;80;26;15,8;139;1;2;20;23;38;27;28;216
0714307018;Freilingen;271;221;43;34,4;350;4;20;56;81;73;45;71;557
0714307019;Freirachdorf;237;187;45;31,9;295;0;10;31;42;61;84;67;508
0714307022;Goddert;141;102;33;21,0;193;1;4;27;31;48;33;49;374
0714307025;Hartenfels;272;211;53;43,4;343;2;5;31;60;74;70;101;811
0714307029;Herschbach;930;706;181;137,7;1252;14;40;140;267;292;242;257;2005
0714307041;Krümmel;96;69;22;14,8;131;1;3;12;17;35;32;31;242
0714307044;Marienrachdorf;335;268;56;49,2;421;1;9;44;64;94;97;112;863
0714307045;Maroth;78;57;18;11,2;102;4;1;13;27;19;19;19;144
0714307046;Maxsain;356;272;58;50,5;481;3;15;63;120;112;94;74;578
0714307056;Nordhofen;199;170;26;29,9;237;0;1;22;45;55;44;70;549
0714307061;Quirnbach;176;143;29;24,8;217;0;2;24;41;63;50;37;296
0714307064;Rückeroth;167;128;31;23,9;217;0;4;30;38;57;53;35;270
0714307066;Schenkelberg;225;158;56;33,8;311;0;12;40;71;66;56;66;506
0714307067;Selters (Westerwald);726;447;185;123,5;1252;19;68;224;278;293;170;200;1525
0714307069;Sessenhausen;291;221;54;44,9;388;2;9;28;98;79;82;90;705
0714307075;Steinen, Westerwald;75;63;11;10,5;92;0;1;9;15;23;18;26;203
0714307078;Vielbach;199;161;37;28,5;238;0;4;15;40;64;59;56;431
0714307085;Wölferlingen;175;140;24;25,9;223;0;3;29;37;55;39;60;475
0714307221;Ewighausen;80;66;13;11,3;95;0;1;11;19;29;12;23;174
0714307305;Weidenhahn;194;146;44;28,5;249;2;4;26;45;58;48;66;509
0714308;Wallmerod, Verbandsgem.;4953;3927;894;729,0;6325;21;178;656;1038;1400;1475;1557;12071
0714308011;Dreikirchen;350;284;56;51,1;438;0;7;36;71;104;104;116;868
0714308037;Hundsangen;677;507;143;102,6;898;4;28;96;149;189;192;240;1855
0714308058;Obererbach;174;132;36;26,2;232;0;10;26;47;51;53;45;368
0714308074;Steinefrenz;265;222;34;39,1;323;2;9;28;45;58;93;88;683
0714308080;Weroth;197;150;45;29,7;247;0;6;22;25;59;77;58;435
0714308203;Arnshöfen;65;57;8;9,4;73;0;1;7;3;13;23;26;198
0714308208;Berod bei Wallmerod;183;143;36;26,0;230;0;3;20;52;50;58;47;354
0714308210;Bilkheim;161;134;22;22,2;200;1;9;22;29;52;48;39;301
0714308220;Ettinghausen;108;89;16;15,6;135;0;1;15;25;26;33;35;267
0714308232;Hahn am See;177;146;31;23,0;208;1;8;18;36;50;52;43;335
0714308239;Herschbach (Oberwesterwald);316;247;65;46,8;397;1;10;29;62;89;105;101;771
0714308251;Kuhnhöfen;53;46;5;7,9;67;0;4;9;11;10;17;16;123
0714308263;Meudt;633;509;106;92,4;810;2;21;84;138;192;170;203;1575
0714308266;Molsberg;168;139;26;24,6;205;0;3;29;32;45;41;55;438
0714308273;Niederahr;263;203;55;41,0;344;2;9;38;44;71;81;99;770
0714308281;Oberahr;184;141;30;28,7;257;4;10;28;48;70;43;54;425
0714308290;Salz, Westerwald;288;217;63;42,1;372;0;9;45;58;90;85;85;667
0714308304;Wallmerod;445;347;86;68,6;607;3;19;73;127;131;122;132;1056
0714308316;Zehnhausen bei Wallmerod;66;58;8;9,3;74;0;4;5;12;11;17;25;191
0714308501;Elbingen;97;84;12;12,6;113;0;4;14;14;21;34;26;205
0714308502;Mähren;83;72;11;10,4;95;1;3;12;10;18;27;24;186
0714309;Westerburg, Verbandsgem.;7510;5683;1475;1137,3;10322;43;265;1195;1877;2238;2062;2642;20704
0714309200;Ailertchen;220;187;33;30,8;253;0;1;24;24;56;64;84;680
0714309207;Bellingen, Westerwald;211;161;42;31,9;277;0;8;28;39;65;50;87;676
0714309209;Berzhahn;188;150;36;25,1;231;1;5;21;51;46;52;55;433
0714309213;Brandscheid, Westerwald;172;139;25;24,7;221;1;5;26;29;47;46;67;515
0714309219;Enspel;108;86;22;14,6;132;0;3;14;27;27;38;23;185
0714309224;Gemünden, Westerwald;354;235;107;53,6;490;0;14;43;84;122;102;125;985
0714309226;Girkenroth;203;173;28;29,7;237;0;5;16;16;62;56;82;638
0714309228;Guckheim;337;284;48;47,3;402;0;12;28;41;80;114;127;1001
0714309230;Härtlingen;139;119;20;19,4;160;0;1;8;18;32;51;50;391
0714309233;Halbs;120;97;21;16,2;146;0;1;17;32;33;31;32;244
0714309238;Hergenroth;146;104;37;22,2;195;1;7;20;33;49;36;49;396
0714309242;Höhn;1043;808;198;152,1;1362;3;31;134;218;314;314;348;2721
0714309247;Kaden;204;163;40;28,9;250;1;4;21;34;68;45;77;605
0714309249;Kölbingen;335;242;71;53,8;456;1;12;42;74;114;100;113;894
0714309254;Langenhahn;468;355;96;67,8;610;1;15;66;112;118;128;170;1320
0714309284;Pottum;354;278;68;50,3;458;3;10;54;92;84;85;130;1008
0714309288;Rotenhain;178;140;35;24,5;224;0;3;19;52;47;48;55;430
0714309289;Rothenbach;337;281;52;46,0;404;0;11;32;59;92;95;115;886
0714309293;Stahlhofen am Wiesensee;106;75;18;17,1;170;3;17;19;39;25;33;34;279
0714309298;Stockum-Püschen;230;163;55;35,5;322;0;8;50;53;56;68;87;698
0714309307;Weltersburg;101;87;13;14,3;118;2;5;11;18;28;16;38;294
0714309308;Westerburg;1542;1017;346;271,1;2690;21;75;456;640;571;378;549;4281
0714309312;Willmenrod;240;195;37;34,5;302;3;8;28;63;66;53;81;638
0714309314;Winnen;174;144;27;26,0;212;2;4;18;29;36;59;64;506
0714310;Wirges, Verbandsgem.;5810;4192;1273;907,9;8508;40;217;1269;1777;1723;1610;1872;14499
0714310003;Bannberscheid;210;167;37;30,2;269;1;13;32;46;54;58;65;515
0714310010;Dernbach (Westerwald);727;498;198;111,1;1080;9;52;163;198;221;182;255;1979
0714310012;Ebernhahn;422;311;97;63,0;569;2;13;69;113;115;120;137;1048
0714310028;Helferskirchen;389;305;64;53,6;510;1;16;50;141;123;89;90;688
0714310042;Leuterod;280;215;58;41,4;361;0;5;51;46;77;88;94;729
0714310047;Mogendorf;400;301;84;58,2;528;1;7;71;116;105;112;116;897
0714310049;Moschheim;255;206;44;37,5;319;6;7;27;55;67;70;87;694
