GENESIS-Tabelle: 31211-05-01-5-B
Wohngebäude nach Anzahl der Wohnungen;;;;;;;
- Stichtag 09.05.2011;;;;;;;
regionale Ebenen;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;
Stichtag: 09.05.2011;;;;;;;
;;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude
;;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen
;;Insgesamt;1 Wohnung;2 Wohnungen;3 - 6 Wohnungen;7 - 12 Wohnungen;13 und mehr Wohnungen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
16061105;Wiesenfeld;72;53;16;3;-;-
16061107;Wingerode;330;214;91;25;-;-
16061111;Wüstheuterode;165;127;32;6;-;-
16061112;Zwinge;137;100;37;0;-;-
16061113;Schimberg;598;428;132;38;-;-
16061114;Teistungen;653;488;121;25;19;-
16061115;Leinefelde-Worbis, Stadt;3563;2282;574;244;457;6
16061116;Am Ohmberg;1106;788;202;95;18;3
16061117;Sonnenstein;-;-;-;-;-;-
16062001;Auleben;-;-;-;-;-;-
16062002;Bleicherode, Stadt;1794;1250;272;186;80;6
16062004;Buchholz;76;61;12;3;-;-
16062005;Ellrich, Stadt;1632;1100;339;155;25;13
16062006;Etzelsrode;33;27;6;-;-;-
16062007;Friedrichsthal;91;72;16;3;-;-
16062008;Görsbach;359;282;58;12;7;-
16062009;Großlohra;318;258;60;0;-;-
16062014;Hainrode/Hainleite;129;104;22;3;-;-
16062015;Hamma;-;-;-;-;-;-
16062016;Harzungen;69;58;11;-;-;-
16062017;Heringen/Helme, Stadt;-;-;-;-;-;-
16062018;Herrmannsacker;133;103;30;-;-;-
16062022;Ilfeld;859;630;121;96;12;-
16062024;Kehmstedt;161;112;45;4;-;-
16062025;Kleinbodungen;129;96;30;3;-;-
16062026;Kleinfurra;419;321;78;20;-;-
16062029;Kraja;96;83;7;6;-;-
16062033;Lipprechterode;199;150;43;6;-;-
16062036;Neustadt/Harz;423;358;59;6;-;-
16062037;Niedergebra;266;221;38;7;-;-
16062038;Niedersachswerfen;897;657;128;58;54;-
16062039;Nohra;305;228;63;14;-;-
16062041;Nordhausen, Stadt;7550;4482;1020;926;962;160
16062046;Rehungen;-;-;-;-;-;-
16062049;Sollstedt;837;607;105;66;59;-
16062054;Urbach;322;261;55;6;-;-
16062055;Uthleben;-;-;-;-;-;-
16062057;Windehausen;-;-;-;-;-;-
16062058;Wipperdorf;482;374;69;30;9;-
16062059;Wolkramshausen;326;206;84;30;6;-
16062062;Hohenstein;763;573;159;31;-;-
16062063;Werther;1105;830;240;32;3;-
16062064;Heringen/Helme, Stadt;1636;1291;256;57;25;7
16062065;Harztor;-;-;-;-;-;-
16063001;Andenhausen;82;57;22;3;-;-
16063002;Bad Liebenstein, Stadt;890;520;189;100;66;15
16063003;Bad Salzungen, Stadt;2707;1502;500;286;365;54
16063004;Barchfeld-Immelborn;966;726;175;59;6;-
16063006;Berka v. d. Hainich;243;175;55;13;-;-
16063007;Berka/Werra, Stadt;1334;891;369;60;14;-
16063008;Bischofroda;202;159;40;3;-;-
16063009;Brunnhartshausen;106;66;40;-;-;-
16063011;Buttlar;381;248;123;10;-;-
16063013;Creuzburg, Stadt;675;454;166;46;6;3
16063014;Dankmarshausen;339;244;84;11;-;-
16063015;Dermbach;867;568;243;49;4;3
16063016;Diedorf/Rhön;123;80;37;6;-;-
16063017;Dippach;337;209;109;19;-;-
16063018;Dorndorf;689;437;167;75;10;-
16063019;Ebenshausen;103;83;20;-;-;-
16063023;Empfertshausen;181;112;69;-;-;-
16063024;Ettenhausen a.d. Suhl;135;94;38;3;-;-
16063026;Fischbach/Rhön;197;134;49;14;-;-
16063028;Frankenroda;127;113;14;-;-;-
16063029;Frauensee;248;136;96;16;-;-
16063032;Geisa, Stadt;1222;829;307;76;10;-
16063033;Gerstengrund;8;8;-;-;-;-
16063036;Großensee;80;58;19;-;3;-
16063037;Hallungen;74;53;18;3;-;-
16063039;Ifta;338;227;78;33;-;-
16063041;Immelborn;510;367;117;23;3;-
16063043;Kaltenlengsfeld;125;106;19;-;-;-
16063044;Kaltennordheim, Stadt;453;296;115;39;3;-
16063045;Klings;128;62;54;12;-;-
16063046;Krauthausen;458;323;103;25;4;3
16063049;Lauterbach;206;145;49;9;3;-
16063051;Leimbach;584;420;129;35;-;-
16063052;Marksuhl;927;630;250;44;0;3
16063053;Martinroda;73;39;31;3;-;-
16063054;Merkers-Kieselbach;742;453;193;75;21;-
16063055;Mihla;658;467;142;25;21;3
16063058;Nazza;204;163;41;-;-;-
16063059;Neidhartshausen;103;61;27;15;-;-
16063062;Oechsen;192;121;58;13;-;-
16063066;Ruhla, Stadt;1726;1081;367;219;56;3
16063068;Schleid;308;240;55;13;-;-
16063069;Schweina;849;561;212;69;7;-
16063071;Seebach;386;208;55;31;89;3
16063072;Stadtlengsfeld, Stadt;780;532;186;53;9;-
16063073;Steinbach;445;329;91;25;-;-
16063075;Tiefenort;1192;767;362;42;21;-
16063076;Treffurt, Stadt;1739;1254;389;84;12;-
16063078;Unterbreizbach;990;626;251;91;22;-
16063081;Urnshausen;229;177;52;-;-;-
16063082;Vacha, Stadt;889;527;184;115;60;3
16063083;Völkershausen;353;229;102;22;-;-
16063084;Weilar;242;173;63;3;-;3
16063086;Wiesenthal;264;199;62;-;3;-
16063087;Wölferbütt;119;79;34;6;-;-
16063089;Wolfsburg-Unkeroda;254;204;44;3;-;3
16063092;Wutha-Farnroda;1692;1159;384;58;76;15
16063093;Zella/Rhön;120;70;50;-;-;-
16063094;Moorgrund;1100;800;266;31;3;-
16063097;Gerstungen;1649;1134;364;110;41;-
16063098;Hörselberg-Hainich;2036;1551;398;56;22;9
16063099;Bad Liebenstein, Stadt;-;-;-;-;-;-
16063101;Krayenberggemeinde;-;-;-;-;-;-
16063102;Kaltennordheim, Stadt;-;-;-;-;-;-
16064001;Altengottern;379;312;52;15;-;-
16064003;Bad Langensalza, Stadt;4229;2803;654;417;330;25
16064004;Bad Tennstedt, Stadt;811;639;110;44;18;-
16064005;Ballhausen;326;281;45;0;-;-
16064007;Blankenburg;69;66;3;-;-;-
16064008;Bothenheilingen;134;109;16;9;-;-
16064009;Bruchstedt;107;91;13;3;-;-
16064014;Dünwald;670;498;135;28;9;-
16064017;Flarchheim;142;88;42;12;-;-
16064018;Großengottern;651;485;109;27;30;-
16064019;Großvargula;237;197;37;3;-;-
16064021;Haussömmern;81;75;3;3;-;-
16064022;Herbsleben;915;720;147;41;4;3
16064023;Heroldishausen;63;51;9;3;-;-
16064024;Heyerode;652;470;149;25;8;-
16064025;Hildebrandshausen;121;93;28;-;-;-
16064027;Hornsömmern;59;55;4;-;-;-
16064029;Issersheilingen;45;42;3;-;-;-
16064032;Kammerforst;295;250;42;3;-;-
16064033;Kirchheilingen;274;216;49;9;-;-
16064035;Kleinwelsbach;48;39;9;-;-;-
16064036;Klettstedt;74;58;13;3;-;-
16064037;Körner;502;337;106;39;20;-
16064038;Kutzleben;242;196;25;18;3;-
16064039;Langula;351;262;89;-;-;-
16064042;Lengenfeld unterm Stein;363;257;80;23;3;-
16064043;Marolterode;124;110;14;-;-;-
16064045;Mittelsömmern;78;71;7;-;-;-
16064046;Mühlhausen/Thüringen, Stadt;6812;3934;981;1114;720;63
16064047;Mülverstedt;226;188;16;22;-;-
16064048;Neunheilingen;162;115;44;3;-;-
16064049;Niederdorla;487;403;78;6;-;-
16064051;Oberdorla;708;553;139;16;-;-
16064052;Obermehler;320;260;37;6;17;-
16064053;Oppershausen;106;66;26;14;-;-
16064055;Rodeberg;580;429;145;6;-;-
16064057;Schlotheim, Stadt;1095;783;177;72;60;3
16064058;Schönstedt;437;345;85;7;-;-
16064061;Sundhausen;122;90;25;3;4;-
16064062;Tottleben;44;28;13;3;-;-
16064064;Urleben;132;96;23;13;-;-
16064065;Weberstedt;207;177;24;6;-;-
16064066;Weinbergen;1078;844;187;44;3;-
16064069;Katharinenberg;847;625;192;30;-;-
16064071;Unstruttal;1081;803;240;38;-;-
16064072;Menteroda;665;453;110;75;27;-
16064073;Anrode;1042;774;229;35;4;-
16064074;Südeichsfeld;-;-;-;-;-;-
16064075;Vogtei;-;-;-;-;-;-
16065001;Abtsbessingen;210;178;29;3;-;-
16065002;Artern/Unstrut, Stadt;1373;937;147;169;120;0
16065003;Bad Frankenhausen/Kyffhäuser, Stadt;2410;1733;335;178;141;23
16065004;Badra;210;167;40;3;-;-
16065005;Bellstedt;76;60;13;3;-;-
16065006;Bendeleben;244;218;22;4;-;-
16065008;Borxleben;124;118;3;3;-;-
16065011;Bretleben;230;187;43;-;-;-
16065012;Clingen, Stadt;373;305;61;7;-;-
16065013;Donndorf;279;231;48;0;-;-
16065014;Ebeleben, Stadt;838;640;112;56;27;3
16065016;Etzleben;113;94;16;3;-;-
16065018;Freienbessingen;78;66;6;6;-;-
16065019;Gehofen;295;253;39;3;-;-
16065021;Göllingen;235;196;14;25;-;-
16065022;Gorsleben;209;172;30;7;-;-
16065023;Greußen, Stadt;954;662;151;100;41;-
16065027;Günserode;80;74;6;-;-;-
16065029;Hachelbich;234;205;23;6;-;-
16065031;Hauteroda;199;177;19;3;-;-
16065032;Helbedündorf;1009;824;155;26;4;-
16065033;Heldrungen, Stadt;812;679;84;38;11;-
16065034;Hemleben;98;88;10;-;-;-
16065035;Heygendorf;236;201;31;-;4;-
16065038;Holzsußra;112;97;15;-;-;-
16065039;Ichstedt;261;224;31;6;-;-
16065042;Kalbsrieth;273;241;25;7;-;-
16065046;Mönchpfiffel-Nikolausrieth;120;104;13;3;-;-
16065047;Nausitz;66;53;10;3;-;-
16065048;Niederbösa;52;49;3;-;-;-
16065051;Oberbösa;146;122;24;-;-;-
16065052;Oberheldrungen;348;300;41;7;-;-
16065054;Oldisleben;846;678;139;29;-;-
16065056;Reinsdorf;325;271;45;9;-;-
16065057;Ringleben;349;300;37;6;6;-
16065058;Rockstedt;93;77;16;-;-;-
16065061;Roßleben, Stadt;1540;1130;200;146;64;-
16065062;Rottleben;269;234;29;6;-;-
16065066;Seega;186;168;15;3;-;-
16065067;Sondershausen, Stadt;5731;4047;736;466;462;20
16065068;Steinthaleben;186;164;19;3;-;-
16065072;Thüringenhausen;40;32;8;-;-;-
16065074;Topfstedt;211;186;25;-;-;-
16065075;Trebra;125;105;17;3;-;-
16065076;Voigtstedt;379;302;58;19;-;-
16065077;Wasserthaleben;142;105;25;9;3;-
16065079;Westgreußen;166;142;17;7;-;-
16065081;Wiehe, Stadt;700;539;106;48;7;-
16065082;Wolferschwenda;45;42;3;-;-;-
16065084;Großenehrich, Stadt;1037;856;143;34;4;-
16065085;Kyffhäuserland;-;-;-;-;-;-
16066001;Altersbach;185;129;47;9;-;-
16066002;Aschenhausen;64;51;13;-;-;-
16066003;Bauerbach;103;97;6;-;-;-
16066005;Belrieth;121;94;27;-;-;-
16066006;Benshausen;860;637;196;24;3;-
16066008;Bermbach;207;155;46;6;-;-
16066012;Birx;59;53;3;3;-;-
16066013;Breitungen/Werra;1407;1016;280;92;12;7
16066014;Brotterode, Kurort, Stadt;880;515;291;65;9;-
16066015;Christes;198;131;58;9;-;-
16066016;Dillstädt;256;163;72;21;-;-
16066017;Einhausen;166;106;48;12;-;-
16066018;Ellingshausen;92;73;19;-;-;-
16066019;Erbenhausen;191;145;39;7;-;-
16066022;Fambach;694;501;172;17;4;-
16066023;Floh-Seligenthal;2087;1448;548;79;6;6
16066024;Frankenheim/Rhön;356;279;67;10;-;-
16066025;Friedelshausen;128;109;13;6;-;-
16066028;Henneberg;218;168;44;3;3;-
16066031;Herpf;-;-;-;-;-;-
16066033;Hümpfershausen;127;88;36;3;-;-
16066035;Kaltensundheim;275;199;64;9;3;-
16066036;Kaltenwestheim;295;201;91;3;-;-
16066038;Kühndorf;369;273;87;9;-;-
16066039;Leutersdorf;90;75;15;-;-;-
16066041;Mehmels;130;105;25;-;-;-
16066042;Meiningen, Stadt;3957;2226;567;640;454;70
16066043;Melpers;42;32;6;4;-;-
16066044;Metzels;213;158;52;3;-;-
16066045;Neubrunn;176;132;44;-;-;-
16066047;Oberhof, Stadt;240;76;46;42;73;3
16066048;Oberkatz;95;77;18;-;-;-
16066049;Obermaßfeld-Grimmenthal;329;219;50;47;13;-
16066051;Oberschönau, Kurort;290;184;89;17;-;-
16066052;Oberweid;156;118;34;4;-;-
16066053;Oepfershausen;169;129;37;3;-;-
16066056;Rippershausen;277;214;48;6;9;-
16066057;Ritschenhausen;112;72;33;7;-;-
16066058;Rohr;307;213;87;7;-;-
16066059;Rosa;246;185;61;-;-;-
16066061;Roßdorf;226;178;39;9;-;-
16066062;Rotterode;264;197;64;3;-;-
16066063;Schmalkalden, Kurort, Stadt;4843;3148;1000;413;253;29
16066064;Schwallungen;847;646;173;25;3;-
16066065;Schwarza;431;311;110;6;-;4
16066067;Springstille;188;129;56;3;-;-
16066069;Steinbach-Hallenberg, Kurort, Stadt;1527;982;410;91;41;3
16066071;Stepfershausen;232;162;58;12;-;-
16066073;Sülzfeld;250;157;64;20;9;-
16066074;Brotterode-Trusetal, Stadt;1265;915;298;49;3;-
16066075;Unterkatz;118;84;31;3;-;-
16066076;Untermaßfeld;324;226;69;17;12;-
16066077;Unterschönau;189;125;58;6;-;-
16066078;Unterweid;134;75;50;9;-;-
16066079;Utendorf;159;127;16;13;3;-
16066081;Vachdorf;256;168;75;9;4;-
16066082;Viernau;716;535;151;26;4;-
16066083;Wahns;127;91;30;6;-;-
16066084;Wallbach;129;104;22;3;-;-
16066085;Walldorf;627;450;106;49;22;-
16066086;Wasungen, Stadt;916;550;204;121;38;3
16066088;Wölfershausen;112;82;30;-;-;-
16066092;Zella-Mehlis, Stadt;3017;1924;616;334;129;14
16066093;Rhönblick;936;724;193;19;-;-
16066094;Grabfeld;1717;1322;345;50;-;-
16067001;Apfelstädt;-;-;-;-;-;-
16067002;Aspach;149;113;33;3;-;-
16067003;Ballstädt;233;206;27;-;-;-
16067004;Bienstädt;223;171;46;6;-;-
16067005;Brüheim;151;129;12;10;-;-
16067006;Bufleben;352;262;72;15;3;-
16067008;Crawinkel;509;333;154;22;-;-
16067009;Dachwig;456;361;58;22;15;-
16067011;Döllstädt;371;301;57;7;6;-
16067012;Ebenheim;82;58;21;3;-;-
16067013;Emleben;239;157;69;13;-;-
16067016;Eschenbergen;248;176;54;18;-;-
16067019;Friedrichroda, Stadt;1774;1005;417;226;116;10
16067021;Friedrichswerth;151;88;45;18;-;-
16067022;Friemar;338;241;70;24;3;-
16067023;Fröttstädt;140;90;47;3;-;-
16067024;Gamstädt;-;-;-;-;-;-
16067025;Georgenthal/Thür. Wald;694;451;156;47;34;6
16067026;Gierstädt;271;217;31;11;12;-
16067027;Goldbach;535;436;78;9;12;-
16067029;Gotha, Stadt;7276;3444;875;1615;1259;83
16067031;Grabsleben;-;-;-;-;-;-
16067032;Gräfenhain;466;303;138;22;3;-
16067033;Großfahner;261;212;36;10;3;-
16067035;Haina;150;112;29;-;9;-
16067036;Herrenhof;255;188;60;7;-;-
16067037;Hochheim;152;128;21;3;-;-
16067038;Hörselgau;388;303;76;6;3;-
16067039;Hohenkirchen;243;167;66;10;-;-
16067041;Ingersleben;-;-;-;-;-;-
16067042;Laucha;175;144;28;3;-;-
16067044;Luisenthal;424;278;105;38;3;-
16067045;Mechterstädt;307;222;60;12;7;6
16067046;Metebach;63;57;3;3;-;-
16067047;Molschleben;345;263;66;16;-;-
16067048;Mühlberg;-;-;-;-;-;-
16067051;Neudietendorf;-;-;-;-;-;-
16067052;Nottleben;150;112;21;17;-;-
16067053;Ohrdruf, Stadt;1296;728;282;197;86;3
16067054;Petriroda;112;85;24;3;-;-
16067055;Pferdingsleben;133;99;34;-;-;-
16067056;Remstädt;311;234;68;9;-;-
16067059;Schwabhausen;223;162;45;13;3;-
16067062;Seebergen;-;-;-;-;-;-
16067063;Sonneborn;402;326;60;10;6;-
16067064;Tabarz/Thür. Wald;1064;698;209;90;57;10
16067065;Tambach-Dietharz/Thür. Wald, Stadt;1266;829;302;107;25;3
16067066;Teutleben;120;76;41;3;-;-
16067067;Tonna;789;592;140;48;9;-
16067068;Tröchtelborn;99;78;21;-;-;-
16067069;Trügleben;128;119;9;-;-;-
16067071;Tüttleben;225;179;42;4;-;-
16067072;Waltershausen, Stadt;2520;1648;418;261;178;15
16067073;Wandersleben;-;-;-;-;-;-
16067074;Wangenheim;222;150;60;12;-;-
16067075;Warza;234;180;40;14;-;-
16067077;Weingarten;59;34;25;-;-;-
16067078;Westhausen;157;127;30;-;-;-
16067081;Wölfis;520;378;126;16;-;-
16067082;Zimmernsupra;119;90;17;12;-;-
16067083;Leinatal;1252;910;302;40;-;-
16067084;Emsetal;1040;735;271;34;-;-
16067085;Günthersleben-Wechmar;920;684;188;41;7;-
16067086;Drei Gleichen;1678;1330;280;62;6;-
16067087;Nesse-Apfelstädt;1697;1253;272;105;61;6
16067088;Hörsel;-;-;-;-;-;-
16068001;Alperstedt;219;172;29;18;-;-
16068002;Andisleben;219;178;31;10;-;-
16068003;Beichlingen;206;187;9;10;-;-
16068004;Bilzingsleben;277;255;22;-;-;-
16068005;Büchel;84;77;7;-;-;-
16068006;Buttstädt, Stadt;679;477;99;72;31;-
16068007;Eckstedt;167;129;30;8;-;-
16068008;Ellersleben;111;87;21;3;-;-
16068009;Elxleben;662;512;92;41;17;-
16068011;Eßleben-Teutleben;112;90;19;3;-;-
16068012;Frömmstedt;201;164;34;3;-;-
16068013;Gangloffsömmern;336;275;39;22;-;-
16068014;Gebesee, Stadt;681;535;105;35;6;-
16068015;Griefstedt;99;91;4;4;-;-
16068016;Großbrembach;266;214;42;10;-;-
16068017;Großmölsen;80;73;7;-;-;-
16068018;Großmonra;332;301;28;3;-;-
16068019;Großneuhausen;254;208;33;13;-;-
16068021;Großrudestedt;641;498;137;3;3;-
16068022;Günstedt;287;262;25;-;-;-
16068023;Guthmannshausen;256;189;46;21;-;-
16068024;Hardisleben;217;178;36;3;-;-
16068025;Haßleben;360;305;49;6;-;-
16068026;Henschleben;128;114;14;-;-;-
16068027;Herrnschwende;111;80;28;3;-;-
16068028;Kannawurf;344;303;38;-;3;-
16068029;Kindelbrück, Stadt;527;423;60;23;18;3
16068031;Kleinbrembach;117;107;10;-;-;-
16068032;Kleinmölsen;116;104;9;3;-;-
16068033;Kleinneuhausen;142;116;26;-;-;-
16068034;Kölleda, Stadt;1406;1048;142;147;66;3
16068035;Mannstedt;139;115;24;-;-;-
16068036;Markvippach;172;132;26;11;3;-
16068037;Nöda;253;182;44;23;4;-
16068038;Olbersleben;268;233;29;6;-;-
16068039;Ollendorf;151;120;28;3;-;-
16068041;Ostramondra;206;176;24;6;-;-
16068042;Rastenberg, Stadt;915;720;140;45;10;-
16068043;Riethgen;101;85;13;3;-;-
16068044;Riethnordhausen;334;273;52;9;-;-
16068045;Ringleben;178;150;25;3;-;-
16068046;Rudersdorf;117;92;19;6;-;-
16068047;Schillingstedt;93;86;7;-;-;-
16068048;Schloßvippach;497;411;65;21;-;-
16068049;Schwerstedt;234;206;28;-;-;-
16068051;Sömmerda, Stadt;4016;2863;330;312;490;21
16068052;Sprötau;202;161;17;-;24;-
16068053;Straußfurt;517;398;69;37;10;3
16068055;Udestedt;249;201;26;22;-;-
16068056;Vogelsberg;243;199;37;7;-;-
16068057;Walschleben;529;423;78;9;19;-
16068058;Weißensee, Stadt;1058;842;100;104;12;-
16068059;Werningshausen;243;206;28;3;3;3
16068061;Witterda;360;283;61;16;-;-
16068062;Wundersleben;259;212;44;3;-;-
16069001;Ahlstädt;35;24;11;-;-;-
16069002;Bad Colberg-Heldburg, Stadt;649;433;161;42;10;3
16069003;Beinerstadt;103;66;37;-;-;-
16069004;Bischofrod;58;31;20;7;-;-
16069005;Bockstadt;103;84;19;-;-;-
16069006;Brünn/Thür.;113;73;31;9;-;-
16069008;Dingsleben;82;61;21;-;-;-
16069009;Ehrenberg;55;37;15;3;-;-
16069011;Eichenberg;51;40;11;-;-;-
16069012;Eisfeld, Stadt;1466;967;316;132;51;-
16069014;Gleichamberg;901;686;195;20;-;-
16069015;Gompertshausen;128;96;23;9;-;-
16069016;Grimmelshausen;58;47;7;4;-;-
16069017;Grub;64;51;13;-;-;-
16069018;Haina;316;247;48;18;3;-
16069019;Hellingen;366;284;73;9;-;-
16069021;Henfstädt;100;67;27;6;-;-
16069024;Hildburghausen, Stadt;2433;1536;423;295;168;11
16069025;Kloster Veßra;89;50;29;3;7;-
16069026;Lengfeld;157;117;34;3;3;-
16069028;Marisfeld;150;118;29;3;-;-
16069031;Mendhausen;106;90;16;-;-;-
16069032;Milz;303;237;52;14;-;-
16069035;Oberstadt;132;88;40;4;-;-
16069037;Reurieth;275;208;61;6;-;-
16069038;Römhild, Stadt;502;337;115;38;12;-
16069039;Sachsenbrunn;664;408;225;31;-;-
16069041;Schlechtsart;48;42;6;-;-;-
16069042;Schleusegrund;983;651;270;56;6;-
16069043;Schleusingen, Stadt;1399;853;318;171;57;-
16069044;Schmeheim;108;86;22;-;-;-
16069046;Schweickershausen;46;29;10;7;-;-
16069047;St.Bernhard;86;71;9;6;-;-
16069048;St.Kilian;915;581;264;67;3;-
16069049;Straufhain;835;609;176;44;3;3
16069051;Themar, Stadt;769;448;191;114;13;3
16069052;Ummerstadt, Stadt;161;101;47;13;-;-
16069053;Veilsdorf;826;568;194;51;7;6
16069055;Westenfeld;112;81;31;-;-;-
16069056;Westhausen;166;126;37;3;-;-
16069058;Auengrund;878;577;240;43;18;-
16069059;Nahetal-Waldau;939;573;295;71;-;-
16069061;Masserberg;969;637;277;48;7;-
16069062;Römhild, Stadt;-;-;-;-;-;-
16070001;Alkersleben;116;80;30;6;-;-
16070002;Altenfeld;364;227;115;22;-;-
16070003;Angelroda;147;101;43;3;-;-
16070004;Arnstadt, Stadt;4113;2194;414;772;678;55
16070005;Böhlen;206;124;70;12;-;-
16070006;Bösleben-Wüllersleben;198;151;40;7;-;-
16070008;Dornheim;192;138;48;3;3;-
16070011;Elgersburg;325;172;103;44;6;-
16070012;Elleben;311;259;46;6;-;-
16070013;Elxleben;199;171;28;-;-;-
16070014;Frankenhain;286;203;80;0;3;-
16070015;Frauenwald;340;198;109;33;-;-
16070016;Friedersdorf;80;71;9;-;-;-
16070017;Gehlberg;222;154;56;12;-;-
16070018;Gehren, Stadt;984;615;239;102;25;3
16070019;Geraberg;778;521;204;47;6;-
16070021;Geschwenda;640;347;227;62;4;-
16070022;Gillersdorf;102;61;38;3;-;-
16070023;Gossel;185;159;23;3;-;-
16070024;Gräfenroda;891;475;304;92;20;-
16070025;Großbreitenbach, Stadt;771;451;214;76;30;-
16070027;Herschdorf;315;212;96;7;-;-
16070028;Amt Wachsenburg;974;637;171;131;35;-
16070029;Ilmenau, Stadt;4374;2324;726;656;488;180
16070031;Kirchheim;401;323;63;15;-;-
16070032;Langewiesen, Stadt;1029;595;308;114;9;3
16070033;Liebenstein;143;99;38;6;-;-
16070034;Martinroda;275;178;67;30;-;-
16070035;Möhrenbach;246;157;80;9;-;-
16070037;Neusiß;62;32;24;6;-;-
16070038;Neustadt am Rennsteig;307;178;104;25;-;-
16070041;Osthausen-Wülfershausen;158;122;19;11;6;-
16070042;Pennewitz;195;140;49;6;-;-
16070043;Plaue, Stadt;621;436;144;31;10;-
16070044;Rockhausen;100;66;17;17;-;-
16070046;Schmiedefeld am Rennsteig;569;375;133;58;3;-
16070048;Stadtilm, Stadt;1062;621;192;133;102;14
16070049;Stützerbach;481;280;141;57;3;-
16070051;Wachsenburggemeinde;818;662;111;42;3;-
16070052;Wildenspring;78;52;23;3;-;-
16070053;Wipfratal;913;676;196;38;3;-
16070054;Witzleben;215;170;45;0;-;-
16070055;Wolfsberg;972;648;281;24;19;-
16070056;Ilmtal;1289;973;265;51;-;-
16071001;Apolda, Stadt;4724;2602;698;962;452;10
16071002;Auerstedt;174;140;34;-;-;-
16071003;Bad Berka, Stadt;1947;1416;245;186;97;3
16071004;Bad Sulza, Stadt;773;468;146;106;50;3
16071005;Ballstedt;95;67;28;-;-;-
16071006;Bechstedtstraß;97;84;10;3;-;-
16071007;Berlstedt;504;400;53;15;33;3
16071008;Blankenhain, Stadt;1884;1435;279;100;66;4
16071009;Buchfart;62;35;24;3;-;-
16071011;Buttelstedt, Stadt;428;331;66;27;4;-
16071012;Daasdorf a. Berge;95;58;33;4;-;-
16071013;Döbritschen;71;58;13;-;-;-
16071015;Eberstedt;65;45;20;-;-;-
16071017;Ettersburg;173;157;16;-;-;-
16071018;Flurstedt;90;77;9;4;-;-
16071019;Frankendorf;57;44;13;-;-;-
16071021;Gebstedt;105;68;28;9;-;-
16071022;Großheringen;203;136;49;18;-;-
16071023;Großobringen;264;218;32;14;-;-
16071025;Großschwabhausen;316;237;46;26;7;-
16071027;Hammerstedt;65;55;10;-;-;-
16071028;Heichelheim;98;69;22;7;-;-
16071031;Hetschburg;59;49;7;3;-;-
16071032;Hohenfelden;115;82;30;3;-;-
16071034;Hopfgarten;244;205;29;7;3;-
16071036;Isseroda;165;134;20;7;4;-
16071037;Kapellendorf;148;135;7;6;-;-
16071038;Kiliansroda;82;68;11;3;-;-
16071039;Kleinobringen;90;68;22;-;-;-
16071042;Kleinschwabhausen;69;58;11;-;-;-
16071043;Klettbach;394;313;57;18;6;-
16071044;Ködderitzsch;45;36;9;-;-;-
16071046;Kranichfeld, Stadt;1041;762;169;80;30;-
16071047;Krautheim;178;147;31;-;-;-
16071048;Kromsdorf;473;390;50;18;15;-
16071049;Lehnstedt;109;94;9;6;-;-
16071051;Leutenthal;82;58;24;-;-;-
16071052;Liebstedt;134;94;34;6;-;-
16071053;Magdala, Stadt;570;435;84;48;3;-
16071054;Mattstedt;165;134;31;-;-;-
16071055;Mechelroda;91;67;21;3;-;-
16071056;Mellingen;402;329;49;12;12;-
16071057;Mönchenholzhausen;511;393;92;14;6;6
16071059;Nauendorf;107;71;36;-;-;-
16071061;Neumark, Stadt;177;139;26;12;-;-
16071062;Niederreißen;69;51;14;4;-;-
16071063;Niederroßla;374;282;83;9;-;-
16071064;Niedertrebra;240;191;43;3;3;-
16071065;Niederzimmern;323;246;58;16;3;-
16071066;Nirmsdorf;41;28;13;-;-;-
16071067;Nohra;445;324;64;29;28;-
16071068;Oberreißen;54;47;7;-;-;-
16071069;Obertrebra;97;87;7;3;-;-
16071071;Oettern;40;34;6;-;-;-
16071072;Oßmannstedt;435;335;66;31;3;-
16071073;Ottstedt a. Berge;83;68;15;-;-;-
16071074;Pfiffelbach;180;144;22;3;11;-
16071076;Ramsla;107;85;10;12;-;-
16071077;Rannstedt;71;46;21;4;-;-
16071078;Reisdorf;97;77;11;6;-;3
16071079;Rittersdorf;84;76;8;-;-;-
16071081;Rohrbach;66;49;10;-;7;-
16071082;Sachsenhausen;139;116;20;3;-;-
16071083;Schmiedehausen;155;113;36;6;-;-
16071085;Schwerstedt;119;101;12;6;-;-
16071087;Tonndorf;202;145;46;3;8;-
16071088;Troistedt;68;65;3;-;-;-
16071089;Umpferstedt;167;135;20;9;3;-
16071092;Vippachedelhausen;208;175;33;-;-;-
16071093;Vollersroda;66;46;20;-;-;-
16071094;Wickerstedt;259;200;59;-;-;-
16071095;Wiegendorf;124;102;22;-;-;-
16071096;Willerstedt;93;75;15;3;-;-
16071097;Wohlsborn;147;118;22;7;-;-
16071099;Saaleplatte;896;673;155;52;16;-
16071101;Ilmtal-Weinstraße;-;-;-;-;-;-
