GENESIS-Tabelle: 12411-07-01-5-B
Durchschnittsalter der Bevölkerung;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;
;;;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung
;;;;männlich;weiblich
;;;Jahre;Jahre;Jahre
31.12.2015;09676124;Faulbach;44,9;43,4;46,4
31.12.2015;09676125;Großheubach, M;44,5;43,3;45,7
31.12.2015;09676126;Großwallstadt;43,1;42,3;44,0
31.12.2015;09676128;Hausen;43,1;42,2;44,0
31.12.2015;09676131;Kirchzell, M;46,4;45,5;47,2
31.12.2015;09676132;Kleinheubach, M;42,4;41,4;43,5
31.12.2015;09676133;Kleinwallstadt, M;44,2;42,9;45,5
31.12.2015;09676134;Klingenberg a.Main, St;44,4;43,5;45,4
31.12.2015;09676135;Laudenbach;43,1;42,1;44,1
31.12.2015;09676136;Leidersbach;42,8;42,0;43,6
31.12.2015;09676139;Miltenberg, St;45,5;43,9;47,0
31.12.2015;09676140;Mömlingen;43,9;43,0;44,8
31.12.2015;09676141;Mönchberg, M;44,3;43,6;45,1
31.12.2015;09676143;Neunkirchen;43,1;42,6;43,7
31.12.2015;09676144;Niedernberg;42,4;41,3;43,4
31.12.2015;09676145;Obernburg a.Main, St;44,7;44,0;45,5
31.12.2015;09676151;Röllbach;42,4;42,2;42,5
31.12.2015;09676153;Rüdenau;47,1;44,7;49,4
31.12.2015;09676156;Schneeberg, M;43,5;42,9;44,1
31.12.2015;09676158;Stadtprozelten, St;44,3;43,6;45,0
31.12.2015;09676160;Sulzbach a.Main, M;43,4;42,5;44,2
31.12.2015;09676165;Weilbach, M;45,6;44,4;46,9
31.12.2015;09676169;Wörth a.Main, St;44,4;43,5;45,2
31.12.2015;09676444;Gem.fr. Geb. Miltenberg;0,0;0,0;0,0
31.12.2015;09677114;Arnstein, St;44,5;43,2;45,9
31.12.2015;09677116;Aura i.Sinngrund;43,8;43,3;44,4
31.12.2015;09677119;Birkenfeld;43,5;42,8;44,3
31.12.2015;09677120;Bischbrunn;43,6;41,6;45,7
31.12.2015;09677122;Burgsinn, M;45,9;44,6;47,2
31.12.2015;09677125;Erlenbach b.Marktheidenfeld;44,8;44,2;45,4
31.12.2015;09677126;Esselbach;45,0;44,1;45,8
31.12.2015;09677127;Eußenheim;45,0;44,1;45,9
31.12.2015;09677128;Fellen;42,8;41,4;44,2
31.12.2015;09677129;Frammersbach, M;45,6;44,5;46,8
31.12.2015;09677131;Gemünden a.Main, St;46,5;45,0;48,0
31.12.2015;09677132;Gössenheim;45,4;44,5;46,4
31.12.2015;09677133;Gräfendorf;45,2;44,2;46,3
31.12.2015;09677135;Hafenlohr;46,1;44,8;47,4
31.12.2015;09677137;Hasloch;45,1;43,6;46,8
31.12.2015;09677142;Himmelstadt;45,7;45,3;46,2
31.12.2015;09677146;Karbach, M;42,4;42,2;42,6
31.12.2015;09677148;Karlstadt, St;44,9;44,1;45,7
31.12.2015;09677149;Karsbach;44,6;43,1;46,1
31.12.2015;09677151;Kreuzwertheim, M;46,8;45,6;47,9
31.12.2015;09677154;Triefenstein, M;43,2;43,0;43,4
31.12.2015;09677155;Lohr a.Main, St;46,4;44,7;47,9
31.12.2015;09677157;Marktheidenfeld, St;46,7;44,7;48,5
31.12.2015;09677159;Mittelsinn;46,3;45,4;47,2
31.12.2015;09677164;Neuendorf;47,0;46,4;47,5
31.12.2015;09677165;Neuhütten;45,4;44,4;46,4
31.12.2015;09677166;Neustadt a.Main;48,4;44,0;52,7
31.12.2015;09677169;Obersinn, M;48,2;45,9;50,6
31.12.2015;09677170;Partenstein;46,1;45,5;46,7
31.12.2015;09677172;Rechtenbach;45,3;44,5;46,0
31.12.2015;09677175;Retzstadt;43,7;43,2;44,1
31.12.2015;09677177;Rieneck, St;45,7;44,9;46,4
31.12.2015;09677178;Roden;43,8;42,8;44,7
31.12.2015;09677181;Rothenfels, St;45,4;44,4;46,5
31.12.2015;09677182;Schollbrunn;44,6;42,8;46,8
31.12.2015;09677186;Steinfeld;44,1;43,4;44,9
31.12.2015;09677189;Thüngen, M;44,8;43,3;46,3
31.12.2015;09677193;Urspringen;43,1;42,5;43,7
31.12.2015;09677200;Wiesthal;46,2;45,4;46,9
31.12.2015;09677203;Zellingen, M;45,1;44,1;46,1
31.12.2015;09677444;Gem.fr. Geb. Main-Spessart;0,0;0,0;0,0
31.12.2015;09678115;Bergrheinfeld;43,3;42,8;43,8
31.12.2015;09678122;Dingolshausen;42,3;41,6;43,0
31.12.2015;09678123;Dittelbrunn;46,4;45,3;47,6
31.12.2015;09678124;Donnersdorf;42,5;41,7;43,4
31.12.2015;09678128;Euerbach;45,1;44,0;46,1
31.12.2015;09678130;Frankenwinheim;41,8;41,5;42,2
31.12.2015;09678132;Geldersheim;41,9;40,2;43,7
31.12.2015;09678134;Gerolzhofen, St;45,0;43,1;46,8
31.12.2015;09678135;Gochsheim;45,2;44,0;46,4
31.12.2015;09678136;Grafenrheinfeld;45,0;43,1;46,9
31.12.2015;09678138;Grettstadt;42,4;41,3;43,6
31.12.2015;09678150;Kolitzheim;43,6;43,1;44,2
31.12.2015;09678153;Lülsfeld;43,6;42,3;45,0
31.12.2015;09678157;Michelau i.Steigerwald;45,0;45,0;45,1
31.12.2015;09678160;Niederwerrn;44,5;43,1;45,9
31.12.2015;09678164;Oberschwarzach, M;43,9;43,3;44,6
31.12.2015;09678168;Poppenhausen;43,8;43,0;44,7
31.12.2015;09678170;Röthlein;45,0;43,1;46,8
31.12.2015;09678174;Schonungen;45,4;45,0;45,9
31.12.2015;09678175;Schwanfeld;44,7;43,8;45,6
31.12.2015;09678176;Schwebheim;46,3;44,9;47,6
31.12.2015;09678178;Sennfeld;43,7;42,5;44,9
31.12.2015;09678181;Stadtlauringen, M;45,9;44,2;47,7
31.12.2015;09678183;Sulzheim;43,2;41,5;45,2
31.12.2015;09678186;Üchtelhausen;45,2;44,9;45,5
31.12.2015;09678190;Waigolshausen;44,3;43,7;45,0
31.12.2015;09678192;Wasserlosen;43,3;42,7;43,9
31.12.2015;09678193;Werneck, M;45,0;44,1;45,8
31.12.2015;09678196;Wipfeld;44,4;43,3;45,6
31.12.2015;09678444;Gem.fr. Geb. Schweinfurt;0,0;0,0;0,0
31.12.2015;09679114;Aub, St;45,1;42,5;47,8
31.12.2015;09679117;Bergtheim;41,9;41,4;42,4
31.12.2015;09679118;Bieberehren;44,7;44,0;45,4
31.12.2015;09679122;Bütthard, M;44,7;43,0;46,6
31.12.2015;09679124;Eibelstadt, St;45,1;44,2;46,0
31.12.2015;09679126;Eisingen;43,3;43,0;43,6
31.12.2015;09679128;Erlabrunn;42,6;41,8;43,4
31.12.2015;09679130;Estenfeld;44,1;43,2;45,0
31.12.2015;09679131;Frickenhausen a.Main, M;46,7;45,6;47,8
31.12.2015;09679134;Gaukönigshofen;42,4;41,3;43,6
31.12.2015;09679135;Gelchsheim, M;44,5;43,0;46,2
31.12.2015;09679136;Gerbrunn;43,0;41,2;44,6
31.12.2015;09679137;Geroldshausen;43,2;41,5;45,0
31.12.2015;09679138;Giebelstadt, M;42,1;40,8;43,5
31.12.2015;09679141;Greußenheim;43,9;43,4;44,4
31.12.2015;09679142;Güntersleben;42,2;41,8;42,6
31.12.2015;09679143;Hausen b.Würzburg;42,5;42,0;42,9
31.12.2015;09679144;Helmstadt, M;43,4;42,7;44,0
31.12.2015;09679146;Hettstadt;43,7;43,1;44,4
31.12.2015;09679147;Höchberg, M;46,1;45,0;47,0
31.12.2015;09679149;Holzkirchen;45,8;45,8;45,9
31.12.2015;09679153;Kirchheim;44,6;43,9;45,4
31.12.2015;09679154;Kist;43,9;43,3;44,4
31.12.2015;09679155;Kleinrinderfeld;44,6;43,4;45,9
31.12.2015;09679156;Kürnach;41,3;40,2;42,4
31.12.2015;09679161;Margetshöchheim;47,6;46,4;48,8
31.12.2015;09679164;Neubrunn, M;45,2;44,5;45,9
31.12.2015;09679165;Altertheim;44,2;44,4;44,1
31.12.2015;09679167;Eisenheim, M;43,4;42,1;44,8
31.12.2015;09679169;Oberpleichfeld;42,5;41,7;43,4
31.12.2015;09679170;Ochsenfurt, St;45,4;44,2;46,6
31.12.2015;09679174;Prosselsheim;42,8;41,8;43,9
31.12.2015;09679175;Randersacker, M;45,7;44,6;46,8
31.12.2015;09679176;Reichenberg, M;44,5;44,1;44,8
31.12.2015;09679177;Remlingen, M;45,8;45,8;45,8
31.12.2015;09679179;Riedenheim;44,6;43,5;45,9
31.12.2015;09679180;Rimpar, M;44,6;43,5;45,7
31.12.2015;09679182;Röttingen, St;48,5;46,2;50,6
31.12.2015;09679185;Rottendorf;43,8;42,8;44,7
31.12.2015;09679187;Sommerhausen, M;44,9;44,4;45,3
31.12.2015;09679188;Sonderhofen;41,9;40,9;43,1
31.12.2015;09679192;Tauberrettersheim;42,7;43,1;42,4
31.12.2015;09679193;Theilheim;43,4;42,8;43,9
31.12.2015;09679194;Thüngersheim;44,6;43,6;45,5
31.12.2015;09679196;Uettingen;42,0;40,4;43,8
31.12.2015;09679200;Leinach;43,7;43,0;44,5
31.12.2015;09679201;Unterpleichfeld;42,1;41,0;43,3
31.12.2015;09679202;Veitshöchheim;45,6;44,2;46,9
31.12.2015;09679204;Waldbrunn;43,3;42,7;43,8
31.12.2015;09679205;Waldbüttelbrunn;44,2;43,4;45,0
31.12.2015;09679206;Winterhausen, M;45,1;43,6;46,5
31.12.2015;09679209;Zell a.Main, M;44,2;42,2;46,1
31.12.2015;09679444;Gem.fr. Geb. Würzburg;0,0;0,0;0,0
31.12.2015;09761000;Augsburg;42,8;41,3;44,3
31.12.2015;09762000;Kaufbeuren;44,9;43,1;46,5
31.12.2015;09763000;Kempten (Allgäu);44,1;42,4;45,7
31.12.2015;09764000;Memmingen;44,0;42,4;45,6
31.12.2015;09771111;Adelzhausen;40,8;39,7;42,0
31.12.2015;09771112;Affing;41,9;41,0;42,8
31.12.2015;09771113;Aichach, St;43,0;41,8;44,1
31.12.2015;09771114;Aindling, M;43,0;42,1;43,9
31.12.2015;09771122;Dasing;42,3;41,3;43,4
31.12.2015;09771129;Eurasburg;42,0;41,2;43,0
31.12.2015;09771130;Friedberg, St;45,3;44,3;46,3
31.12.2015;09771140;Hollenbach;42,3;40,8;44,0
31.12.2015;09771141;Inchenhofen, M;40,2;39,2;41,2
31.12.2015;09771142;Kissing;43,5;42,6;44,4
31.12.2015;09771144;Kühbach, M;41,8;41,0;42,6
31.12.2015;09771145;Merching;41,3;40,9;41,6
31.12.2015;09771146;Mering, M;42,9;41,6;44,1
31.12.2015;09771149;Obergriesbach;43,5;42,7;44,2
31.12.2015;09771155;Petersdorf;43,3;42,1;44,7
31.12.2015;09771156;Pöttmes, M;41,9;40,9;42,8
31.12.2015;09771158;Rehling;41,1;40,8;41,3
31.12.2015;09771160;Ried;41,3;40,9;41,7
31.12.2015;09771162;Schiltberg;41,7;41,3;42,2
31.12.2015;09771163;Schmiechen;39,8;39,8;39,9
31.12.2015;09771165;Sielenbach;40,1;39,4;40,8
31.12.2015;09771168;Steindorf;44,6;43,4;45,9
31.12.2015;09771169;Todtenweis;43,0;42,8;43,2
31.12.2015;09771176;Baar (Schwaben);41,7;40,4;42,9
31.12.2015;09772111;Adelsried;43,8;42,7;44,9
31.12.2015;09772114;Allmannshofen;43,0;41,8;44,5
31.12.2015;09772115;Altenmünster;43,0;42,7;43,3
31.12.2015;09772117;Aystetten;45,4;44,5;46,2
31.12.2015;09772121;Biberbach, M;43,4;42,6;44,2
31.12.2015;09772125;Bobingen, St;43,8;42,5;45,1
31.12.2015;09772126;Bonstetten;44,0;43,7;44,2
31.12.2015;09772130;Diedorf, M;45,3;43,9;46,7
31.12.2015;09772131;Dinkelscherben, M;43,7;42,6;44,9
31.12.2015;09772134;Ehingen;41,6;42,4;40,8
31.12.2015;09772136;Ellgau;40,2;40,2;40,2
31.12.2015;09772137;Emersacker;42,4;41,3;43,6
31.12.2015;09772141;Fischach, M;42,9;41,8;44,1
31.12.2015;09772145;Gablingen;44,2;43,3;45,1
31.12.2015;09772147;Gersthofen, St;43,1;41,7;44,5
31.12.2015;09772148;Gessertshausen;44,8;43,7;46,0
31.12.2015;09772149;Graben;40,4;40,2;40,6
31.12.2015;09772151;Großaitingen;43,3;42,4;44,2
31.12.2015;09772156;Heretsried;45,0;44,3;45,7
31.12.2015;09772157;Hiltenfingen;43,0;42,7;43,3
31.12.2015;09772159;Horgau;43,3;42,0;44,6
31.12.2015;09772160;Kleinaitingen;40,9;40,8;40,9
31.12.2015;09772162;Klosterlechfeld;43,3;42,6;44,0
31.12.2015;09772163;Königsbrunn, St;43,9;42,4;45,4
31.12.2015;09772166;Kühlenthal;43,1;42,0;44,2
31.12.2015;09772167;Kutzenhausen;42,1;41,5;42,6
31.12.2015;09772168;Langenneufnach;42,3;41,3;43,3
31.12.2015;09772170;Langerringen;42,2;40,8;43,7
31.12.2015;09772171;Langweid a.Lech;42,0;40,9;43,3
31.12.2015;09772177;Meitingen, M;43,6;41,9;45,4
31.12.2015;09772178;Mickhausen;41,8;41,9;41,8
31.12.2015;09772179;Mittelneufnach;41,9;40,9;43,0
31.12.2015;09772184;Neusäß, St;46,1;44,5;47,6
31.12.2015;09772185;Nordendorf;43,3;42,5;44,1
31.12.2015;09772186;Oberottmarshausen;41,0;39,9;42,0
31.12.2015;09772197;Scherstetten;44,1;43,3;44,9
31.12.2015;09772200;Schwabmünchen, St;43,2;41,8;44,7
31.12.2015;09772202;Stadtbergen, St;44,9;43,2;46,5
31.12.2015;09772207;Thierhaupten, M;41,2;40,7;41,7
31.12.2015;09772209;Untermeitingen;41,8;41,2;42,5
31.12.2015;09772211;Ustersbach;41,3;40,6;41,9
31.12.2015;09772214;Walkertshofen;41,1;40,2;42,1
31.12.2015;09772215;Wehringen;43,4;42,2;44,6
31.12.2015;09772216;Welden, M;43,8;43,0;44,6
31.12.2015;09772217;Westendorf;41,9;41,4;42,5
31.12.2015;09772223;Zusmarshausen, M;43,2;42,1;44,3
31.12.2015;09772444;Gem.fr. Geb. Augsburg;0,0;0,0;0,0
31.12.2015;09773111;Aislingen, M;43,2;42,3;44,1
31.12.2015;09773112;Bachhagel;44,4;43,3;45,5
31.12.2015;09773113;Bächingen a.d.Brenz;44,3;43,9;44,7
31.12.2015;09773116;Binswangen;43,1;42,4;43,9
31.12.2015;09773117;Bissingen, M;43,4;42,5;44,3
31.12.2015;09773119;Blindheim;43,7;44,0;43,3
31.12.2015;09773122;Buttenwiesen;41,5;40,2;42,8
31.12.2015;09773125;Dillingen a.d.Donau, GKSt;43,7;41,8;45,5
31.12.2015;09773133;Glött;44,9;42,5;47,3
31.12.2015;09773136;Gundelfingen a.d.Donau, St;43,1;41,8;44,4
31.12.2015;09773137;Haunsheim;43,8;42,8;44,9
31.12.2015;09773139;Höchstädt a.d.Donau, St;43,2;41,8;44,6
31.12.2015;09773140;Holzheim;42,7;42,6;42,8
31.12.2015;09773143;Laugna;42,6;42,3;42,9
31.12.2015;09773144;Lauingen (Donau), St;44,0;42,5;45,5
31.12.2015;09773146;Lutzingen;42,5;42,4;42,6
31.12.2015;09773147;Mödingen;44,2;42,4;45,9
31.12.2015;09773150;Finningen;42,2;41,7;42,7
31.12.2015;09773153;Medlingen;42,2;41,8;42,7
31.12.2015;09773164;Schwenningen;43,7;42,8;44,6
31.12.2015;09773170;Syrgenstein;43,9;43,3;44,5
31.12.2015;09773179;Villenbach;41,7;41,3;42,0
31.12.2015;09773182;Wertingen, St;43,2;42,1;44,2
31.12.2015;09773183;Wittislingen, M;43,9;42,6;45,3
31.12.2015;09773186;Ziertheim;45,4;43,9;46,9
31.12.2015;09773187;Zöschingen;44,4;43,4;45,3
31.12.2015;09773188;Zusamaltheim;41,4;40,1;42,9
31.12.2015;09774111;Aletshausen;43,5;41,9;45,3
31.12.2015;09774115;Balzhausen;41,2;40,3;42,1
31.12.2015;09774116;Ursberg;45,7;44,6;46,8
31.12.2015;09774117;Breitenthal;42,4;42,8;42,0
31.12.2015;09774118;Bubesheim;41,1;40,7;41,5
31.12.2015;09774119;Bibertal;42,7;42,0;43,4
31.12.2015;09774121;Burgau, St;43,2;42,1;44,4
31.12.2015;09774122;Burtenbach, M;43,2;42,4;44,2
31.12.2015;09774124;Deisenhausen;42,8;42,2;43,4
31.12.2015;09774127;Dürrlauingen;41,1;39,2;43,4
31.12.2015;09774129;Ebershausen;42,4;40,7;44,3
31.12.2015;09774133;Ellzee;42,3;40,7;43,9
31.12.2015;09774135;Günzburg, GKSt;44,0;42,3;45,6
31.12.2015;09774136;Gundremmingen;43,6;43,5;43,7
31.12.2015;09774140;Haldenwang;41,7;40,8;42,7
31.12.2015;09774143;Ichenhausen, St;42,5;41,2;43,9
31.12.2015;09774144;Jettingen-Scheppach, M;42,6;41,5;43,7
31.12.2015;09774145;Kammeltal;42,9;41,5;44,4
31.12.2015;09774148;Kötz;42,9;41,6;44,3
31.12.2015;09774150;Krumbach (Schwaben), St;44,3;42,7;45,8
31.12.2015;09774151;Landensberg;42,1;41,4;42,8
31.12.2015;09774155;Leipheim, St;41,4;40,7;42,2
31.12.2015;09774160;Münsterhausen, M;41,5;40,3;42,8
31.12.2015;09774162;Neuburg a.d.Kammel, M;42,6;41,9;43,4
31.12.2015;09774166;Aichen;43,3;43,5;43,2
31.12.2015;09774171;Offingen, M;42,5;41,2;43,9
31.12.2015;09774174;Rettenbach;42,3;42,9;41,6
31.12.2015;09774178;Röfingen;44,3;43,6;45,2
31.12.2015;09774185;Thannhausen, St;43,3;41,8;44,8
31.12.2015;09774189;Wiesenbach;42,1;40,5;43,7
31.12.2015;09774191;Waldstetten, M;42,1;41,1;43,3
31.12.2015;09774192;Waltenhausen;41,9;41,0;42,8
31.12.2015;09774196;Winterbach;42,2;42,1;42,2
31.12.2015;09774198;Ziemetshausen, M;41,9;40,8;43,0
31.12.2015;09774444;Gem.fr. Geb. Günzburg;0,0;0,0;0,0
31.12.2015;09775111;Altenstadt, M;42,7;41,6;44,0
31.12.2015;09775115;Bellenberg;45,0;44,6;45,3
31.12.2015;09775118;Buch, M;41,8;41,4;42,3
31.12.2015;09775126;Holzheim;43,3;43,0;43,5
31.12.2015;09775129;Illertissen, St;43,4;42,1;44,7
31.12.2015;09775132;Kellmünz a.d.Iller, M;43,1;41,9;44,3
31.12.2015;09775134;Nersingen;43,3;42,4;44,3
31.12.2015;09775135;Neu-Ulm, GKSt;42,3;40,8;43,7
31.12.2015;09775139;Elchingen;44,9;43,8;45,8
31.12.2015;09775141;Oberroth;39,6;39,2;40,1
31.12.2015;09775142;Osterberg;41,7;41,0;42,5
31.12.2015;09775143;Pfaffenhofen a.d.Roth, M;42,9;42,0;43,9
31.12.2015;09775149;Roggenburg;42,0;41,6;42,5
31.12.2015;09775152;Senden, St;44,6;43,3;45,8
31.12.2015;09775161;Unterroth;42,5;42,3;42,7
31.12.2015;09775162;Vöhringen, St;44,3;43,1;45,4
31.12.2015;09775164;Weißenhorn, St;43,3;42,1;44,5
31.12.2015;09775444;Gem.fr. Geb. Neu-Ulm;0,0;0,0;0,0
31.12.2015;09776111;Bodolz;46,2;45,1;47,2
31.12.2015;09776112;Gestratz;42,1;40,9;43,4
31.12.2015;09776113;Grünenbach;41,1;41,0;41,2
31.12.2015;09776114;Heimenkirch, M;43,0;41,4;44,5
31.12.2015;09776115;Hergensweiler;42,0;41,9;42,0
31.12.2015;09776116;Lindau (Bodensee), GKSt;46,0;44,1;47,7
31.12.2015;09776117;Lindenberg i.Allgäu, St;44,5;42,8;46,1
31.12.2015;09776118;Maierhöfen;43,7;42,5;45,1
31.12.2015;09776120;Nonnenhorn;47,2;45,9;48,5
31.12.2015;09776121;Oberreute;44,6;44,2;45,0
31.12.2015;09776122;Opfenbach;42,8;40,8;44,8
31.12.2015;09776124;Röthenbach (Allgäu);42,7;41,6;43,9
31.12.2015;09776125;Scheidegg, M;45,6;44,9;46,2
31.12.2015;09776126;Sigmarszell;42,1;41,4;42,8
31.12.2015;09776127;Stiefenhofen;41,3;41,2;41,4
31.12.2015;09776128;Wasserburg (Bodensee);47,9;46,4;49,3
31.12.2015;09776129;Weiler-Simmerberg, M;43,0;42,5;43,5
31.12.2015;09776130;Weißensberg;44,0;43,5;44,5
31.12.2015;09776131;Hergatz;43,1;42,4;43,8
31.12.2015;09777111;Aitrang;43,0;41,5;44,6
31.12.2015;09777112;Biessenhofen;44,8;44,8;44,9
31.12.2015;09777114;Baisweil;43,3;42,8;43,7
31.12.2015;09777118;Bidingen;41,7;41,4;42,1
31.12.2015;09777121;Buchloe, St;42,9;41,8;44,0
31.12.2015;09777124;Eggenthal;41,4;40,4;42,5
31.12.2015;09777125;Eisenberg;42,4;41,4;43,6
31.12.2015;09777128;Friesenried;42,8;42,6;43,1
31.12.2015;09777129;Füssen, St;45,8;43,7;47,8
31.12.2015;09777130;Germaringen;42,4;41,5;43,3
31.12.2015;09777131;Görisried;41,1;41,0;41,2
31.12.2015;09777135;Hopferau;41,3;41,1;41,5
31.12.2015;09777138;Günzach;41,3;40,9;41,8
31.12.2015;09777139;Irsee, M;44,0;44,0;44,0
31.12.2015;09777140;Jengen;42,0;41,6;42,4
31.12.2015;09777141;Kaltental, M;43,0;42,4;43,7
31.12.2015;09777144;Kraftisried;41,3;40,6;42,0
31.12.2015;09777145;Lamerdingen;41,7;41,9;41,5
31.12.2015;09777147;Lechbruck am See;45,6;43,6;47,6
31.12.2015;09777149;Lengenwang;41,2;40,1;42,5
31.12.2015;09777151;Marktoberdorf, St;44,0;42,5;45,4
31.12.2015;09777152;Mauerstetten;43,6;42,8;44,5
31.12.2015;09777153;Nesselwang, M;44,8;43,2;46,2
31.12.2015;09777154;Obergünzburg, M;43,9;42,8;45,0
31.12.2015;09777155;Oberostendorf;42,9;42,3;43,5
31.12.2015;09777157;Osterzell;43,0;42,8;43,2
31.12.2015;09777158;Pforzen;41,6;40,6;42,6
31.12.2015;09777159;Pfronten;44,9;43,6;46,1
31.12.2015;09777163;Rieden am Forggensee;44,3;44,2;44,4
31.12.2015;09777164;Rieden;43,2;42,6;43,7
31.12.2015;09777165;Ronsberg, M;43,7;41,9;45,7
31.12.2015;09777166;Roßhaupten;43,2;42,7;43,7
31.12.2015;09777167;Ruderatshofen;43,0;42,1;44,1
31.12.2015;09777168;Rückholz;42,6;42,6;42,7
31.12.2015;09777169;Schwangau;45,9;44,7;46,9
31.12.2015;09777170;Seeg;41,9;40,5;43,2
31.12.2015;09777171;Stötten a.Auerberg;42,4;42,3;42,6
31.12.2015;09777172;Stöttwang;42,8;42,7;42,9
31.12.2015;09777173;Halblech;45,2;44,5;46,0
31.12.2015;09777175;Unterthingau, M;41,9;41,4;42,4
31.12.2015;09777176;Untrasried;41,7;40,5;43,0
31.12.2015;09777177;Waal, M;43,9;42,7;45,1
31.12.2015;09777179;Wald;40,8;39,6;42,2
31.12.2015;09777182;Westendorf;42,7;42,1;43,4
31.12.2015;09777183;Rettenbach a.Auerberg;41,3;41,1;41,6
31.12.2015;09778111;Amberg;42,1;41,7;42,4
31.12.2015;09778113;Apfeltrach;42,2;41,6;42,8
31.12.2015;09778115;Babenhausen, M;42,6;41,1;44,1
31.12.2015;09778116;Bad Wörishofen, St;49,9;46,9;52,7
31.12.2015;09778118;Benningen;43,7;43,6;43,8
31.12.2015;09778119;Böhen;42,1;40,6;43,8
31.12.2015;09778120;Boos;42,5;42,3;42,6
31.12.2015;09778121;Breitenbrunn;43,2;42,5;43,9
31.12.2015;09778123;Buxheim;44,6;43,0;46,3
31.12.2015;09778127;Dirlewang, M;42,0;41,3;42,8
31.12.2015;09778130;Egg a.d.Günz;41,2;39,7;43,0
31.12.2015;09778134;Eppishausen;43,0;42,6;43,4
31.12.2015;09778136;Erkheim, M;42,6;42,1;43,0
31.12.2015;09778137;Ettringen;42,0;40,5;43,7
31.12.2015;09778139;Fellheim;44,4;43,9;44,9
31.12.2015;09778144;Bad Grönenbach, M;43,5;42,2;44,7
31.12.2015;09778149;Hawangen;40,9;40,9;40,8
31.12.2015;09778150;Heimertingen;42,0;41,8;42,1
31.12.2015;09778151;Holzgünz;41,9;42,3;41,6
31.12.2015;09778157;Kirchhaslach;40,7;40,0;41,5
31.12.2015;09778158;Kirchheim i.Schw., M;43,5;42,6;44,3
31.12.2015;09778161;Kronburg;42,9;43,1;42,7
31.12.2015;09778162;Lachen;41,8;41,1;42,5
31.12.2015;09778163;Lauben;42,8;42,1;43,4
31.12.2015;09778164;Lautrach;45,7;44,3;47,1
31.12.2015;09778165;Legau, M;42,9;41,6;44,4
31.12.2015;09778168;Markt Rettenbach, M;42,3;40,9;43,8
31.12.2015;09778169;Markt Wald, M;43,9;43,4;44,5
31.12.2015;09778171;Memmingerberg;42,0;40,8;43,2
31.12.2015;09778173;Mindelheim, St;43,2;41,8;44,5
31.12.2015;09778177;Niederrieden;41,9;41,6;42,3
31.12.2015;09778180;Kammlach;42,8;42,1;43,6
31.12.2015;09778183;Oberrieden;42,0;40,5;43,7
31.12.2015;09778184;Oberschönegg;41,4;39,9;43,1
31.12.2015;09778186;Ottobeuren, M;45,4;43,8;46,9
31.12.2015;09778187;Pfaffenhausen, M;42,9;42,1;43,7
31.12.2015;09778188;Pleß;41,6;39,8;43,5
31.12.2015;09778190;Salgen;40,8;40,8;40,7
31.12.2015;09778196;Sontheim;41,4;40,6;42,2
31.12.2015;09778199;Stetten;41,9;41,5;42,3
31.12.2015;09778202;Trunkelsberg;46,2;45,5;46,8
31.12.2015;09778203;Türkheim, M;44,1;42,5;45,8
31.12.2015;09778204;Tussenhausen, M;42,1;41,1;43,2
31.12.2015;09778205;Ungerhausen;42,7;42,8;42,5
31.12.2015;09778207;Unteregg;43,5;43,1;43,9
31.12.2015;09778209;Rammingen;42,1;42,0;42,1
31.12.2015;09778214;Westerheim;40,8;40,0;41,6
31.12.2015;09778216;Wiedergeltingen;43,5;43,3;43,6
31.12.2015;09778217;Winterrieden;41,6;40,3;43,2
31.12.2015;09778218;Wolfertschwenden;43,2;42,4;43,9
31.12.2015;09778219;Woringen;40,9;40,0;41,8
31.12.2015;09778221;Kettershausen;42,4;40,9;44,0
31.12.2015;09778444;Gem.fr. Geb. Unterallgäu;0,0;0,0;0,0
31.12.2015;09779111;Alerheim;42,8;42,5;43,1
31.12.2015;09779112;Amerdingen;43,2;41,6;44,7
31.12.2015;09779115;Asbach-Bäumenheim;42,1;41,1;43,2
31.12.2015;09779117;Auhausen;44,1;42,5;45,7
31.12.2015;09779126;Buchdorf;42,0;41,8;42,1
31.12.2015;09779129;Daiting;44,1;42,1;46,3
31.12.2015;09779130;Deiningen;41,2;40,4;42,0
31.12.2015;09779131;Donauwörth, GKSt;44,1;42,7;45,5
31.12.2015;09779136;Ederheim;42,5;41,6;43,4
31.12.2015;09779138;Ehingen a.Ries;41,7;42,3;41,1
31.12.2015;09779146;Forheim;43,7;43,9;43,4
31.12.2015;09779147;Fremdingen;43,0;42,5;43,5
31.12.2015;09779148;Fünfstetten;44,1;42,6;45,7
31.12.2015;09779149;Genderkingen;43,0;41,8;44,3
31.12.2015;09779154;Hainsfarth;44,8;43,8;45,8
31.12.2015;09779155;Harburg (Schwaben), St;44,9;43,4;46,5
31.12.2015;09779162;Hohenaltheim;46,7;45,0;48,6
31.12.2015;09779163;Holzheim;41,8;41,7;42,0
31.12.2015;09779167;Huisheim;43,8;43,8;43,8
31.12.2015;09779169;Kaisheim, M;43,1;42,1;44,5
31.12.2015;09779176;Maihingen;40,7;39,2;42,5
31.12.2015;09779177;Marktoffingen;42,3;41,5;43,1
