GENESIS-Tabelle: 71517-02-03-5-B
Bruttoausgaben der Gemeinden - Jahressumme -;;;;;;;;;
regionale Ebenen;;;;;;;;;
Vierteljährliche Kassenergebnisse, Sektor Kommunen;;;;;;;;;
2014;;;;;;;;;
;;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Bruttoausgaben der Gemeinden;Nettoausgaben der Gemeinden
;;;Bruttoausgaben d. Verwaltungshaushalts (Gemeinden);Bruttoausgaben d. Verwaltungshaushalts (Gemeinden);Bruttoausgaben d. Verwaltungshaushalts (Gemeinden);Bruttoausgaben d. Vermögenshaushalts (Gemeinden);Bruttoausgaben d. Vermögenshaushalts (Gemeinden);Bruttoausgaben d. Vermögenshaushalts (Gemeinden);
;;;Ausgaben des Verwaltungshaushalts, insgesamt;Personalausgaben;laufender Sachaufwand;Ausgaben des Vermögenshaushalts, insgesamt;Tilgung v.Krediten,Rückzahlungen v.inneren Darleh.;Ausgaben für Sachinvestitionen;
;;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR
0714103077;Laurenburg;286032;261318;24674;47133;24714;4512;18132;163487
0714103124;Scheidt;536363;530021;25077;137644;6342;0;5915;484086
0714103130;Steinsberg;243286;242095;15896;64363;1191;0;867;196704
0714103133;Wasenbach;484111;290437;16580;50705;193674;7381;185945;301602
0714103503;Balduinstein;480694;459682;26388;81613;21012;10415;6001;379643
0714104;Hahnstätten, Verbandsgem.;15894822;13985746;3075072;3001646;1909076;948582;949824;9128830
0714104020;Burgschwalbach;1186723;1006382;95081;188232;180341;117172;60249;951651
0714104043;Flacht;976571;941299;46317;132858;35272;13364;21810;638701
0714104051;Hahnstätten;3611743;3051577;277682;631924;560166;103062;457104;3034986
0714104065;Kaltenholzhausen;790329;740851;198579;140383;49478;32252;14667;552593
0714104081;Lohrheim;743178;537754;35221;125081;205424;166825;37193;661849
0714104089;Mudershausen;452445;358569;14790;69314;93876;1371;90956;338067
0714104093;Netzbach;304032;303871;16952;31270;161;0;0;193756
0714104095;Niederneisen;1352627;1306429;33374;196640;46198;26004;20029;1059900
0714104102;Oberneisen;776190;719780;40822;175289;56410;3262;51665;597241
0714104125;Schiesheim;326544;322682;13444;48477;3862;3533;0;309765
0714105;Katzenelnbogen, Verbandsgem.;17098520;14172802;4451281;2723419;2925718;303116;2421953;10045410
0714105001;Allendorf, Rhein-Lahn-Kreis;586565;580205;28434;71011;6360;0;6360;561510
0714105010;Berghausen;363124;259546;10975;45740;103578;11592;91986;281263
0714105011;Berndroth;748554;329585;24178;59833;418969;5396;413573;610107
0714105013;Biebrich;326858;286917;24581;53566;39941;0;39941;249259
0714105018;Bremberg;271912;249533;18444;63932;22379;6737;15642;202522
0714105032;Dörsdorf;577632;381306;18825;93018;196326;4050;192276;432807
0714105034;Ebertshausen;127857;102668;6530;18464;25189;0;25189;86481
0714105036;Eisighofen;276510;238492;12110;57596;38018;2337;35681;215781
0714105039;Ergeshausen;305716;127159;8520;33674;178557;0;178557;213665
0714105050;Gutenacker;315598;289004;16596;51761;26594;863;3731;292422
0714105054;Herold;354158;324516;20387;46993;29642;0;29642;264185
0714105068;Katzenelnbogen;2889488;2075719;237056;357102;813769;21396;642373;2587067
0714105073;Klingelbach;738445;594493;37710;117696;143952;27571;89749;609636
0714105074;Kördorf;539587;438811;22278;91379;100776;21935;76824;481069
0714105088;Mittelfischbach;107899;105900;5689;26236;1999;1449;550;100199
0714105096;Niedertiefenbach;198421;197415;8132;52019;1006;0;1006;122118
0714105101;Oberfischbach;136252;130807;9594;21291;5445;1415;4030;100312
0714105113;Reckenroth;227959;185264;12805;36825;42695;0;42695;211714
0714105117;Rettert;442941;387864;13839;97903;55077;26070;29007;368492
0714105118;Roth, Rhein-Lahn-Kreis;172927;167141;8128;36997;5786;5786;0;114383
0714105126;Schönborn, Rhein-Lahn-Kreis;938491;748556;37751;212948;189935;72842;117093;780181
0714106;Nassau, Verbandsgem.;23620757;21256813;6776109;3960341;2363944;1379263;906074;12355397
0714106003;Attenhausen;426918;381629;9807;85626;45289;10248;35041;349773
0714106026;Dessighofen;202536;191922;12928;37493;10614;0;10458;143068
0714106027;Dienethal;217143;206571;10133;38779;10572;9028;736;147077
0714106033;Dornholzhausen;316189;223959;12527;50537;92230;74096;17550;256730
0714106046;Geisig;356174;342967;18210;62797;13207;5451;1489;281220
0714106058;Hömberg;329672;329100;24975;67141;572;0;0;221153
0714106082;Lollschied;278547;235379;13792;69240;43168;22072;21096;254730
0714106087;Misselberg;76531;73080;5586;8287;3451;3451;0;55931
0714106091;Nassau;6285085;5732221;768355;907778;552864;350483;175217;5720997
0714106103;Obernhof;359865;330871;14525;75714;28994;22280;4432;241887
0714106106;Oberwies;207319;121854;9861;21766;85465;5999;79466;153120
0714106111;Pohl;435403;419736;56537;131832;15667;0;15667;361308
0714106127;Schweighausen;252869;250388;9503;79183;2481;2481;0;229859
0714106128;Seelbach b Nassau, Lahn;382367;372983;9450;93660;9384;0;7730;340940
0714106129;Singhofen;2325968;2249148;254715;561570;76820;0;76820;2198136
0714106132;Sulzbach, Rhein-Lahn-Kreis;213115;200009;7521;56615;13106;6491;6615;165722
0714106135;Weinähr;552594;415523;26629;96633;137071;94270;42801;453762
0714106139;Winden, Rhein-Lahn-Kreis;814609;725758;56918;175881;88851;59288;664;609175
0714106141;Zimmerschied;100223;100223;9563;18596;0;0;0;61504
0714107;Nastätten, Verbandsgem.;28524658;24907765;6004719;4918118;3616893;282485;3210635;18933119
0714107009;Berg, Taunus;325684;218335;11232;72041;107349;0;102504;298290
0714107012;Bettendorf;395056;269111;19694;58969;125945;8900;117045;354757
0714107015;Bogel;661695;614920;43896;123877;46775;0;46775;617777
0714107019;Buch, Taunus;605260;464290;29527;80041;140970;14743;126227;485326
0714107035;Ehr;50253;45803;4451;7270;4450;0;4450;46782
0714107037;Endlichhofen;196931;109863;8103;20046;87068;10400;76668;170084
0714107040;Eschbach b Nastätten;134673;128876;8656;27067;5797;1440;4357;115585
0714107047;Gemmerich;568533;568533;66972;168338;0;0;0;536179
0714107055;Himmighofen;277140;273678;42858;53468;3462;3462;0;231031
0714107060;Holzhausen an der Haide;2743738;2437528;102246;202307;306210;6001;291641;2635349
0714107063;Hunzel;206453;203135;12758;42084;3318;0;3318;177048
0714107067;Kasdorf;202095;192496;12267;37351;9599;1302;8297;160436
0714107070;Kehlbach;443831;151406;10626;33062;292425;0;292425;359320
0714107078;Lautert;411986;267145;6565;60167;144841;0;144841;404313
0714107080;Lipporn;320876;255533;10966;57583;65343;0;65343;232758
0714107084;Marienfels;235431;230479;13947;49030;4952;0;4952;171081
0714107085;Miehlen;2776090;2714763;184668;580177;61327;16000;45327;2708401
0714107092;Nastätten;5479293;4293549;678375;721621;1185744;47962;1077082;4606641
0714107094;Niederbachheim;234053;230758;13371;71936;3295;0;3295;195952
0714107097;Niederwallmenach;532417;362172;19964;76506;170245;0;152245;436900
0714107100;Oberbachheim;199597;182042;12142;48296;17555;2688;14867;163443
0714107104;Obertiefenbach;293214;284885;18621;51011;8329;0;8329;268372
0714107105;Oberwallmenach;188344;188344;9399;48166;0;0;0;159909
0714107107;Oelsberg;672375;436719;19685;83125;235656;0;230656;653529
0714107110;Hainau;168014;160188;9321;40351;7826;0;7826;128362
0714107116;Rettershain;367114;327461;18910;70102;39653;4883;34770;277038
0714107120;Ruppertshofen, Taunus;327830;288327;17957;59991;39503;0;26698;289598
0714107131;Strüth;268277;244520;15538;55135;23757;0;23757;226820
0714107134;Weidenbach, Taunus;109300;109300;6092;22051;0;0;0;80857
0714107137;Welterod;560720;429310;27879;94605;131410;0;129151;496544
0714107140;Winterwerb;220096;174473;7677;50424;45623;0;45623;135899
0714107502;Diethardt;242459;210339;14087;51253;32120;0;32120;214573
0714108;Loreley, Verbandsgem.;-;-;-;-;-;-;-;-
0714108004;Auel;-;-;-;-;-;-;-;-
0714108016;Bornich;-;-;-;-;-;-;-;-
0714108024;Dahlheim;-;-;-;-;-;-;-;-
0714108031;Dörscheid;-;-;-;-;-;-;-;-
0714108069;Kaub;-;-;-;-;-;-;-;-
0714108072;Kestert;-;-;-;-;-;-;-;-
0714108079;Lierschied;-;-;-;-;-;-;-;-
0714108083;Lykershausen;-;-;-;-;-;-;-;-
0714108099;Nochern;-;-;-;-;-;-;-;-
0714108109;Patersberg;-;-;-;-;-;-;-;-
0714108112;Prath;-;-;-;-;-;-;-;-
0714108114;Reichenberg, Rhein-Lahn-Kreis;-;-;-;-;-;-;-;-
0714108115;Reitzenhain;-;-;-;-;-;-;-;-
0714108121;Sankt Goarshausen;-;-;-;-;-;-;-;-
0714108122;Sauerthal;-;-;-;-;-;-;-;-
0714108136;Weisel;-;-;-;-;-;-;-;-
0714108138;Weyer;-;-;-;-;-;-;-;-
0714109;Loreley, Verbandsgem.;32343594;28541996;6541609;5755963;3801598;-199927;3053920;18172006
0714109004;Auel;238877;214094;9895;65850;24783;24762;0;165357
0714109016;Bornich;1039733;1000260;55461;211711;39473;37672;1713;905599
0714109023;Dachsenhausen;1169850;1132582;264981;183581;37268;11651;25617;911651
0714109024;Dahlheim;816426;798304;31818;166491;18122;12443;5679;697462
0714109031;Dörscheid;476981;441101;12850;107892;35880;0;34255;414561
0714109042;Filsen;699240;577633;14825;92541;121607;38385;68638;486250
0714109066;Kamp-Bornhofen;1631270;1493871;82337;240013;137399;25427;95428;1196683
0714109069;Kaub, Stadt;922263;1048012;109108;269040;-125749;-343274;159498;244051
0714109072;Kestert;666790;546616;29073;75830;120174;93791;26327;417179
0714109079;Lierschied;436763;405862;20460;50936;30901;4774;2567;337629
0714109083;Lykershausen;194415;187449;10754;24229;6966;2927;4039;140974
0714109099;Nochern;472171;440867;19962;55580;31304;17670;3746;314662
0714109108;Osterspai;1308963;1250444;41376;237235;58519;45383;12675;1027300
0714109109;Patersberg;513215;336908;15743;57242;176307;76358;99938;333471
0714109112;Prath;315511;302065;17798;45210;13446;9404;4023;259162
0714109114;Reichenberg;159068;155032;10069;15355;4036;1991;2039;86754
0714109115;Reitzenhain;337024;330279;14205;66085;6745;0;336;234131
0714109121;Sankt Goarshausen, Loreleystadt, Stadt;1802242;1576728;143838;368571;225514;-149018;342405;1055591
0714109122;Sauerthal;188517;187786;11311;64948;731;0;731;138061
0714109136;Weisel;1895069;1764496;427857;326419;130573;0;128073;1501811
0714109138;Weyer;468854;435958;21464;73259;32896;19444;3265;351899
0714109501;Braubach, Stadt;6146078;4506438;219048;591733;1639640;-248101;1687230;5658094
0714301;Bad Marienberg (Westerwald), Verbandsgem.;35104784;30647288;9771806;5731172;4457496;497616;3422780;21177261
0714301206;Bad Marienberg (Westerwald);10189144;9196168;2759496;1183362;992976;246215;663292;7638277
0714301211;Bölsberg;239595;214758;18111;54058;24837;0;10012;207694
0714301216;Dreisbach;650807;598790;32422;87123;52017;0;37196;627224
0714301222;Fehl-Ritzhausen;1103887;896285;320062;154521;207602;0;139853;720450
0714301227;Großseifen;471363;444968;35920;64285;26395;0;19993;372519
0714301231;Hahn bei Marienberg;347481;337378;31903;41364;10103;3532;0;177417
0714301234;Hardt, Westerwald;372937;318384;17744;68242;54553;0;25269;320886
0714301243;Hof;1695568;1371657;416887;279605;323911;11156;289865;1254091
0714301248;Kirburg;542706;465350;20184;109490;77356;0;61319;497713
0714301253;Langenbach bei Kirburg;899852;807817;51245;160019;92035;15004;33050;788655
0714301255;Lautzenbrücken;464462;403535;26452;134870;60927;0;48886;339118
0714301264;Mörlen;492317;475658;34111;115290;16659;0;1500;288082
0714301270;Neunkhausen;1056984;1015125;61612;175340;41859;2845;12506;1010947
0714301277;Nisterau;1042542;956724;351649;144245;85818;0;72856;585307
0714301279;Nistertal;1970856;1761434;573057;274169;209422;20646;161096;1412171
0714301280;Norken;1564054;1343448;451921;278717;220606;0;197032;1180698
0714301297;Stockhausen-Illfurth;471486;321048;27006;40606;150438;0;123347;344706
0714301300;Unnau;2258634;1983909;538330;296440;274725;89390;142788;1776589
0714302;Hachenburg, Verbandsgem.;45291528;38780698;10016750;7963475;6510830;714710;5687707;26932798
0714302202;Alpenrod;2150031;1846310;636471;341504;303721;6103;147618;1516180
0714302204;Astert;228362;221122;21754;48656;7240;3902;3338;159473
0714302205;Atzelgift;631014;615539;25157;127665;15475;4871;10604;602856
0714302212;Borod;471533;393585;19539;66220;77948;2739;74760;290020
0714302215;Dreifelden;266497;262030;14692;92082;4467;0;2619;213701
0714302223;Gehlert;691042;558721;34443;142717;132321;3445;127273;576853
0714302225;Giesenhausen;309782;299667;23319;63369;10115;0;2009;204465
0714302229;Hachenburg;11048008;9795585;1808702;1816585;1252423;215492;1210370;8894167
0714302235;Hattert;2542457;1716722;554503;229164;825735;0;811687;1990960
0714302236;Heimborn;274900;235704;15181;54091;39196;0;32350;217079
0714302240;Heuzert;147030;131066;16412;44804;15964;0;15964;110405
0714302241;Höchstenbach;804990;642256;34761;185137;162734;115705;42768;565728
0714302250;Kroppach;613225;576198;31947;142176;37027;16810;973;565855
0714302252;Kundert;249695;242648;20268;64170;7047;0;558;157764
0714302257;Limbach, Westerwald;509076;376416;33347;90580;132660;2539;130121;341223
0714302258;Linden, Westerwald;169951;169491;11827;59270;460;0;0;122382
0714302259;Lochum;321361;306292;19448;90381;15069;0;6069;241382
0714302260;Luckenbach;886147;832841;39158;105073;53306;0;53306;859703
0714302261;Marzhausen;229979;199554;13203;45205;30425;6325;24100;143888
0714302262;Merkelbach;400053;376201;26102;79870;23852;0;22629;287202
0714302265;Mörsbach;510639;422299;44034;91054;88340;11619;62097;359105
0714302267;Mudenbach;633138;592075;60323;101427;41063;0;37789;371079
0714302268;Mündersbach;1257384;1034614;227190;215813;222770;21512;201258;1067192
0714302269;Müschenbach;1060852;1018565;338043;115933;42287;0;42287;638632
0714302276;Nister;1159456;1088503;338686;223802;70953;7278;63675;684921
0714302287;Roßbach, Westerwald;870683;848427;214503;159389;22256;0;22256;495449
0714302294;Steinebach an der Wied;1353765;698732;64385;164260;655033;0;651531;924339
0714302296;Stein-Wingert;217568;199410;11994;54627;18158;0;13237;136665
0714302299;Streithausen;628874;427423;40660;91920;201451;9763;176885;505789
0714302301;Wahlrod;682221;681514;63935;117289;707;0;0;505844
0714302306;Welkenbach;160728;141088;11313;50124;19640;0;16202;135251
0714302310;Wied;664805;655236;220328;137634;9569;0;9388;343357
0714302313;Winkelbach;172980;164987;9689;22854;7993;0;7477;95885
0714303;Höhr-Grenzhausen, Verbandsgem.;24467995;21625319;5235436;3709706;2842676;666071;1922690;16527799
0714303030;Hilgert;1684070;1437475;125912;191799;246595;50828;146650;1533430
0714303031;Hillscheid;5080825;4940021;435621;841927;140804;33270;102058;4750453
0714303032;Höhr-Grenzhausen;11648412;9778256;1645884;1496801;1870156;252681;1424509;9713658
0714303040;Kammerforst, Westerwald;276726;197753;13985;40531;78973;0;72617;236299
0714304;Montabaur, Verbandsgem.;77911321;67597646;15769026;13655739;10313675;1713503;7742489;50017150
0714304005;Boden;813877;610901;61316;223791;202976;0;170305;766559
0714304008;Daubach, Westerwald;452946;417817;38259;100876;35129;0;21939;414035
0714304013;Eitelborn;2288799;1925287;154489;310623;363512;156336;173739;1991855
0714304020;Gackenbach;649454;545427;15237;166127;104027;0;95937;623726
0714304021;Girod;1280864;1246425;369925;214729;34439;0;18947;771684
0714304023;Görgeshausen;1034229;822629;52406;142586;211600;0;200367;897556
0714304024;Großholbach;804668;773934;46766;134974;30734;0;12319;644463
0714304026;Heilberscheid;642524;610530;35384;164743;31994;0;19901;538985
0714304027;Heiligenroth;3742526;3138019;554464;402985;604507;10316;575141;3004631
0714304033;Holler;1149641;1112851;275745;247873;36790;0;16000;898253
0714304034;Horbach, Westerwald;627205;613709;35381;155874;13496;0;5611;460206
0714304036;Hübingen;563279;497844;33160;149609;65435;34752;9939;394922
0714304039;Kadenbach;1371642;1122449;105354;205599;249193;0;249193;1190821
0714304048;Montabaur;26983614;23596872;3391331;3534487;3386742;753314;2126788;22829765
0714304051;Nentershausen, Westerwald;1838173;1763782;144947;196932;74391;0;74391;1515787
0714304052;Neuhäusel;2812344;2353188;698782;351346;459156;85500;341751;2092429
0714304053;Niederelbert;2606957;1916039;132297;416339;690918;1412;689506;2433651
0714304054;Niedererbach;1379855;1220426;301272;366815;159429;9476;148356;989207
0714304055;Nomborn;675194;574408;43564;116575;100786;0;91208;499138
0714304057;Oberelbert;1266185;968353;75282;228870;297832;0;285918;989984
0714304065;Ruppach-Goldhausen;1416464;1295400;115422;161618;121064;3331;93015;1321141
0714304071;Simmern;2278653;1537763;429912;209857;740890;29373;698400;1759714
0714304072;Stahlhofen;716368;682484;38208;155497;33884;0;23966;654988
0714304077;Untershausen;455505;441078;61898;79999;14427;2008;1625;426572
0714304079;Welschneudorf;1135287;847989;62867;222944;287298;6012;281286;1067033
0714305;Ransbach-Baumbach, Verbandsgem.;27076210;24132199;6473825;4458276;2944011;347352;2538257;16728111
0714305001;Alsbach;581250;556199;24029;131664;25051;0;24190;490214
0714305006;Breitenau, Westerwald;638130;628361;125845;97511;9769;0;3585;379103
0714305007;Caan;546252;544805;31103;70553;1447;505;0;439945
0714305009;Deesen;560623;528679;22761;76649;31944;0;25382;440094
0714305038;Hundsdorf;361019;361019;23726;55795;0;0;0;295100
0714305050;Nauort;1804518;1747886;132262;237360;56632;0;18775;1586013
0714305059;Oberhaid, Westerwald;324721;309490;20406;44387;15231;0;11521;223439
0714305062;Ransbach-Baumbach;12088967;10928147;1700165;1544514;1160820;133026;1027794;10599401
0714305068;Sessenbach;813718;476415;24167;87190;337303;415;336888;698187
0714305082;Wirscheid;282597;281972;23629;50986;625;0;0;253792
0714305084;Wittgert;598428;519989;34593;91308;78439;5793;70985;397063
0714306;Rennerod, Verbandsgem.;29198901;24706418;5844708;5668270;4492483;328928;4174094;17199593
0714306214;Bretthausen;193603;174308;9934;49289;19295;6121;14277;185923
0714306218;Elsoff (Westerwald);1071119;1033906;27251;223879;37213;0;37213;1004697
0714306237;Hellenhahn-Schellenberg;950076;902622;44665;186482;47454;2648;44806;581279
0714306244;Homberg, Westerwald;160037;160037;10601;45723;0;0;0;95322
0714306245;Hüblingen;237246;224924;17315;50061;12322;0;6322;143933
0714306246;Irmtraut;679839;629317;46136;121637;50522;54509;2286;432102
0714306256;Liebenscheid;663619;667574;30111;160968;-3955;0;962;420591
0714306271;Neunkirchen, Westerwald;921031;720828;19507;205677;200203;0;200203;899705
0714306272;Neustadt/Westerwald;461221;393624;19403;65709;67597;0;69687;298021
0714306274;Niederroßbach;524745;505697;21079;84371;19048;12334;9437;316260
0714306278;Nister-Möhrendorf;256046;237443;14401;54908;18603;2076;18274;243583
0714306282;Oberrod;568407;540657;38362;123346;27750;19751;7999;356057
0714306283;Oberroßbach;612385;478831;16140;93953;133554;0;135395;598933
0714306285;Rehe;1714881;1496691;72956;332946;218190;0;218190;1674619
0714306286;Rennerod;5827426;5196091;1053861;859383;631335;60925;563743;4197609
0714306291;Salzburg;211857;177359;7562;43039;34498;35852;0;145918
0714306292;Seck;1440675;1339150;517529;161780;101525;49373;52152;847896
0714306295;Stein-Neukirch;368032;365213;19958;101047;2819;0;5169;285934
0714306302;Waigandshain;280950;233657;8537;108505;47293;0;47293;186514
0714306303;Waldmühlen;417648;227061;11380;39124;190587;6959;183628;325340
0714306309;Westernohe;2158359;1492811;32630;156992;665548;0;665548;1889951
0714306311;Willingen;235988;237600;11403;66393;-1612;0;52;220019
0714306315;Zehnhausen bei Rennerod;275412;262481;16020;41262;12931;0;14277;190711
0714307;Selters (Westerwald), Verbandsgem.;32738329;25924545;5890735;5912921;6813784;1877437;4867949;22038453
0714307015;Ellenhausen;232169;231553;14328;49947;616;0;0;150970
0714307018;Freilingen;667672;581684;37225;133822;85988;700;82849;552364
0714307019;Freirachdorf;552256;547130;30447;137023;5126;0;5126;356570
0714307022;Goddert;310881;308388;10014;65067;2493;0;2493;187101
0714307025;Hartenfels;969407;942746;82559;208914;26661;10548;0;890806
0714307029;Herschbach;4935939;3196927;321554;961979;1739012;274531;1449840;4739205
0714307041;Krümmel;280005;263941;16711;52120;16064;0;14843;230986
0714307044;Marienrachdorf;1179387;795369;37215;158660;384018;14786;364533;1062868
0714307045;Maroth;337821;255029;14970;93750;82792;869;80771;251104
0714307046;Maxsain;1530725;1307110;422340;290700;223615;0;223615;1022232
0714307056;Nordhofen;592322;583178;29639;85952;9144;0;9144;547727
