GENESIS-Tabelle: 13111-08-02-5-B
Sozialversicherungspflichtig Beschäftigte am Arbeits- und;;;;;;
Wohnort sowie Ein- und Auspendler über Gemeindegrenzen;;;;;;
- Stichtag 30.06. - regionale Ebenen;;;;;;
Sozialversicherungspflichtig Beschäftigte;;;;;;
30.06.2015;;;;;;
;;Sozialversicherungspfl. Beschäftigte (Arbeitsort);Einpendler(innen) über Gemeindegrenze (Arbeitsort);Sozialversicherungspfl. Beschäftigte (Wohnort);Auspendler(innen) über Gemeindegrenzen (Wohnort);Pendlersaldo (über Gemeindegrenze)
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
08126045;Krautheim, Stadt;1582;975;2067;1459;-484
08126046;Künzelsau, Stadt;12631;10099;6281;3752;6347
08126047;Kupferzell;2579;1965;2785;2172;-207
08126056;Mulfingen;3500;2867;1656;1023;1844
08126058;Neuenstein, Stadt;2778;2107;2830;2164;-57
08126060;Niedernhall, Stadt;1481;1198;1781;1503;-305
08126066;Öhringen, Stadt;10392;6538;9956;6107;431
08126069;Pfedelbach;2201;1563;3755;3119;-1556
08126072;Schöntal;2004;1411;2447;1854;-443
08126085;Waldenburg, Stadt;3764;3438;1161;838;2600
08126086;Weißbach;1270;1093;935;759;334
08126094;Zweiflingen;293;211;669;587;-376
08127008;Blaufelden;2364;1618;2092;1349;269
08127009;Braunsbach;205;116;981;892;-776
08127012;Bühlertann;429;300;1359;1230;-930
08127013;Bühlerzell;339;197;816;674;-477
08127014;Crailsheim, Stadt;18511;10088;14177;5761;4327
08127023;Fichtenberg;637;476;1167;1006;-530
08127025;Gaildorf, Stadt;3190;1508;4941;3259;-1751
08127032;Gerabronn, Stadt;1203;705;1799;1301;-596
08127043;Ilshofen, Stadt;2962;2136;2678;1851;285
08127046;Kirchberg an der Jagst, Stadt;1409;909;1622;1123;-214
08127047;Langenburg, Stadt;390;253;636;499;-246
08127052;Mainhardt;1105;602;2338;1836;-1234
08127056;Michelbach an der Bilz;662;526;1304;1168;-642
08127059;Michelfeld;1161;997;1601;1437;-440
08127062;Oberrot;1484;1015;1412;946;69
08127063;Obersontheim;2682;2105;2148;1572;533
08127071;Rot am See;1238;854;2148;1764;-910
08127073;Satteldorf;2968;2624;2267;1923;701
08127075;Schrozberg, Stadt;1562;929;2251;1618;-689
08127076;Schwäbisch Hall, Stadt;24399;14789;15577;5976;8813
08127079;Sulzbach-Laufen;1401;930;1082;611;319
08127086;Untermünkheim;736;584;1235;1083;-499
08127089;Vellberg, Stadt;652;483;1748;1579;-1096
08127091;Wallhausen;345;196;1613;1465;-1269
08127099;Wolpertshausen;1118;923;897;703;220
08127100;Rosengarten;937;661;2173;1897;-1236
08127101;Kreßberg;579;386;1615;1422;-1036
08127102;Fichtenau;795;421;1777;1404;-983
08127103;Frankenhardt;478;255;2072;1849;-1594
08127104;Stimpfach;942;635;1372;1065;-430
08128006;Assamstadt;1399;1119;1001;721;398
08128007;Bad Mergentheim, Stadt;12022;7539;9104;4625;2914
08128014;Boxberg, Stadt;2256;1496;2758;1997;-501
08128020;Creglingen, Stadt;1457;865;1815;1223;-358
08128039;Freudenberg, Stadt;1573;1162;1517;1107;55
08128045;Großrinderfeld;514;313;1730;1529;-1216
08128047;Grünsfeld, Stadt;975;752;1505;1282;-530
08128058;Igersheim;2276;1837;2191;1752;85
08128061;Königheim;312;173;1243;1104;-931
08128064;Külsheim, Stadt;1026;619;2136;1730;-1111
08128082;Niederstetten, Stadt;1696;1049;1910;1263;-214
08128115;Tauberbischofsheim, Stadt;7883;5550;5115;2785;2765
08128126;Weikersheim, Stadt;1831;1095;2892;2156;-1061
08128128;Werbach;577;387;1340;1150;-763
08128131;Wertheim, Stadt;11463;6087;9277;3906;2181
08128137;Wittighausen;220;153;656;589;-436
08128138;Ahorn;270;201;893;824;-623
08128139;Lauda-Königshofen, Stadt;4265;2692;5559;3988;-1296
08135010;Dischingen;1431;929;1723;1220;-291
08135015;Gerstetten;2782;1517;4615;3353;-1836
08135016;Giengen an der Brenz, Stadt;7253;4596;7464;4809;-213
08135019;Heidenheim an der Brenz, Stadt;24756;14894;17832;7977;6917
08135020;Herbrechtingen, Stadt;4912;3536;5300;3925;-389
08135021;Hermaringen;558;484;804;730;-246
08135025;Königsbronn;1045;650;2722;2327;-1677
08135026;Nattheim;916;628;2480;2193;-1565
08135027;Niederstotzingen, Stadt;926;597;1922;1593;-996
08135031;Sontheim an der Brenz;1678;1154;2202;1679;-525
08135032;Steinheim am Albuch;2243;1579;3353;2691;-1112
08136002;Abtsgmünd;2490;1662;3159;2333;-671
08136003;Adelmannsfelden;193;112;653;572;-460
08136007;Bartholomä;330;168;846;684;-516
08136009;Böbingen an der Rems;651;498;1805;1652;-1154
08136010;Bopfingen, Stadt;3928;2324;4584;2981;-657
08136015;Durlangen;422;311;1152;1041;-730
08136018;Ellenberg;161;110;753;702;-592
08136019;Ellwangen (Jagst), Stadt;11753;6892;9289;4432;2460
08136020;Eschach;363;284;723;644;-360
08136021;Essingen;2385;1937;2666;2218;-281
08136024;Göggingen;262;200;1097;1036;-836
08136027;Gschwend;660;309;1936;1585;-1276
08136028;Heubach, Stadt;3111;2091;3990;2971;-880
08136029;Heuchlingen;164;98;749;683;-585
08136033;Hüttlingen;930;695;2431;2196;-1501
08136034;Iggingen;517;446;1107;1035;-589
08136035;Jagstzell;414;292;986;864;-572
08136037;Kirchheim am Ries;203;132;749;678;-546
08136038;Lauchheim, Stadt;1094;753;2011;1670;-917
08136040;Leinzell;184;128;811;755;-627
08136042;Lorch, Stadt;2895;1904;4318;3328;-1424
08136043;Mögglingen;677;465;1682;1471;-1006
08136044;Mutlangen;2698;2207;2632;2142;65
08136045;Neresheim, Stadt;1754;897;3335;2478;-1581
08136046;Neuler;593;406;1380;1193;-787
08136049;Obergröningen;5;.;155;.;.
08136050;Oberkochen, Stadt;8812;7513;3043;1747;5766
08136060;Rosenberg;989;747;1133;892;-145
08136061;Ruppertshofen;276;210;814;748;-538
08136062;Schechingen;254;173;1014;933;-760
08136065;Schwäbisch Gmünd, Stadt;29101;16544;22086;9545;6999
08136066;Spraitbach;368;238;1341;1211;-973
08136068;Stödtlen;288;190;791;693;-503
08136070;Täferrot;39;.;396;.;.
08136071;Tannhausen;375;232;706;563;-331
08136075;Unterschneidheim;783;429;1950;1596;-1167
08136079;Waldstetten;1454;1082;2698;2326;-1244
08136082;Westhausen;1763;1368;2522;2127;-759
08136084;Wört;1434;1232;617;415;817
08136087;Riesbürg;549;451;950;852;-401
08136088;Aalen, Stadt;33631;18940;25651;10970;7970
08136089;Rainau;349;249;1489;1389;-1140
08211000;Baden-Baden, Stadtkreis;28971;19160;19276;9477;9683
08212000;Karlsruhe, Stadtkreis;170835;99663;111095;39988;59675
08215007;Bretten, Stadt;13610;8831;11874;7108;1723
08215009;Bruchsal, Stadt;24372;17935;17095;10667;7268
08215017;Ettlingen, Stadt;20708;16381;14120;9799;6582
08215021;Forst;2095;1656;3076;2638;-982
08215025;Gondelsheim;446;336;1541;1431;-1095
08215029;Hambrücken;694;390;2345;2041;-1651
08215039;Kronau;1128;844;2404;2120;-1276
08215040;Kürnbach;426;325;895;794;-469
08215046;Malsch;4170;3056;5914;4799;-1743
08215047;Marxzell;553;344;1973;1764;-1420
08215059;Oberderdingen;4779;3424;4244;2892;532
08215064;Östringen, Stadt;2497;1566;5029;4098;-2532
08215066;Philippsburg, Stadt;4210;3029;5098;3918;-889
08215082;Sulzfeld;1029;715;1972;1658;-943
08215084;Ubstadt-Weiher;2111;1338;5317;4544;-3206
08215089;Walzbachtal;1660;1087;3904;3331;-2244
08215090;Weingarten (Baden);2544;1847;3909;3214;-1367
08215094;Zaisenhausen;601;507;728;634;-127
08215096;Karlsbad;6224;4491;6295;4565;-74
08215097;Kraichtal, Stadt;2739;1491;5999;4752;-3261
08215099;Graben-Neudorf;4100;3103;4692;3693;-590
08215100;Bad Schönborn;3087;2144;5100;4157;-2013
08215101;Pfinztal;3156;2050;6673;5568;-3518
08215102;Eggenstein-Leopoldshafen;11796;10429;6752;5390;5039
08215103;Karlsdorf-Neuthard;1773;1237;4082;3547;-2310
08215105;Linkenheim-Hochstetten;1334;749;4930;4344;-3595
08215106;Waghäusel, Stadt;7148;4627;8563;6043;-1416
08215107;Oberhausen-Rheinhausen;1348;830;3800;3284;-2454
08215108;Rheinstetten, Stadt;4823;3496;8244;6921;-3425
08215109;Stutensee, Stadt;5658;4192;9468;8006;-3814
08215110;Waldbronn;3144;2303;4752;3910;-1607
08215111;Dettenheim;1121;781;2633;2294;-1513
08216002;Au am Rhein;341;234;1369;1262;-1028
08216005;Bietigheim;1395;1132;2883;2621;-1489
08216006;Bischweier;386;322;1279;1215;-893
08216007;Bühl, Stadt;18864;13399;12122;6666;6733
08216008;Bühlertal;1384;974;3438;3029;-2055
08216009;Durmersheim;2018;1396;5104;4482;-3086
08216012;Elchesheim-Illingen;282;190;1313;1221;-1031
08216013;Forbach;543;218;1964;1640;-1422
08216015;Gaggenau, Stadt;11546;7244;11630;7326;-82
08216017;Gernsbach, Stadt;3469;2114;5629;4273;-2159
08216022;Hügelsheim;681;492;2314;2125;-1633
08216023;Iffezheim;1711;1325;2103;1718;-393
08216024;Kuppenheim, Stadt;1507;1124;3369;2986;-1862
08216028;Lichtenau, Stadt;1273;892;2142;1763;-871
08216029;Loffenau;180;99;1023;942;-843
08216033;Muggensturm;2189;1814;2556;2181;-367
08216039;Ötigheim;1185;1018;1899;1733;-715
08216041;Ottersweier;2357;1888;2620;2152;-264
08216043;Rastatt, Stadt;28998;20330;19364;10709;9621
08216049;Sinzheim;2935;2256;4699;4022;-1766
08216052;Steinmauern;412;272;1360;1222;-950
08216059;Weisenbach;470;359;1064;953;-594
08216063;Rheinmünster;2968;2419;3025;2478;-59
08221000;Heidelberg, Stadtkreis;87011;60433;47212;20659;39774
08222000;Mannheim, Stadtkreis;180236;109529;114818;44176;65353
08225001;Adelsheim, Stadt;1379;925;1815;1361;-436
08225002;Aglasterhausen;1043;707;1978;1642;-935
08225009;Billigheim;646;360;2505;2219;-1859
08225010;Binau;190;155;523;487;-332
08225014;Buchen (Odenwald), Stadt;6192;3221;6872;3901;-680
08225024;Fahrenbach;352;254;1051;953;-699
08225032;Hardheim;2922;1873;2686;1637;236
08225033;Haßmersheim;1423;1036;2000;1614;-578
08225039;Höpfingen;386;236;1295;1145;-909
08225042;Hüffenhardt;263;181;848;766;-585
08225052;Limbach;1042;629;1819;1406;-777
08225058;Mosbach, Stadt;14111;9645;8936;4477;5168
08225060;Mudau;950;469;2018;1536;-1067
08225064;Neckargerach;240;139;904;803;-664
08225067;Neckarzimmern;472;402;590;520;-118
08225068;Neunkirchen;283;191;763;671;-480
08225074;Obrigheim;1113;890;1914;1691;-801
08225075;Osterburken, Stadt;2667;1856;2615;1804;52
08225082;Rosenberg;800;620;806;627;-7
08225091;Seckach;645;376;1585;1316;-940
08225109;Walldürn, Stadt;3940;2290;4298;2648;-358
08225113;Zwingenberg;234;195;288;250;-55
08225114;Ravenstein, Stadt;332;196;1189;1053;-857
08225115;Schefflenz;380;210;1590;1421;-1211
08225116;Schwarzach;1294;1073;1234;1013;60
08225117;Elztal;910;586;2449;2126;-1540
08225118;Waldbrunn;847;524;1906;1582;-1058
08226003;Altlußheim;1243;946;2291;1994;-1048
08226006;Bammental;1180;881;2237;1938;-1057
08226009;Brühl;2280;1705;5464;4891;-3186
08226010;Dielheim;752;417;3581;3247;-2830
08226012;Dossenheim;1824;1357;4692;4225;-2868
08226013;Eberbach, Stadt;5480;3136;5327;2985;151
08226017;Epfenbach;309;216;999;906;-690
08226018;Eppelheim, Stadt;3955;3254;5987;5289;-2035
08226020;Eschelbronn;480;366;949;835;-469
08226022;Gaiberg;139;103;830;793;-690
08226027;Heddesbach;54;34;181;161;-127
08226028;Heddesheim;3815;3251;4502;3939;-688
08226029;Heiligkreuzsteinach;316;194;915;793;-599
08226031;Hemsbach, Stadt;1318;782;4680;4143;-3361
08226032;Hockenheim, Stadt;7391;5280;8573;6465;-1185
08226036;Ilvesheim;901;673;3587;3361;-2688
08226037;Ketsch;2653;1968;4737;4053;-2085
08226038;Ladenburg, Stadt;4949;3982;4200;3232;750
08226040;Laudenbach;832;618;2266;2053;-1435
08226041;Leimen, Stadt;4146;2917;10647;9414;-6497
08226046;Malsch;795;669;1491;1366;-697
08226048;Mauer;510;372;1537;1399;-1027
08226049;Meckesheim;2022;1673;2013;1665;8
08226054;Mühlhausen;1112;753;3492;3133;-2380
08226055;Neckarbischofsheim, Stadt;919;620;1555;1257;-637
08226056;Neckargemünd, Stadt;3570;2724;4577;3733;-1009
08226058;Neidenstein;452;391;715;654;-263
08226059;Neulußheim;660;477;2669;2486;-2009
08226060;Nußloch;2363;1926;4338;3900;-1974
08226062;Oftersheim;1098;745;4646;4293;-3548
08226063;Plankstadt;1121;831;3882;3593;-2762
08226065;Rauenberg, Stadt;967;670;3620;3324;-2654
08226066;Reichartshausen;363;216;888;741;-525
08226068;Reilingen;1261;833;3001;2572;-1739
08226076;Sandhausen;1735;1177;6013;5455;-4278
08226080;Schönau, Stadt;809;487;1637;1315;-828
08226081;Schönbrunn;173;86;1104;1017;-931
08226082;Schriesheim, Stadt;2578;1861;5467;4751;-2890
08226084;Schwetzingen, Stadt;7885;6421;8688;7229;-808
08226085;Sinsheim, Stadt;13541;7801;13625;7884;-83
08226086;Spechbach;129;79;649;599;-520
08226091;Waibstadt, Stadt;1584;1211;2169;1794;-583
08226095;Walldorf, Stadt;18637;16772;5790;3937;12835
08226096;Weinheim, Stadt;20263;14761;15885;10394;4367
08226097;Wiesenbach;414;327;1083;996;-669
08226098;Wiesloch, Stadt;16548;13748;10094;7298;6450
08226099;Wilhelmsfeld;640;509;1136;1005;-496
08226101;Zuzenhausen;718;608;848;739;-131
08226102;Angelbachtal;671;478;1946;1754;-1276
08226103;St. Leon-Rot;6820;5689;5600;4474;1215
08226104;Lobbach;454;329;920;795;-466
08226105;Edingen-Neckarhausen;2516;1870;5189;4546;-2676
08226106;Helmstadt-Bargen;559;377;1472;1289;-912
08226107;Hirschberg an der Bergstraße;3353;2954;3501;3103;-149
08231000;Pforzheim, Stadtkreis;56102;29731;45916;19567;10164
08235006;Altensteig, Stadt;3413;2162;4137;2887;-725
08235007;Althengstett;1896;1429;3282;2815;-1386
08235008;Bad Liebenzell, Stadt;1934;1123;3492;2681;-1558
08235018;Dobel;459;305;779;625;-320
08235020;Ebhausen;705;450;2130;1875;-1425
08235022;Egenhausen;356;279;777;700;-421
08235025;Enzklösterle;227;98;429;300;-202
08235029;Gechingen;477;343;1428;1294;-951
08235032;Haiterbach, Stadt;2012;1414;2418;1821;-407
08235033;Bad Herrenalb, Stadt;1218;584;2797;2166;-1582
08235035;Höfen an der Enz;648;526;667;545;-19
08235046;Nagold, Stadt;10644;7092;8916;5364;1728
08235047;Neubulach, Stadt;1097;593;2182;1680;-1087
08235050;Neuweiler;882;592;1356;1066;-474
08235055;Oberreichenbach;193;114;1168;1089;-975
08235057;Ostelsheim;286;191;1024;930;-739
08235060;Rohrdorf;253;202;761;710;-508
08235065;Schömberg;1727;909;3053;2236;-1327
08235066;Simmersfeld;843;623;837;617;6
08235067;Simmozheim;242;162;1199;1119;-957
08235073;Unterreichenbach;226;143;887;804;-661
08235079;Bad Wildbad, Stadt;3191;1494;3983;2291;-797
08235080;Wildberg, Stadt;1806;1046;4084;3324;-2278
08235084;Bad Teinach-Zavelstein, Stadt;619;391;1240;1012;-621
08235085;Calw, Stadt;8474;5293;8935;5759;-466
08236004;Birkenfeld;4753;3837;4131;3217;620
08236011;Eisingen;514;352;1857;1695;-1343
08236013;Engelsbrand;797;599;1586;1390;-791
08236019;Friolzheim;1566;1304;1663;1402;-98
08236025;Heimsheim, Stadt;1291;1040;1907;1655;-615
08236028;Illingen;1664;1238;2961;2536;-1298
08236030;Ispringen;2519;2155;2475;2112;43
08236031;Kieselbronn;478;391;1192;1105;-714
08236033;Knittlingen, Stadt;3128;2258;3379;2513;-255
08236038;Maulbronn, Stadt;1421;959;2432;1972;-1013
08236039;Mönsheim;1458;1279;1120;939;340
08236040;Mühlacker, Stadt;10029;6391;10075;6439;-48
08236043;Neuenbürg, Stadt;2083;1415;3252;2589;-1174
08236044;Neuhausen;1019;679;2147;1811;-1132
08236046;Niefern-Öschelbronn;4208;3110;4868;3770;-660
08236050;Ötisheim;1190;913;1876;1599;-686
08236061;Sternenfels;1177;991;1109;923;68
08236062;Tiefenbronn;690;442;2072;1825;-1383
08236065;Wiernsheim;967;662;2738;2431;-1769
08236067;Wimsheim;785;651;1247;1111;-460
08236068;Wurmberg;841;654;1245;1060;-406
08236070;Keltern;1737;1117;3497;2877;-1760
08236071;Remchingen;2677;1719;4733;3775;-2056
08236072;Straubenhardt;3254;2182;4400;3328;-1146
08236073;Neulingen;1542;1083;2816;2357;-1274
08236074;Kämpfelbach;533;310;2552;2329;-2019
08236075;Ölbronn-Dürrn;1043;899;1384;1240;-341
08236076;Königsbach-Stein;3865;2953;4008;3098;-145
08237002;Alpirsbach, Stadt;1700;942;2497;1739;-797
08237004;Baiersbronn;4941;1758;6097;2916;-1158
08237008;Betzweiler-Wälde;-;-;-;-;-
08237019;Dornstetten, Stadt;3419;2458;3329;2370;88
08237024;Empfingen;1484;1124;1716;1358;-234
08237027;Eutingen im Gäu;1082;832;2450;2201;-1369
08237028;Freudenstadt, Stadt;10389;6209;8809;4631;1578
08237030;Glatten;1719;.;1021;703;.
08237032;Grömbach;.;22;270;248;-226
08237040;Horb am Neckar, Stadt;7287;3937;10249;6901;-2964
08237045;Loßburg;3594;2474;3188;2068;406
08237054;Pfalzgrafenweiler;2526;1574;2994;2042;-468
08237061;Schopfloch;2079;1780;1099;801;979
08237072;Wörnersberg;.;.;94;72;.
08237073;Seewald;752;495;937;680;-185
08237074;Waldachtal;2766;1911;2601;1746;165
08237075;Bad Rippoldsau-Schapbach;319;116;845;642;-526
08311000;Freiburg im Breisgau, Stadtkreis;116976;64127;74441;21629;42498
08315003;Au;437;411;426;400;11
08315004;Auggen;416;267;935;786;-519
08315006;Bad Krozingen, Stadt;6390;4633;6656;4902;-269
08315007;Badenweiler;1299;922;1258;880;42
08315008;Ballrechten-Dottingen;436;341;915;820;-479
08315013;Bötzingen;2834;2265;2194;1626;639
08315014;Bollschweil;194;144;809;758;-614
08315015;Breisach am Rhein, Stadt;4292;2667;5783;4161;-1494
08315016;Breitnau;245;157;646;558;-401
08315020;Buchenbach;873;634;1254;1017;-383
08315022;Buggingen;1139;935;1565;1360;-425
08315028;Ebringen;410;316;1035;942;-626
08315030;Eichstetten am Kaiserstuhl;802;594;1407;1199;-605
08315031;Eisenbach (Hochschwarzwald);1678;1249;884;455;794
08315033;Eschbach;1720;1592;1015;887;705
08315037;Feldberg (Schwarzwald);734;431;732;429;2
08315039;Friedenweiler;329;236;763;670;-434
08315041;Glottertal;858;616;1325;1082;-466
08315043;Gottenheim;904;809;1078;983;-174
08315047;Gundelfingen;2675;2223;4190;3738;-1515
08315048;Hartheim am Rhein;1037;743;2081;1788;-1045
08315050;Heitersheim, Stadt;2229;1768;2251;1790;-22
08315051;Heuweiler;87;68;424;405;-337
08315052;Hinterzarten;1197;866;833;502;364
08315056;Horben;65;48;347;330;-282
08315059;Ihringen;1276;873;2430;2026;-1153
08315064;Kirchzarten;3246;2514;3133;2404;110
08315068;Lenzkirch;2256;1380;1932;1056;324
08315070;Löffingen, Stadt;1706;772;3091;2157;-1385
08315072;Merdingen;568;457;1080;969;-512
08315073;Merzhausen;882;815;1500;1433;-618
08315074;Müllheim, Stadt;7697;5194;6483;3981;1213
08315076;Neuenburg am Rhein, Stadt;4089;2861;4555;3335;-474
08315084;Oberried;545;371;1042;868;-497
08315089;Pfaffenweiler;221;162;942;883;-721
08315094;St. Märgen;264;114;708;557;-443
08315095;St. Peter;343;161;956;774;-613
08315098;Schallstadt;1367;1102;2318;2054;-952
08315102;Schluchsee;760;369;937;548;-179
08315107;Sölden;446;409;424;387;22
08315108;Staufen im Breisgau, Stadt;2413;1837;2380;1807;30
08315109;Stegen;533;368;1542;1377;-1009
08315111;Sulzburg, Stadt;1188;985;911;710;275
08315113;Titisee-Neustadt, Stadt;4516;2395;4825;2707;-312
08315115;Umkirch;2582;2274;1981;1673;601
08315125;Wittnau;192;159;487;453;-294
08315130;Münstertal/Schwarzwald;804;356;1966;1519;-1163
08315131;Ehrenkirchen;1937;1528;2850;2439;-911
08315132;March;1630;1204;3750;3324;-2120
08315133;Vogtsburg im Kaiserstuhl, Stadt;1250;688;2328;1766;-1078
08316002;Bahlingen am Kaiserstuhl;1515;1156;1822;1463;-307
08316003;Biederbach;163;98;743;678;-580
08316009;Denzlingen;3076;2366;5142;4432;-2066
08316010;Elzach, Stadt;2200;1211;3079;2090;-879
08316011;Emmendingen, Stadt;10786;7582;10286;7086;496
08316012;Endingen am Kaiserstuhl, Stadt;3156;2065;3698;2609;-544
08316013;Forchheim;137;73;632;569;-496
08316014;Gutach im Breisgau;1135;841;1850;1556;-715
08316017;Herbolzheim, Stadt;3708;2753;4240;3284;-531
08316020;Kenzingen, Stadt;2260;1637;3806;3184;-1547
08316024;Malterdingen;1115;918;1366;1169;-251
08316036;Reute;233;153;1286;1206;-1053
08316037;Riegel am Kaiserstuhl;981;766;1665;1451;-685
08316038;Sasbach am Kaiserstuhl;505;295;1385;1175;-880
08316039;Sexau;935;770;1344;1178;-408
08316042;Simonswald;390;178;1271;1060;-882
08316043;Teningen;4441;3474;4609;3644;-170
08316045;Vörstetten;486;406;1196;1115;-709
08316049;Weisweil;348;234;894;780;-546
08316051;Wyhl am Kaiserstuhl;569;347;1721;1499;-1152
08316053;Rheinhausen;557;376;1509;1328;-952
08316054;Freiamt;516;216;1762;1461;-1245
08316055;Winden im Elztal;526;360;1251;1086;-726
08316056;Waldkirch, Stadt;8578;5845;8122;5392;453
08317001;Achern, Stadt;12219;8284;10594;6663;1621
08317005;Appenweier;3265;2579;4179;3493;-914
08317008;Bad Peterstal-Griesbach;815;419;1067;673;-254
08317009;Berghaupten;462;363;993;894;-531
08317011;Biberach;1626;1221;1577;1172;49
08317021;Durbach;796;553;1478;1235;-682
08317026;Ettenheim, Stadt;2814;1819;5162;4167;-2348
08317029;Fischerbach;314;204;757;647;-443
08317031;Friesenheim;2716;1775;5409;4468;-2693
08317034;Gengenbach, Stadt;2977;1803;4256;3083;-1280
08317039;Gutach (Schwarzwaldbahn);972;744;927;699;45
08317040;Haslach im Kinzigtal, Stadt;4176;3083;2953;1860;1223
08317041;Hausach, Stadt;3247;2358;2435;1547;811
08317046;Hofstetten;340;219;753;632;-413
08317047;Hohberg;952;648;3389;3086;-2438
08317051;Hornberg, Stadt;1747;1082;1645;982;100
08317056;Kappelrodeck;986;590;2471;2074;-1484
08317057;Kehl, Stadt;16186;9105;13220;6155;2950
08317059;Kippenheim;2277;1871;2248;1844;27
08317065;Lahr/Schwarzwald, Stadt;21040;12526;17233;8726;3800
08317067;Lautenbach;151;114;728;691;-577
08317068;Lauf;464;311;1616;1464;-1153
08317073;Mahlberg, Stadt;1849;1525;2222;1901;-376
08317075;Meißenheim;901;694;1580;1373;-679
08317078;Mühlenbach;114;67;724;677;-610
08317085;Nordrach;970;679;810;519;160
08317088;Oberharmersbach;394;150;1130;886;-736
08317089;Oberkirch, Stadt;7896;4384;8141;4631;-247
08317093;Oberwolfach;480;275;1094;889;-614
08317096;Offenburg, Stadt;38904;25706;22736;9550;16156
08317097;Ohlsbach;493;387;1256;1150;-763
08317098;Oppenau, Stadt;1841;1096;1904;1160;-64
08317100;Ortenberg;791;666;1361;1236;-570
08317102;Ottenhöfen im Schwarzwald;709;461;1253;1006;-545
08317110;Renchen, Stadt;2934;2223;3153;2443;-220
08317113;Ringsheim;510;425;931;846;-421
08317114;Rust;3648;2930;1943;1227;1703
08317116;Sasbach;1826;1449;2234;1858;-409
08317118;Sasbachwalden;598;461;893;756;-295
08317121;Schuttertal;306;134;1356;1184;-1050
08317122;Schutterwald;2187;1776;2884;2474;-698
08317126;Seebach;312;206;592;486;-280
08317127;Seelbach;1163;752;1929;1519;-767
08317129;Steinach;1021;731;1831;1541;-810
08317141;Willstätt;3384;2677;4090;3387;-710
08317145;Wolfach, Stadt;2255;1468;2501;1715;-247
08317146;Zell am Harmersbach, Stadt;3070;1863;3303;2097;-234
08317150;Schwanau;3168;2460;2982;2275;185
08317151;Neuried;1298;723;3973;3399;-2676
08317152;Kappel-Grafenhausen;737;488;2287;2038;-1550
08317153;Rheinau, Stadt;4197;2718;4744;3267;-549
08317971;Rheinau, gemeindefreies Gebiet;-;-;-;-;-
08325001;Aichhalden;1095;713;1742;1360;-647
08325009;Bösingen;651;459;1407;1215;-756
08325011;Dietingen;511;322;1602;1413;-1091
08325012;Dornhan, Stadt;997;500;2458;1961;-1461
08325014;Dunningen;1682;1214;2650;2183;-969
08325015;Epfendorf;369;245;1343;1219;-974
08325024;Hardt;935;677;1110;852;-175
08325036;Lauterbach;435;245;1113;923;-678
08325045;Oberndorf am Neckar, Stadt;6543;4277;5489;3223;1054
08325049;Rottweil, Stadt;12163;8278;9375;5490;2788
08325050;Schenkenzell;455;314;755;614;-300
08325051;Schiltach, Stadt;3361;2689;1616;945;1744
08325053;Schramberg, Stadt;11493;6979;8558;4044;2935
