GENESIS-Tabelle: 33111-01-01-5-B
Bodenfläche nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
31.12.2015;;;;;;;;;;;;;;;;;;;;
;;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche
;;;Siedlungs- und Verkehrsfläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Erholungsfläche;Erholungsfläche;Friedhofsfläche;Verkehrsfläche;Verkehrsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Waldfläche;Wasserfläche;Abbauland;Flächen anderer Nutzung (ohne Friedhofsfläche);Flächen anderer Nutzung (ohne Friedhofsfläche)
;;;;Insgesamt;Wohnen;Gewerbe, Industrie;;Insgesamt;Grünanlage;;Insgesamt;Straße, Weg, Platz;Insgesamt;Moor;Heide;;;;Insgesamt;Unland
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
01061014;Bokhorst;587;36;15;7;-;1;1;1;-;19;18;417;-;4;127;6;1;0;-
01061015;Borsfleth;1519;99;55;29;2;1;3;3;-;40;36;1174;-;-;0;245;-;0;-
01061016;Breitenberg;290;33;20;12;0;0;2;0;1;10;10;233;-;-;5;18;-;-;-
01061017;Breitenburg;1049;237;75;42;16;4;118;19;-;40;28;388;321;-;346;28;41;9;8
01061018;Brokdorf;1979;150;70;39;4;21;14;10;0;44;43;1138;-;-;4;663;-;23;23
01061019;Brokstedt;1262;169;98;70;6;4;11;2;2;55;49;896;0;0;183;13;0;1;0
01061020;Büttel;1108;236;156;2;151;20;8;8;-;52;42;569;-;-;48;247;-;8;8
01061021;Christinenthal;337;21;10;3;-;1;0;0;-;10;10;278;5;-;21;15;2;0;0
01061022;Dägeling;753;157;99;41;47;3;4;4;-;51;41;483;7;62;80;21;-;13;13
01061023;Dammfleth;1610;106;52;14;7;3;1;1;-;50;43;1472;-;-;6;26;-;0;0
01061024;Drage;1356;60;28;13;-;1;0;0;-;31;31;639;-;-;650;7;-;-;-
01061025;Ecklak;1560;145;50;17;-;55;-;-;-;40;39;1334;64;-;41;40;-;0;-
01061026;Elskop;734;29;19;9;0;0;-;-;-;10;9;695;-;-;-;9;-;-;-
01061027;Engelbrechtsche Wildnis;513;76;51;30;1;0;0;-;4;21;14;420;-;-;1;15;-;0;0
01061028;Fitzbek;1024;63;32;17;1;0;2;1;-;30;28;722;0;-;225;14;0;0;0
01061029;Glückstadt;2276;515;338;192;89;8;52;34;6;111;90;367;-;-;42;1221;-;131;131
01061030;Grevenkop;963;57;31;11;0;4;-;-;-;23;21;890;-;-;1;14;-;0;0
01061031;Gribbohm;1323;97;38;19;1;0;0;-;-;59;36;963;18;-;127;29;-;107;107
01061033;Hadenfeld;235;21;13;5;2;0;-;-;-;8;8;207;-;-;5;3;-;0;-
01061034;Heiligenstedten;896;151;74;46;0;0;13;8;2;62;44;619;-;-;74;53;-;0;-
01061035;Heiligenstedtenerkamp;85;35;28;26;1;0;2;0;0;5;5;48;-;-;1;1;0;-;-
01061036;Hennstedt;1033;89;44;26;2;2;7;6;1;35;35;722;-;-;210;11;0;0;0
01061037;Herzhorn;1243;102;65;44;1;0;2;-;-;34;25;1113;-;-;5;24;-;0;0
01061038;Hingstheide;383;22;10;1;1;0;-;-;-;12;12;356;-;-;4;2;-;0;-
01061039;Hodorf;750;36;23;9;-;0;3;0;-;10;10;649;-;-;11;54;-;-;-
01061040;Hohenaspe;1407;165;106;68;15;1;4;1;2;51;50;1131;-;-;95;15;-;1;1
01061041;Hohenfelde;1795;144;66;36;3;5;0;0;1;72;55;1538;31;-;50;46;16;0;0
01061042;Hohenlockstedt;4560;624;291;163;37;14;45;39;4;269;179;2304;-;1;1549;68;10;6;5
01061043;Holstenniendorf;1209;94;43;20;1;1;6;3;-;44;43;958;24;-;76;73;-;8;8
01061044;Horst (Holstein);2907;461;290;162;59;2;18;7;2;149;117;2327;3;0;78;32;0;8;8
01061045;Huje;554;37;20;12;0;0;0;0;-;16;16;488;0;0;6;5;0;18;18
01061046;Itzehoe;2803;1421;897;541;160;19;164;120;20;320;267;588;2;-;680;77;-;37;37
01061047;Kaaks;856;93;37;18;0;0;3;1;-;52;44;661;-;-;84;9;5;3;3
01061048;Kaisborstel;298;31;10;2;-;-;-;-;-;21;21;241;-;-;23;2;-;0;-
01061049;Kellinghusen;1881;464;298;186;39;2;30;11;5;129;123;1106;-;22;245;48;-;18;18
01061050;Kiebitzreihe;870;140;96;73;7;0;7;1;2;35;27;691;-;0;18;20;-;-;-
01061052;Kleve, b. Itzehoe;557;66;37;27;0;3;2;1;-;24;22;325;1;2;158;7;-;0;0
01061053;Kollmoor;334;12;7;2;-;0;-;-;-;5;5;294;-;-;7;20;-;-;-
01061054;Krempdorf;564;40;23;9;3;0;-;-;-;17;9;512;-;-;3;10;-;-;-
01061055;Krempe;339;109;66;50;5;1;10;8;1;30;23;222;-;-;1;7;-;0;0
01061056;Kremperheide;398;149;92;73;4;2;18;16;4;34;29;126;-;7;115;8;-;0;-
01061057;Krempermoor;155;36;20;18;-;3;1;0;-;12;10;91;6;3;15;12;-;1;1
01061058;Kronsmoor;605;41;18;7;0;6;-;-;-;18;18;447;-;-;41;18;53;6;6
01061059;Krummendiek;178;10;6;3;-;0;-;-;0;4;3;163;-;-;0;4;-;1;1
01061060;Kudensee;304;22;10;7;0;0;0;0;0;11;9;215;-;-;28;39;-;-;-
01061061;Lägerdorf;596;142;86;54;19;3;11;5;2;40;26;210;-;-;56;4;159;25;25
01061062;Landrecht;413;33;15;6;1;2;0;0;-;15;11;369;-;-;0;11;-;0;0
01061063;Landscheide;744;64;26;16;2;0;1;-;-;37;23;640;-;0;7;32;-;0;0
01061064;Lockstedt;732;41;17;6;0;1;1;1;-;22;22;491;-;-;184;16;-;0;0
01061065;Lohbarbek;624;69;44;25;0;0;1;0;-;25;24;516;-;-;23;12;-;4;4
01061066;Looft;1243;63;28;17;1;3;1;-;-;30;30;793;2;7;374;13;-;-;-
01061067;Mehlbek;891;56;32;20;0;0;2;1;1;20;20;676;-;-;93;6;0;61;61
01061068;Moordiek;630;23;16;6;0;0;-;-;-;7;7;576;107;-;18;13;-;-;-
01061070;Moorhusen;468;22;9;3;1;0;-;-;-;12;8;436;0;-;0;10;-;-;-
01061071;Mühlenbarbek;866;64;24;14;-;0;4;3;-;36;34;654;3;3;120;23;-;6;5
01061072;Münsterdorf;512;110;68;55;1;2;6;2;2;33;28;259;1;-;110;20;12;1;1
01061073;Neuenbrook;1432;96;49;24;6;2;1;1;1;44;32;1308;-;-;0;25;1;2;2
01061074;Neuendorf b. Elmshorn;1578;95;65;38;0;0;1;0;0;30;28;1347;-;-;1;135;-;-;-
01061076;Nienbüttel;416;32;13;5;1;1;0;0;-;18;18;281;-;-;87;4;0;11;11
01061077;Nortorf;2019;149;63;33;3;18;1;1;-;68;43;1819;-;0;0;51;-;0;0
01061078;Nutteln;697;53;20;11;0;2;1;0;-;30;25;543;-;-;78;14;-;9;9
01061079;Oelixdorf;1050;103;60;51;0;2;7;4;-;34;33;617;3;-;288;40;-;2;2
01061080;Oeschebüttel;548;32;16;6;0;0;2;-;-;13;13;332;-;-;171;11;-;3;3
01061081;Oldenborstel;424;30;13;7;-;1;-;-;-;16;16;369;-;-;18;6;-;1;0
01061082;Oldendorf;1035;98;59;44;-;7;2;0;1;29;28;882;1;-;25;30;-;0;-
01061083;Ottenbüttel;1005;91;46;27;1;0;3;0;-;42;38;756;0;-;126;13;19;1;1
01061084;Peissen;1017;77;33;9;0;1;4;2;-;39;38;833;23;-;78;9;20;1;1
01061085;Pöschendorf;606;46;18;12;-;5;0;0;-;23;23;537;2;-;18;4;1;0;0
01061086;Poyenberg;882;77;40;15;12;8;2;1;-;27;27;660;1;-;123;13;-;9;9
01061087;Puls;1090;84;39;21;-;2;4;2;-;40;40;920;1;-;62;9;1;15;15
01061088;Quarnstedt;1059;83;37;19;1;5;2;2;-;39;34;941;-;-;26;10;-;0;-
01061089;Rade;392;21;11;4;-;0;-;-;-;11;11;326;-;-;42;3;-;0;-
01061091;Reher;1530;115;51;30;1;6;2;1;1;55;55;1264;0;-;125;11;0;14;14
01061092;Rethwisch;984;91;70;20;39;0;5;3;-;17;14;793;20;-;36;61;-;2;2
01061093;Rosdorf;560;40;22;18;-;0;1;1;-;18;18;172;-;-;333;15;0;-;-
01061095;Sankt Margarethen;1324;91;54;32;1;1;1;1;2;33;33;905;-;-;2;256;-;70;70
01061096;Sarlhusen;1086;76;45;15;0;2;1;0;-;29;29;778;-;-;193;30;9;1;1
01061097;Schenefeld;924;185;126;71;20;3;11;6;3;42;42;682;1;-;35;21;-;0;0
01061098;Schlotfeld;480;43;19;11;0;-;0;0;-;24;23;371;-;-;53;7;5;-;-
01061099;Siezbüttel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01061100;Silzen;669;37;16;8;-;0;1;1;-;20;20;380;-;-;199;4;17;31;31
01061101;Sommerland;1875;121;72;40;0;1;1;0;-;46;38;1708;-;-;1;46;-;-;-
01061102;Stördorf;741;55;19;10;-;1;1;0;-;34;20;650;0;-;1;32;-;2;2
01061103;Störkathen;203;15;7;4;-;-;0;-;-;8;8;160;-;0;23;6;-;0;-
01061104;Süderau;886;64;48;24;2;0;1;1;1;14;14;808;-;-;-;15;-;-;-
01061105;Vaale;1491;167;89;52;13;2;7;2;-;69;50;1096;99;4;173;39;15;1;1
01061106;Vaalermoor;622;35;19;7;0;0;-;-;-;17;16;573;20;-;3;9;-;2;2
01061107;Wacken;710;141;85;61;5;6;6;2;3;41;39;394;-;1;152;20;0;2;2
01061108;Warringholz;630;46;22;12;1;2;4;4;-;19;19;491;-;-;60;32;0;-;-
01061109;Westermoor;944;45;29;14;0;0;-;-;-;16;16;808;-;-;59;32;-;-;-
01061110;Wewelsfleth;2454;153;90;50;9;0;6;4;-;57;56;1493;-;-;3;767;-;38;38
01061111;Wiedenborstel;452;16;7;2;-;-;-;-;-;9;9;123;-;-;308;5;-;0;-
01061112;Willenscharen;762;35;17;7;-;0;2;2;-;17;17;586;-;1;124;15;-;1;-
01061113;Wilster;271;171;120;80;10;1;18;13;3;30;25;90;-;-;1;8;-;0;0
01061114;Winseldorf;562;45;22;12;-;2;0;0;-;21;20;457;1;-;50;11;-;0;-
01061115;Wittenbergen;459;31;16;7;1;0;-;-;-;15;15;401;-;-;6;21;-;0;0
01061116;Wrist;1012;162;96;71;3;1;12;5;1;52;39;785;29;-;37;26;-;3;2
01061117;Wulfsmoor;878;74;36;14;1;1;1;0;-;36;28;776;19;-;18;10;-;0;-
01061118;Kollmar;3282;192;128;78;2;2;3;2;1;59;58;2290;-;-;4;785;-;11;11
01061119;Neuendorf-Sachsenbande;1931;106;55;27;0;0;0;0;-;50;44;1796;2;-;5;24;-;0;-
01062001;Ahrensburg;3530;1331;887;611;139;9;128;74;19;288;250;1455;15;-;651;82;4;8;8
01062003;Badendorf;611;80;34;26;-;0;3;0;-;43;37;513;-;-;15;3;-;0;0
01062004;Bad Oldesloe;5260;1131;660;379;105;21;110;92;15;324;280;3328;11;-;688;97;-;16;16
01062005;Bargfeld-Stegen;1781;198;121;68;2;6;10;6;2;59;59;1360;-;-;119;32;65;9;9
01062006;Bargteheide;1582;614;412;257;73;13;55;45;8;126;117;899;-;-;48;13;8;1;1
01062008;Barnitz;1180;97;39;25;0;3;1;1;-;54;54;1007;-;-;51;21;1;3;3
01062009;Barsbüttel;2468;689;399;224;101;3;33;18;4;250;246;1611;-;2;73;17;45;33;33
01062011;Braak;751;137;76;27;32;0;7;5;1;52;52;594;10;-;15;4;-;1;1
01062014;Delingsdorf;809;106;58;41;3;0;12;7;-;36;31;670;-;1;17;12;-;5;5
01062016;Elmenhorst;1492;169;107;71;4;0;14;6;-;48;48;1263;-;-;50;10;0;1;1
01062018;Glinde;1122;609;428;238;138;5;51;42;8;117;112;328;-;-;138;16;24;7;7
01062019;Grabau;914;77;45;26;1;1;4;2;0;26;26;600;1;-;180;51;6;1;0
01062020;Grande;787;90;38;19;1;0;9;8;-;43;43;490;-;0;182;18;-;7;7
01062021;Grönwohld;979;119;62;47;0;0;7;5;-;51;45;679;-;-;136;42;0;2;2
01062022;Großensee;1211;229;78;57;1;1;102;4;-;49;49;699;7;-;185;90;-;8;8
01062023;Großhansdorf;1120;420;280;237;0;3;22;17;3;113;98;307;-;-;368;24;-;1;1
01062025;Hamberge;674;165;57;42;1;1;10;5;1;97;95;483;-;-;15;7;-;4;4
01062026;Hamfelde;272;39;26;20;-;0;3;3;-;10;10;179;-;-;48;6;0;0;0
01062027;Hammoor;782;106;45;29;2;0;4;1;-;58;57;644;4;-;22;7;-;4;4
01062031;Heidekamp;349;26;17;14;-;0;1;1;-;8;8;209;-;-;111;2;-;0;0
01062032;Heilshoop;850;65;35;19;2;1;0;0;-;29;28;749;1;-;10;25;-;1;1
01062033;Hohenfelde;163;11;6;2;-;-;0;-;0;4;4;139;-;-;11;2;-;0;-
01062035;Hoisdorf;1604;269;163;117;7;0;38;6;-;68;67;1159;-;1;140;35;-;2;2
01062036;Jersbek;1792;197;82;59;1;0;66;1;-;48;48;1147;-;-;424;12;5;6;6
01062039;Klein Wesenberg;874;73;36;20;0;1;3;2;2;31;31;665;-;-;118;15;-;3;3
01062040;Köthel;385;28;17;12;0;0;1;1;-;10;10;322;-;-;29;5;-;1;1
01062045;Lütjensee;1405;240;144;116;4;0;20;11;2;73;72;597;5;-;509;55;1;2;2
01062046;Meddewade;310;45;28;24;1;1;4;3;-;12;12;253;-;-;4;6;-;2;2
01062048;Mönkhagen;731;94;34;21;1;4;2;1;-;54;42;597;-;-;16;6;-;19;19
01062050;Neritz;466;43;22;11;0;0;2;0;-;19;19;390;-;-;19;8;-;7;7
01062051;Nienwohld;919;55;21;14;-;1;1;1;-;32;32;853;217;-;4;5;0;2;2
01062053;Oststeinbek;1137;356;253;163;44;0;28;9;9;65;62;703;-;-;60;15;-;3;3
01062056;Pölitz;1297;103;55;37;0;0;5;2;-;42;42;1134;-;-;50;9;-;1;1
01062058;Rausdorf;487;41;17;10;0;-;4;3;-;20;20;340;-;2;103;3;-;0;0
01062059;Rehhorst;1619;83;43;21;-;1;3;1;0;37;37;1403;4;-;116;13;-;3;3
01062060;Reinbek;3123;1057;690;471;108;8;86;62;9;264;244;1115;-;-;816;31;55;49;49
01062061;Reinfeld (Holstein);1736;430;284;172;55;4;28;20;3;111;97;707;-;-;499;78;-;21;21
01062062;Rethwisch;1324;111;60;33;2;0;4;2;1;46;46;1182;-;-;27;4;-;1;0
01062065;Rümpel;1590;132;52;40;0;0;6;4;-;74;64;1199;-;-;240;18;-;1;1
01062069;Siek;1247;217;122;54;39;0;18;15;2;75;74;990;6;-;21;12;0;7;7
01062071;Stapelfeld;1012;254;79;39;14;14;101;94;-;60;60;640;-;1;18;5;-;95;95
01062076;Tangstedt;3986;442;275;187;22;3;17;11;2;146;146;2491;5;4;816;33;176;27;27
01062078;Todendorf;1281;127;59;40;1;2;2;0;-;65;65;876;12;-;269;8;-;1;1
01062081;Tremsbüttel;1033;147;74;57;-;0;9;7;-;64;56;672;-;-;202;10;0;1;1
01062082;Trittau;2859;513;296;176;62;8;31;21;4;174;174;654;-;-;1582;96;6;8;8
01062083;Westerau;1538;99;53;29;-;0;3;1;-;43;43;1201;-;-;215;21;-;2;2
01062086;Witzhave;787;140;77;46;7;1;4;1;1;57;56;543;-;-;93;9;-;3;3
01062087;Zarpen;1169;99;61;43;0;0;4;1;2;31;30;954;1;-;80;30;-;7;7
01062088;Brunsbek;1442;135;72;50;1;0;5;1;-;58;58;1199;3;-;76;17;9;6;6
01062089;Lasbek;1240;128;64;41;2;1;5;3;-;58;58;1069;-;-;29;13;-;1;1
01062090;Ammersbek;1771;486;269;211;9;1;127;22;1;88;87;1125;-;0;130;26;-;5;5
01062091;Steinburg;2391;231;127;79;2;1;12;6;2;89;89;1901;0;-;240;13;-;5;5
01062092;Travenbrück;2647;188;99;58;5;3;5;3;1;81;81;2068;-;-;310;53;13;15;15
01062093;Feldhorst;1548;85;39;17;-;1;1;1;-;43;39;1407;-;-;45;10;-;1;1
01062094;Wesenberg;1194;173;83;39;22;7;16;16;-;67;58;947;-;-;63;4;5;1;1
02000000;Hamburg;75520;44804;28762;16460;4501;611;5607;5357;794;9030;7181;18463;34;667;5643;6329;22;260;223
03101000;Braunschweig, krsfr. Stadt;19218;9055;4844;2691;682;269;1370;1126;91;2481;1666;7012;-;-;2540;566;8;36;25
03102000;Salzgitter, krsfr. Stadt;22392;6391;3734;1643;1432;126;752;594;63;1717;1137;11237;1;3;3976;688;44;56;54
03103000;Wolfsburg, krsfr. Stadt;20409;6445;3505;2017;833;149;886;727;74;1831;1334;8424;133;27;4865;600;26;49;39
03151009;Gifhorn;10487;2470;1461;953;125;14;268;97;20;707;599;4147;6;69;3566;264;25;15;14
03151025;Sassenburg;8841;1149;586;369;56;4;108;73;2;449;353;3785;663;23;3278;163;464;2;2
03151040;Wittingen;22510;2008;971;377;257;33;73;38;12;919;753;12318;29;21;7197;261;10;715;713
03151401;Boldecker Land, Samtgemeinde;6960;940;433;298;37;8;146;47;4;348;295;3798;16;8;2067;156;-;-;-
03151401002;Barwedel;1980;176;79;49;1;2;15;4;-;80;75;1042;14;1;737;25;-;-;-
03151401004;Bokensdorf;1449;208;47;38;-;-;97;26;1;64;56;606;-;3;585;51;-;-;-
03151401014;Jembke;1457;150;80;56;1;-;7;4;1;62;58;924;-;4;361;21;-;-;-
03151401020;Osloß;764;133;68;52;7;-;11;6;1;53;34;419;1;1;176;37;-;-;-
03151401030;Tappenbeck;511;91;50;39;6;-;6;4;-;34;25;334;-;-;80;6;-;-;-
03151401039;Weyhausen;798;181;108;64;22;6;10;3;1;56;47;473;-;-;128;16;-;-;-
03151402;Brome, Samtgemeinde;20389;1793;822;489;83;18;91;57;10;853;772;10465;7;36;6917;363;46;804;804
03151402003;Bergfeld;1060;91;39;31;-;1;3;1;1;47;47;719;-;-;227;19;4;1;1
03151402005;Brome;3666;357;170;102;8;2;23;16;2;160;137;2032;7;1;1252;24;-;1;1
03151402008;Ehra-Lessien;5609;400;175;57;63;4;32;28;1;189;176;1318;-;33;3056;34;-;799;799
03151402021;Parsau;2933;226;100;63;5;5;7;4;1;114;105;1734;-;-;836;136;1;-;-
03151402024;Rühen;3089;369;178;141;1;-;15;6;2;174;148;1961;-;2;633;100;25;2;2
03151402031;Tiddische;1678;151;60;37;1;4;7;3;1;80;76;1111;-;-;377;23;16;-;-
03151402032;Tülau;2353;198;100;59;4;3;4;1;2;90;83;1590;-;-;536;27;2;1;1
03151403;Hankensbüttel, Samtgemeinde;29028;2026;825;410;49;31;54;34;11;1106;986;12446;131;147;14328;194;16;18;18
03151403007;Dedelstorf;7603;514;214;86;7;7;7;4;2;283;242;3854;35;95;3199;32;-;5;5
03151403011;Hankensbüttel;3483;489;251;148;20;5;31;24;4;197;166;1922;2;3;1010;53;2;7;7
03151403019;Obernholz;3782;238;89;36;1;1;-;-;1;147;138;2655;46;1;865;20;2;2;2
03151403028;Sprakensehl;8382;455;151;64;14;3;6;1;1;293;264;2280;5;38;5622;14;10;1;1
03151403029;Steinhorst, Niedersachs;5779;330;119;76;6;14;10;4;2;185;174;1735;44;10;3632;75;3;3;3
03151404;Isenbüttel, Samtgemeinde;7739;1196;594;420;47;14;85;49;5;498;370;4178;-;12;2125;230;-;9;9
03151404006;Calberlah;2765;408;171;140;1;8;25;13;2;201;131;1507;-;3;776;74;-;1;1
03151404013;Isenbüttel;1865;450;238;156;42;2;46;30;1;162;122;853;-;1;445;111;-;7;7
03151404022;Ribbesbüttel;2451;212;115;69;4;-;8;5;2;88;78;1389;-;8;829;21;-;-;-
03151404037;Wasbüttel;658;126;70;55;1;4;5;1;1;47;39;430;-;-;76;25;-;1;1
03151405;Meinersen, Samtgemeinde;17309;1906;1039;701;31;20;72;36;12;762;666;10409;1;33;4572;384;16;21;21
03151405012;Hillerse;2409;237;117;83;4;14;12;6;2;91;89;1816;-;1;299;48;6;3;3
03151405015;Leiferde;2789;334;191;152;3;-;9;4;2;132;107;1163;1;24;1199;79;10;4;4
03151405017;Meinersen;5383;726;397;277;12;5;30;16;5;288;239;3401;-;3;1143;111;-;2;2
03151405018;Müden (Aller);6728;609;333;189;13;1;21;10;3;251;232;4029;1;5;1930;147;-;12;12
03151406;Papenteich, Samtgemeinde;11085;1661;922;692;40;7;92;53;9;632;519;7554;1;1;1599;200;40;31;31
03151406001;Adenbüttel;1371;153;86;61;2;1;8;6;1;57;57;902;-;-;294;23;-;-;-
03151406016;Meine;3874;567;302;230;9;3;31;19;3;228;171;2687;-;-;472;83;40;25;25
03151406023;Rötgesbüttel;1083;149;76;61;3;-;11;3;1;60;52;564;-;-;350;20;-;-;-
03151406027;Schwülper;2090;475;285;203;24;2;27;18;3;159;126;1366;1;1;194;54;-;-;-
03151406034;Vordorf;1926;221;119;93;3;1;11;6;1;89;78;1499;-;-;191;11;-;5;5
03151406041;Didderse;741;96;54;44;1;1;3;-;1;38;35;536;-;-;99;9;-;1;1
03151407;Wesendorf, Samtgemeinde;20904;1824;877;445;53;34;96;37;10;808;710;11736;525;93;6569;313;65;397;397
03151407010;Groß Oesingen;5745;378;171;72;24;1;15;8;2;189;166;3451;67;15;1802;103;10;1;1
03151407026;Schönewörde;1773;144;49;30;1;3;3;1;1;87;61;1151;142;3;393;35;-;51;51
03151407033;Ummern;4032;257;99;52;2;-;6;2;1;151;133;2121;15;4;1625;29;1;-;-
03151407035;Wagenhoff;432;88;60;44;-;1;8;5;-;19;19;247;1;1;87;10;-;1;1
03151407036;Wahrenholz;5799;449;203;109;11;3;13;5;2;228;211;3234;218;45;1888;118;39;72;72
03151407038;Wesendorf, Niedersachs;3123;509;295;138;15;27;51;16;3;133;121;1534;82;25;775;19;15;272;272
03151501;Giebel, gem.fr. Geb.;1036;46;-;-;-;-;-;-;-;46;46;39;-;-;938;13;-;-;-
03152001;Adelebsen;7585;682;277;176;8;11;40;31;5;349;288;3658;-;-;3117;33;94;1;1
03152004;Bovenden;6366;1027;465;326;43;14;80;63;6;462;353;2991;-;-;2263;50;34;2;1
03152007;Duderstadt;9562;1715;822;499;109;12;149;111;11;722;615;6251;-;-;1506;81;4;4;4
03152009;Friedland, Kr Göttingen;7568;844;314;222;12;9;57;45;5;459;345;4680;-;-;1946;83;14;2;2
03152011;Gleichen;12894;1057;384;271;8;1;65;48;7;600;517;7420;-;-;4337;73;4;2;2
03152012;Göttingen;11689;4018;2186;1205;265;37;573;478;69;1153;882;3927;-;-;3637;86;5;16;15
03152016;Hann. Münden;12112;1810;836;504;129;28;171;136;19;758;489;2457;-;-;7540;239;63;4;3
03152021;Rosdorf, Kr Göttingen;6646;1018;429;240;63;14;83;68;5;487;329;4067;-;-;1495;63;3;1;1
03152026;Staufenberg, Niedersachs;7770;947;369;247;41;6;123;42;5;445;346;2526;-;45;4233;62;-;2;2
03152401;Dransfeld, Samtgemeinde;12242;1107;412;265;21;28;73;42;7;586;504;6413;-;1;4621;54;44;4;3
03152401005;Bühren;1399;92;27;20;-;-;4;3;1;61;57;474;-;-;828;5;-;-;-
03152401006;Dransfeld;2875;342;143;97;9;7;40;20;3;150;134;1555;-;-;966;6;5;1;-
03152401013;Jühnde;2449;173;47;29;-;2;6;4;1;116;82;1369;-;-;872;13;22;1;-
03152401017;Niemetal;2850;202;74;54;3;8;12;7;2;107;96;1382;-;-;1247;16;3;-;-
03152401023;Scheden;2669;298;122;65;9;11;11;8;2;152;135;1633;-;1;708;13;14;3;3
03152402;Gieboldehausen, Samtgemeinde;10470;1464;594;384;50;10;100;74;10;750;660;7264;-;-;1571;169;-;2;2
03152402002;Bilshausen;849;174;95;60;21;2;12;9;1;63;59;536;-;-;119;20;-;-;-
03152402003;Bodensee;747;88;32;23;1;-;7;5;-;48;44;590;-;-;64;5;-;-;-
03152402010;Gieboldehausen;1986;342;153;99;8;-;28;21;2;158;131;1494;-;-;124;25;-;1;-
03152402014;Krebeck;1227;129;45;34;1;3;11;7;1;69;60;629;-;-;447;23;-;-;-
03152402018;Obernfeld;1072;126;41;30;2;1;7;6;1;77;67;746;-;-;188;11;-;-;-
03152402019;Rhumspringe;936;177;88;48;6;-;11;8;1;77;72;603;-;-;147;9;-;-;-
03152402020;Rollshausen;1168;146;43;28;3;-;9;8;1;93;80;859;-;-;148;14;-;1;1
03152402022;Rüdershausen;944;121;41;28;6;3;7;4;1;69;64;636;-;-;162;25;-;-;-
03152402028;Wollbrandshausen;626;77;29;19;1;-;3;3;-;44;36;535;-;-;9;6;-;-;-
03152402029;Wollershausen;915;84;27;16;1;-;4;3;1;52;47;636;-;-;164;31;-;-;-
03152403;Radolfshausen, Samtgemeinde;6834;840;320;228;15;4;57;41;5;455;355;4027;-;-;1821;146;-;1;1
03152403008;Ebergötzen;1970;236;88;66;4;2;10;7;1;134;102;1035;-;-;683;17;-;-;-
03152403015;Landolfshausen;1622;169;57;37;-;-;12;9;1;99;87;1074;-;-;364;14;-;-;-
03152403024;Seeburg, Niedersachs;1344;175;70;48;5;1;12;7;1;92;72;962;-;-;103;104;-;-;-
03152403025;Seulingen;1109;131;53;32;5;-;9;6;-;68;53;629;-;-;342;6;-;-;-
03152403027;Waake;790;129;52;46;1;-;14;12;1;63;42;327;-;-;329;5;-;-;-
03153002;Bad Harzburg;6542;1320;755;487;99;70;151;65;15;328;234;1981;-;11;3084;95;42;20;19
03153003;Braunlage, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03153005;Goslar, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03153007;Langelsheim;4876;930;535;318;134;9;67;41;8;311;188;2163;-;7;1426;288;9;59;59
03153008;Liebenburg;7837;754;393;247;51;18;60;37;6;277;195;4892;-;-;2094;95;-;1;-
03153010;Sankt Andreasberg, Bergstadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03153012;Seesen;10220;1627;821;482;122;33;116;104;12;645;396;6364;-;-;2049;164;3;12;11
03153013;Vienenburg, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03153016;Braunlage, Stadt;3155;582;347;211;14;4;77;36;5;150;118;639;-;-;1916;16;-;2;2
03153017;Goslar, Stadt;16371;3069;1771;977;339;51;288;249;37;923;616;6581;-;2;6279;411;14;17;15
03153018;Clausthal-Zellerfeld, Berg- und Universitätsstadt;4371;1041;676;367;94;9;119;56;8;228;177;926;-;29;2195;203;1;5;5
03153401;Lutter am Barenberge, Samtgemeinde;5984;493;225;142;19;2;19;17;3;244;136;3172;-;-;2235;75;7;1;1
03153401006;Hahausen;969;128;44;30;2;-;4;4;1;79;36;480;-;-;355;7;-;-;-
03153401009;Lutter am Barenberge;3332;247;124;76;10;1;10;8;1;111;67;1742;-;-;1302;36;4;1;1
03153401014;Wallmoden;1682;119;57;36;7;-;5;5;1;55;32;950;-;-;578;32;4;-;-
03153402;Samtgemeinde Oberharz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
