GENESIS-Tabelle: 71517-01-03-5-B
Bruttoeinnahmen der Gemeinden - Jahressumme -;;;;;;;;;;
regionale Ebenen;;;;;;;;;;
Vierteljährliche Kassenergebnisse, Sektor Kommunen;;;;;;;;;;
2014;;;;;;;;;;
;;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden
;;;Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden)
;;;Einnahmen des Verwaltungshaushalts, insgesamt;Steuern und steuerähnliche Einnahmen;allgem. Zuweisung,Umlagen v.Bund,Land,Gemeinden/GV;Gebühren und zweckgebundene Abgaben;Einnahmen des Vermögenshaushalts, insgesamt;Beiträge und ähnliche Entgelte;Zuweisungen, Zuschüsse f.Investitionsförderungen..;Kredite und innere Darlehen
;;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR
06635012;Gemünden (Wohra);5952395;5429128;2313604;1294545;1163367;523267;35058;390112;0
06635013;Haina (Kloster);6630052;6324441;1846222;1724618;1660218;305611;163697;91413;0
06635014;Hatzfeld (Eder);5442128;4979647;2373012;701225;1213797;462481;423611;28262;0
06635015;Korbach;53512723;44560627;24243002;5626901;7541624;8952096;1721309;1568602;3640000
06635016;Lichtenfels, Hess;6945019;6435609;2442586;1445824;1514868;509410;94274;126801;150000
06635017;Rosenthal, Hess;3960234;3307464;1184996;681884;822200;652770;92499;528099;0
06635018;Twistetal;8104615;6459799;2591447;1515253;1619208;1644816;35952;135973;1410000
06635019;Vöhl;10065596;9665720;3207768;2764209;2681668;399876;25198;262733;0
06635020;Volkmarsen;17180254;11682837;4493770;2361844;3137680;5497417;3045116;418989;0
06635021;Waldeck, Hess;15706323;13486964;4260176;3519323;3363267;2219359;49298;509021;1600000
06635022;Willingen (Upland);18542364;15121170;6619399;1102101;4551436;3421194;648018;552053;2103869
06636001;Bad Sooden-Allendorf;14211162;13696100;4793550;5470846;447462;515062;10669;371542;0
06636002;Berkatal;3354721;2826303;1720939;383406;493105;528418;21838;80535;422495
06636003;Eschwege;40000746;35649578;15956660;7399033;6523146;4351168;146465;3306343;500000
06636004;Großalmerode;8353980;7929219;4038760;2684705;216864;424761;139825;241166;0
06636005;Herleshausen;4076335;3271114;1541446;1188291;143599;805221;75;404134;334000
06636006;Hessisch Lichtenau;19333458;16590003;8439987;5381185;554408;2743455;360904;390528;1750000
06636007;Meinhard;8212216;7031199;2593269;1929920;1620834;1181017;36321;225007;720380
06636008;Meißner;4864424;4554535;1773325;1241848;733148;309889;62405;165984;81500
06636009;Neu-Eichenberg;2855625;2219129;1013962;688021;132397;636496;13777;226040;400000
06636010;Ringgau;5112864;3263807;1601339;1391308;23790;1849057;26159;475038;1333660
06636011;Sontra;16061478;13175411;4327448;4250048;3215091;2886067;40354;769718;1940000
06636012;Waldkappel;10707866;7853309;3228350;1677177;1685348;2854557;375815;427977;1831000
06636013;Wanfried;5729257;5004662;2300201;2033443;56486;724595;0;170677;431000
06636014;Wehretal;8556128;6829272;2838531;2260285;1299194;1726856;64652;267850;1296000
06636015;Weißenborn b Eschwege;1723760;1633771;421229;647017;339303;89989;0;89989;0
06636016;Witzenhausen;27500161;25086443;14040876;6522730;1931830;2413718;233095;1026315;800000
06636200;Gutsbezirk Kaufunger Wald;-;-;-;-;-;-;-;-;-
07111000;Koblenz, krsfr. Stadt;344208336;287522629;155017300;20983148;13277573;56685707;549404;10255180;39915950
0713100007;Bad Neuenahr-Ahrweiler, verbandsfr. Gemeinde;49184672;40625011;22404269;4799266;4712060;8559661;916239;1310445;5150000
0713100070;Remagen, verbandsfr. Gemeinde;23713183;20908598;13128066;2114018;1040207;2804585;593422;667606;1500000
0713100077;Sinzig, verbandsfr. Gemeinde;23362808;21569999;11930000;4322247;484579;1792809;634298;1073445;0
0713100090;Grafschaft, verbandsfr. Gemeinde;26578484;12253717;9746348;929499;218997;14324767;443020;1734405;5975185
0713101;Adenau, Verbandsgem.;27408671;25955343;10622911;8355413;1254486;1453328;683853;747479;0
0713101001;Adenau;3603584;3297036;2234493;327686;311467;306548;200253;94625;0
0713101004;Antweiler;897350;883928;745066;20641;6081;13422;4422;0;0
0713101005;Aremberg;335656;279124;126503;28644;31983;56532;51502;5030;0
0713101008;Barweiler;483832;476894;261746;66864;19618;6938;6938;0;0
0713101009;Bauler b Barweiler;85401;85401;23409;19862;10400;0;0;0;0
0713101015;Dankerath;76124;76124;22177;38711;7765;0;0;0;0
0713101018;Dorsel;230963;227753;67764;71268;1326;3210;3210;0;0
0713101021;Eichenbach;99893;98622;33675;25939;4050;1271;1271;0;0
0713101022;Fuchshofen;101133;99583;52214;15690;266;1550;1550;0;0
0713101026;Harscheid;131650;131650;95820;13980;251;0;0;0;0
0713101028;Herschbroich;343193;339690;143675;78335;7212;3503;3503;0;0
0713101030;Hoffeld, Eifel;261374;261086;117668;104734;1404;288;288;0;0
0713101032;Honerath;141310;138733;79251;52097;3170;2577;2577;0;0
0713101033;Hümmel;1255108;903018;286376;102521;234731;352090;351075;227;0
0713101034;Insul;475453;427359;200245;171225;2081;48094;9528;38566;0
0713101037;Kaltenborn;738747;738271;177038;102002;2526;476;416;0;0
0713101042;Kottenborn;154361;150411;67678;68071;636;3950;3950;0;0
0713101044;Leimbach b Adenau;764024;764024;384069;14993;6376;0;0;0;0
0713101050;Meuspath;352879;352879;293092;5043;10147;0;0;0;0
0713101051;Müllenbach b Adenau;773217;767110;304929;15695;2500;6107;6107;0;0
0713101052;Müsch;209314;203818;135415;13473;718;5496;1376;4120;0
0713101058;Nürburg;2670323;2668663;2227270;31866;16783;1660;1660;0;0
0713101062;Ohlenhard;150296;150296;83419;31768;9903;0;0;0;0
0713101065;Pomster;208308;208308;84604;38097;816;0;0;0;0
0713101066;Quiddelbach;222432;221332;127494;59851;10695;1100;896;0;0
0713101069;Reifferscheid;661969;648382;263990;117025;10917;13587;-200;13787;0
0713101072;Rodder;261045;261045;115048;65932;2910;0;0;0;0
0713101074;Schuld;785160;756013;402155;201636;14600;29147;5820;23327;0
0713101075;Senscheid;150800;150800;33515;33758;8155;0;0;0;0
0713101076;Sierscheid;92072;91082;63949;5603;300;990;990;0;0
0713101079;Trierscheid;112872;112872;27848;23339;12275;0;0;0;0
0713101082;Wershofen;1025843;758464;516503;136683;38482;267379;14519;252660;0
0713101083;Wiesemscheid;227687;227613;146692;6296;2825;74;0;0;0
0713101084;Wimbach;429850;425861;230219;125099;330;3989;3989;0;0
0713101085;Winnerath;184077;181577;81379;59954;5350;2500;2500;0;0
0713101086;Wirft;193132;157116;58523;58499;13986;36016;616;35400;0
0713101501;Dümpelfeld;600027;571699;272693;176836;7196;28328;5097;23231;0
0713102;Altenahr, Verbandsgem.;18332526;17069467;6857202;5977166;451090;1263059;9759;939789;85142
0713102002;Ahrbrück;1137252;1145076;795522;147419;5152;-7824;-24008;0;0
0713102003;Altenahr;1864834;1822173;1099312;403814;80369;42661;-16688;14125;0
0713102011;Berg, Kr Ahrweiler;1531093;1500125;767692;261235;18185;30968;18316;12652;0
0713102017;Dernau;1752121;1499719;1225310;147666;44188;252402;11030;191417;22000
0713102027;Heckenbach;671364;656283;198217;5711;32525;15081;-4919;0;0
0713102029;Hönningen;1408740;1395582;674279;195190;19594;13158;11903;-1685;0
0713102036;Kalenborn, Kr Ahrweiler;860733;767612;441600;52568;18220;93121;-6443;24627;0
0713102039;Kesseling;1378573;784869;310302;140594;1927;593704;8460;585244;0
0713102040;Kirchsahr;309352;289952;242754;25319;802;19400;0;19400;0
0713102047;Lind, Kr Ahrweiler;520645;516292;267773;130688;1992;4353;4353;0;0
0713102049;Mayschoß;960510;891162;507368;219326;30421;69348;6341;16598;38500
0713102068;Rech;485360;483946;306891;140040;18508;1414;1414;0;0
0713103;Bad Breisig, Verbandsgem.;22866076;20228275;8760499;6359738;661408;2637801;345081;1540989;634789
0713103006;Bad Breisig;11620588;9705093;5737214;1251105;479072;1915495;268602;1088306;520000
0713103014;Brohl-Lützing;2659071;2512295;1861654;132452;19630;146776;63100;20108;475
0713103025;Gönnersdorf, Kr Ahrweiler;1072053;756721;272940;216780;9765;315332;9106;192220;114006
0713103081;Waldorf;798491;728110;457704;217048;8323;70381;4273;55800;308
0713104;Brohltal, Verbandsgem.;33036231;28794828;15843311;8877121;551223;4241403;993984;728007;1060766
0713104016;Dedenbach;401406;385011;207470;130585;5159;16395;2752;1935;0
0713104041;Königsfeld, Eifel;521448;515503;348151;108991;7231;5945;5945;0;0
0713104054;Niederdürenbach;742688;745070;486820;210390;3250;-2382;-5733;0;0
0713104055;Niederzissen;4079206;3579198;3191763;230497;11118;500008;404066;48757;0
0713104059;Oberdürenbach;478803;473134;334372;91658;4743;5669;69;5600;0
0713104060;Oberzissen;1305232;920723;582539;267540;4233;384509;78370;70266;235766
0713104073;Schalkenbach;678919;639737;467239;70159;21792;39182;0;39182;0
0713104201;Brenk;256399;164578;78598;50130;2474;91821;182;5025;60000
0713104202;Burgbrohl;6522134;6160938;5304508;263001;34769;361196;97705;213398;0
0713104204;Galenberg;157952;157952;93284;58085;1549;0;0;0;0
0713104205;Glees;403329;402161;345476;21366;5380;1168;1168;0;0
0713104206;Hohenleimbach;581444;520874;159972;106050;36500;60570;3803;54900;0
0713104208;Spessart;1052327;683511;409833;147633;12447;368816;304059;37696;0
0713104209;Wassenach;1474932;1254043;718883;120474;11306;220889;70223;27724;0
0713104210;Wehr, Eifel;1030174;975343;682555;205425;7750;54831;3565;980;50000
0713104211;Weibern;1437980;1212655;813052;222665;57368;225325;27785;43729;115000
0713104502;Kempenich;2032363;1804317;1548088;73973;29963;228046;25;0;100000
0713200050;Herdorf, verbandsfr. Gemeinde;-;-;-;-;-;-;-;-;-
0713201;Altenkirchen (Westerwald), Verbandsgem.;48895891;45987247;18214126;14359018;1149883;2908644;481058;2135196;0
0713201001;Almersbach;347629;347629;226879;93667;629;0;0;0;0
0713201004;Bachenberg;92944;90544;46546;36995;2782;2400;300;2100;0
0713201009;Birnbach;492168;480165;316723;145369;439;12003;0;0;0
0713201017;Busenhausen;339221;281968;156916;103139;6610;57253;0;55400;0
0713201022;Eichelhardt;1140157;1115857;1057990;18718;12661;24300;1530;0;0
0713201027;Ersfeld;51459;51459;43712;3340;2037;0;0;0;0
0713201031;Fiersbach;226964;226964;203972;12238;6001;0;0;0;0
0713201033;Fluterschen;566972;549932;403402;145965;4021;17040;0;0;0
0713201035;Forstmehren;115101;115101;83583;8507;12458;0;0;0;0
0713201040;Gieleroth;521381;512965;262284;214093;15196;8416;2620;0;0
0713201046;Hasselbach, Westerwald;239984;238434;149902;68568;7239;1550;1550;0;0
0713201047;Helmenzen;802443;708925;433313;238813;11557;93518;16795;1914;0
0713201048;Helmeroth;164353;164193;112670;37666;4913;160;160;0;0
0713201049;Hemmelzen;196203;191670;75217;103864;5037;4533;0;0;0
0713201051;Heupelzen;227771;226855;87744;111309;1122;916;0;0;0
0713201052;Hilgenroth;255184;254884;124022;93667;8385;300;300;0;0
0713201053;Hirz-Maulsbach;267777;267777;141510;109727;3517;0;0;0;0
0713201056;Idelberg;42971;42971;28208;12931;391;0;0;0;0
0713201057;Ingelbach;679411;677471;644512;18626;1025;1940;400;0;0
0713201058;Isert;147918;147918;122569;7260;3632;0;0;0;0
0713201061;Kettenhausen;236374;234709;124871;97897;3669;1665;600;84;0
0713201062;Kircheib;439515;437276;263682;142099;8259;2239;2239;0;0
0713201064;Kraam;139238;139238;66353;64052;779;0;0;0;0
0713201067;Mammelzen;1178288;1077982;966559;25507;18947;100306;29161;22300;0
0713201069;Mehren, Westerwald;370942;370942;182994;169431;1449;0;0;0;0
0713201070;Michelbach (Westerwald);409542;407393;231216;150264;8253;2149;2149;0;0
0713201074;Neitersen;1523725;1459034;1297615;26015;7412;64691;8030;3276;0
0713201081;Obererbach (Westerwald);437448;434448;248047;148324;12020;3000;3000;0;0
0713201082;Oberirsen;504871;499754;252079;214533;17142;5117;0;0;0
0713201086;Oberwambach;342033;339073;179108;133633;8269;2960;2960;0;0
0713201087;Ölsen;84006;83696;20564;51632;5704;310;310;0;0
0713201092;Racksen;123821;123757;64719;51338;3541;64;64;0;0
0713201094;Rettersen;324728;324728;174340;121327;6987;0;0;0;0
0713201099;Schöneberg, Westerwald;309028;306558;141533;149741;6085;2470;2470;0;0
0713201106;Sörth;185478;184078;101011;68170;4346;1400;0;0;0
0713201109;Stürzelbach;185170;170028;133262;24599;1095;15142;10421;0;0
0713201110;Volkerzen;68886;67706;23435;37874;3889;1180;830;350;0
0713201114;Werkhausen;183318;179178;88852;76854;6163;4140;1140;3000;0
0713201115;Weyerbusch;1279223;1272246;985703;85653;10887;6977;6477;500;0
0713201118;Wölmersen;280778;276245;163080;100276;3412;4533;0;0;0
0713201201;Berod bei Hachenburg;647243;639392;491888;23106;9579;7851;7851;0;0
0713201501;Altenkirchen (Westerwald);9553299;8793709;7158082;658996;272871;759590;379701;362177;0
0713202;Betzdorf, Verbandsgem.;28664291;27954582;14279170;7927024;534651;709709;140126;439360;0
0713202002;Alsdorf, Sieg;1702690;1700498;1063875;202557;29252;2192;2192;0;0
0713202006;Betzdorf;13250281;13002020;10685088;1167369;156856;248261;115350;50170;0
0713202042;Grünebach;477783;438110;306512;74157;11394;39673;806;787;0
0713202098;Scheuerfeld;1829136;1734795;1422452;79662;20519;94341;12551;81790;0
0713202111;Wallmenroth;1426995;1394556;702884;279450;25732;32439;9227;13930;0
0713203;Daaden, Verbandsgem.;30811276;27883719;16356138;5250375;615643;2927557;906355;1159867;550000
0713203018;Daaden;5834876;5357348;4258441;339052;113257;477528;255926;143073;0
0713203019;Derschen;1038649;1037809;603409;94254;16243;840;840;0;0
0713203026;Emmerzhausen;843306;774469;352170;148907;11019;68837;47525;300;0
0713203036;Friedewald, Westerwald;1765244;1585251;1150897;43979;10033;179993;11661;42340;0
0713203050;Herdorf, Stadt;9771413;8953697;5958700;985009;179986;817716;68341;184758;550000
0713203068;Mauden;80414;80414;68815;4495;0;0;0;0;0
0713203075;Niederdreisbach;1356825;1295496;972002;33804;19979;61329;10955;50035;0
0713203079;Nisterberg;472922;447149;428585;12423;7203;25773;190;500;0
0713203101;Schutzbach;672746;272274;206613;33510;7534;400472;1300;396979;0
0713203113;Weitefeld;3839720;3091579;2328925;81493;25531;748141;509617;218328;0
0713204;Flammersfeld, Verbandsgem.;26418577;21026013;8887175;7772550;264870;5392564;595227;1443980;2641081
0713204005;Berzhausen;153335;134335;98514;32498;0;19000;0;0;0
0713204015;Bürdenbach;582858;395014;235046;138473;3127;187844;148751;38500;0
0713204016;Burglahr;589149;390197;214222;142658;0;198952;0;67935;30000
0713204023;Eichen;474362;474362;259561;189949;118;0;0;0;0
0713204029;Eulenberg;40774;40774;19950;15272;0;0;0;0;0
0713204032;Flammersfeld;1365472;1073407;780119;210239;0;292065;133833;37198;75000
0713204041;Giershausen;56910;56910;47357;3079;0;0;0;0;0
0713204043;Güllesheim;608373;571840;475479;68912;1352;36533;0;11573;0
0713204055;Horhausen (Westerwald);2791091;2391703;2030016;195920;10001;399388;0;16807;382218
0713204060;Kescheid;108727;108727;51346;50813;633;0;0;0;0
0713204065;Krunkel;1691005;1255844;1177427;18432;0;435161;0;13646;371329
0713204078;Niedersteinebach;152867;151568;67699;67130;0;1299;0;1299;0
0713204083;Oberlahr;1286110;1049817;900845;38241;630;236293;0;80000;153968
0713204084;Obernau;150407;150407;54235;91287;0;0;0;0;0
0713204085;Obersteinebach;245515;224217;175468;17694;11139;21298;1363;19935;0
0713204088;Orfgen;174101;173101;121080;41853;0;1000;0;0;0
0713204089;Peterslahr;224433;224433;183582;10575;0;0;0;0;0
0713204090;Pleckhausen;1777121;605512;433701;143503;0;1171609;307383;17797;834814
0713204093;Reiferscheid;315658;315658;142704;163593;0;0;0;0;0
0713204097;Rott, Westerwald;301411;298911;196432;74502;653;2500;0;2500;0
0713204100;Schürdt;202527;202127;98342;95247;0;400;0;400;0
0713204103;Seelbach (Westerwald);285622;250922;136738;102991;160;34700;200;500;34000
0713204104;Seifen;110184;109204;93964;8319;1803;980;980;0;0
0713204112;Walterschen;168671;168671;157398;5803;0;0;0;0;0
0713204116;Willroth;1055863;714586;608117;26831;0;341277;2717;-81680;0
0713204119;Ziegenhain;114075;114075;63619;46311;0;0;0;0;0
0713205;Gebhardshain, Verbandsgem.;19455308;16744053;7577043;5553467;307186;2711255;349348;282245;1965294
0713205020;Dickendorf;297415;297293;243937;33637;711;122;0;0;0
0713205024;Elben;310253;214859;187081;10575;1802;95394;94994;400;0
0713205025;Elkenroth;2603611;2208009;1368715;116328;39224;395602;96679;0;220048
0713205030;Fensdorf;366506;323726;248489;38105;5620;42780;12585;0;30195
0713205039;Gebhardshain;1855144;1815676;1230009;388221;9983;39468;26350;12420;0
0713205059;Kausen;749136;634381;367001;199194;891;114755;0;5676;104719
0713205066;Malberg, Westerwald;929463;773583;510881;238860;3777;155880;3500;6000;146380
0713205071;Molzhain;672814;424110;275201;128971;3786;248704;112505;2000;134143
0713205073;Nauroth;832058;826920;689244;28373;12923;5138;5138;0;0
0713205095;Rosenheim (Landkreis Altenkirchen);624611;584232;451784;98132;23542;40379;-24665;0;48815
0713205107;Steinebach/Sieg;2386586;2300222;1670792;31172;21558;86364;9218;64623;0
0713205108;Steineroth;944501;755538;286243;146435;6124;188963;13044;39000;136919
0713206;Hamm (Sieg), Verbandsgem.;21797829;20651017;6980203;8368448;378657;1146812;447261;476135;90610
0713206007;Birkenbeul;367063;361533;198890;141422;9262;5530;4330;0;0
0713206010;Bitzen;678112;641112;368892;213820;11249;37000;4941;-2941;35000
0713206013;Breitscheidt;823096;775440;557231;185093;11815;47656;19756;27900;0
0713206014;Bruchertseifen;565211;544329;307324;213166;7258;20882;8883;11999;0
0713206028;Etzbach;1239429;1177554;793516;320042;7870;61875;5182;9385;0
0713206034;Forst b Wissen, Sieg;750251;504127;343448;120542;2175;246124;237109;9015;0
0713206038;Fürthen;962016;921609;486655;393297;11487;40407;14797;11000;14610
0713206044;Hamm (Sieg);3206729;3074977;2460014;343586;58724;131752;52959;0;0
0713206077;Niederirsen;77531;77531;36701;34889;570;0;0;0;0
0713206091;Pracht;1298437;1205272;717569;444197;9511;93165;88535;0;0
0713206096;Roth b Hamm, Sieg;1279805;1217311;592695;561647;12830;62494;10769;51000;0
0713206102;Seelbach b Hamm (Sieg);97542;97542;63699;26853;40;0;0;0;0
0713207;Kirchen (Sieg), Verbandsgem.;39909863;33851698;18011380;8483973;1092626;6058165;956704;1143273;3812350
0713207012;Brachbach;2069759;1895266;1681035;90590;24842;174493;174373;0;0
0713207037;Friesenhagen;2363145;2292275;2119095;65745;32391;70870;47835;23035;0
0713207045;Harbach;440121;423065;276117;128691;3559;17056;3405;0;13651
0713207063;Kirchen (Sieg);10194499;8311458;6519562;857142;110682;1883041;478924;126420;1221586
0713207072;Mudersbach;6980011;5568872;3771576;587809;115902;1411139;187775;13750;1147915
0713207076;Niederfischbach;5356178;4384975;3471462;234302;74151;971203;64392;291226;595000
0713208;Wissen, Verbandsgem.;31036762;25651558;11109829;9252040;322515;5385204;559550;514123;3959157
0713208008;Birken-Honigsessen;2268221;1754110;1351405;482368;19512;514111;33517;29047;451547
0713208011;Mittelhof;912285;675914;469846;199200;2405;236371;437;0;235262
0713208054;Hövels;545798;394330;319000;87105;4493;151468;1285;27000;123183
0713208080;Katzwinkel (Sieg);1666959;1331204;1046337;382784;13717;335755;92109;51034;192612
0713208105;Selbach (Sieg);612062;536629;318705;253191;2998;75433;51443;0;23990
0713208117;Wissen;9638012;8344292;7520835;685802;24254;1293720;380759;94237;690848
0713209;Betzdorf-Gebhardshain;-;-;-;-;-;-;-;-;-
0713209002;Alsdorf;-;-;-;-;-;-;-;-;-
0713209006;Betzdorf, Stadt;-;-;-;-;-;-;-;-;-
0713209020;Dickendorf;-;-;-;-;-;-;-;-;-
0713209024;Elben;-;-;-;-;-;-;-;-;-
0713209025;Elkenroth;-;-;-;-;-;-;-;-;-
0713209030;Fensdorf;-;-;-;-;-;-;-;-;-
0713209039;Gebhardshain;-;-;-;-;-;-;-;-;-
0713209042;Grünebach;-;-;-;-;-;-;-;-;-
0713209059;Kausen;-;-;-;-;-;-;-;-;-
0713209066;Malberg;-;-;-;-;-;-;-;-;-
0713209071;Molzhain;-;-;-;-;-;-;-;-;-
0713209073;Nauroth;-;-;-;-;-;-;-;-;-
0713209095;Rosenheim (Altenk.);-;-;-;-;-;-;-;-;-
